"","AXP","VZ","T","BA","HD","RTX","MMM","DD","TRV","MDLZ"
"1",0.00889101065695286,0.0061873672530055,0.014441279694438,-0.00537558039650321,0.00213859532959759,0.00839546322822571,0.00187870103400201,0.00132746482267976,-0.00120447634253651,0.00150031305383891
"2",-0.00126277038361877,-0.00058309908490628,-0.00323906284756958,0.00384428584948182,-0.00524120312184095,0.00504309497773647,0.00738476635888219,-0.00592892849817872,0.00611377973109484,-0.00193225510884076
"3",-0.00909549929201603,-0.00786801427602768,0.00411869771778584,0.0134350219741464,0.00401709647849202,-0.00115390785504133,0.00867818854749203,-0.00871796160936356,0.00462148478254676,0.000293116667307913
"4",0.00569207267835736,-0.00575363077223301,-0.00286289188079536,0.00132419331930578,-0.00711291423067451,0.00456784246489406,-0.00479319412261248,-0.00353854172863066,-0.00343931536190212,-0.00213823304511607
"5",-0.00584679795429111,0.00772229814901948,0.00787976291030645,-0.0120132490992546,0.0103605529293418,-0.00332675222307444,-0.00924660731106997,-0.0095822112634778,0.00178164581302553,0.00573909655213356
"6",0.00939204730093479,0.00555510446429253,-0.00030656554736197,-0.0050202626734972,-0.00134817301295698,-0.00396379362791777,-0.0035925458651036,0.00370069732889533,-0.000793031416833401,0.00275108055211604
"7",-0.00107704300899059,-0.00705388747155666,-0.00402405532076955,-0.012514928355813,0.0113767888396978,-0.000124404279631563,0.006115120369941,0.00657978793606162,0.00241066166199744,-0.00332796270959079
"8",0.0069858287461102,-0.00188421027269214,0.00535646174103022,0.00451882323250175,-0.000617489858996123,-0.000756994937546551,0.00344266230240464,0.00345159159041941,-0.00195431476458907,0.00409867893904448
"9",-0.00482956739142537,-0.00509629305452108,0.00377432187087834,-0.00919665396213531,-0.00390115077607334,-0.00362085038796067,0.00064481544541195,0.00255650281906128,0.00744123803451657,0.00570845464244485
"10",-0.00154545565601438,-0.00278903916478157,0.00431048218160868,-0.00229613832198083,-0.00210639066062868,0.00342227471992373,-0.00162109301891178,0.0038890156429261,0.00122851098421961,-0.000850125448778272
"11",0.00131926313042641,-0.00140309415291995,-0.0049887546338141,-0.00170019769575447,-0.00278372666798532,-0.00155425304546952,-0.0156563222408295,0.0108117330819368,0.00659403763711452,0.000267477269517258
"12",-0.00700935628265142,0.00393355311825871,0.000203752657398582,-0.000930778216570616,0.000576487043872476,-0.00624995399266481,0.00401152856647968,0.00542687438428402,-0.00820205360651016,-0.00228115939535201
"13",0.000911553099285811,-0.000214918138226494,-0.00621915142983198,0.000251025019679219,-0.00227105407975614,-0.00353640923276544,0.00544607872143388,0.00495019881054759,0.00107251713052392,-0.00113632541615516
"14",-0.00351603957824409,-0.00591568928211927,0.00112135137896985,-0.0015400507254526,0.006774527952075,0.00158934690989554,0.000609705515671521,0.000444908015197143,-0.00966313853859901,-0.00268556969240308
"15",0.00549061829224229,-0.00158478855155408,-0.000937245378736407,-0.00327559281140566,-0.00159978738520294,0.00168953230604529,-0.00302519439719617,0.0115117318928242,-0.000714073306880891,-0.00153816177044064
"16",-0.00411488255485892,0.00220718374475837,-0.00210895552299917,-0.00221449811942875,0.00632460601627827,-0.0016392165562138,-0.00456342240795493,0.00706879049539566,-0.00184047943912446,0.00128640013281256
"17",-0.000538310152478516,-0.0025254471693188,-0.00825539603829384,-0.00895282998681068,-0.000148129984154366,-0.00071701779961586,0.00545766903087497,0.0077687930315733,0.00645747501403093,-0.00332937599159777
"18",0.0114877242594957,0.00351540977135301,-0.0056961658410728,0.000845304224640131,-3.16887744702399e-05,0.000239779954426922,-0.0018332275794819,0.00229532993398607,-0.00173817446921021,-0.000690745480824262
"19",0.000398659380152822,0.0050796358846128,0.000874369463417679,-0.0127346953377128,0.00160571874585003,-0.00749319838359952,0.00287452642805874,0.00812400039285421,-0.00107673299498856,0.00251675327308476
"20",0.00201558601111174,0.00492025120183825,-0.00316666648723185,-0.00779367703944445,-0.00388958840630949,0.00657407706603408,-0.00395815446972847,0.00253483443520963,-0.00746736722066998,0.00244159903377295
"21",-0.00494722183793783,-0.00363743887282908,-0.00176086742430925,-0.00364696909673512,-0.00812814570963383,0.00548328319564462,0.00380531861446798,0.00144518818706274,-0.000520820205565542,0.00151323236059397
