"","MRK","DIS","T","VZ","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.0319304615259171,-0.0155880553647876,0.000325287110172212,0.0010765710612759,0.0128501038998365,0.00238256482407451,-0.0121385883539915,0.0426708608865738,0.00491526676341891,0.00263237277977169
"2",0.00352744036354125,0.00114686693996191,0.00618088152259588,0.00141456956043839,-0.0112839862704277,-0.00595517503097653,0.00759310647845268,-0.0358669236302376,-0.00101678166538477,0.00875862501561642
"3",-0.000266377610387281,0.0214257147163153,0.00481357146054506,0.00767216179519892,-0.0130451433360577,-0.0233367849141359,-0.00111440161708742,-0.00159078021533787,0.00344909052364528,0.0163832176476717
"4",0.00459954002872109,0.00797046814113855,-0.0302254036068916,-0.00818603672087193,-0.00448254542425275,-0.0160420946776867,0.00454464135691524,-0.0158655196428299,-0.010616066865623,-0.0042023342102766
"5",-0.00454409373924136,-0.00163145980332047,0.00497460039332509,-0.0106421401724219,0.00683571491390467,0.00230681733228266,-0.00735491188243032,-0.0347399488091469,0.00183829036541283,-0.00306203728541732
"6",0.00523752439767122,0.00192421558313072,0.0185641534626484,-0.00379358511418104,0.0137211522087455,0.00945365987718105,-0.0102306166663766,0.0102746430784464,-0.0113805290311575,0.00475659919902682
"7",0.00424410635605454,0.00117162277456373,-0.00479047000408173,-0.00388234877027571,-0.00684006977826357,0.00064623641083017,0.00246927910484374,-0.0213868692517281,0.00939174741506577,0.00599585240706801
"8",-0.00977687258273363,0.0111476676538587,-0.00814193394035101,0.00296949059702456,0.00179786060471088,-0.0175155941396952,-0.00937323365360498,-0.0223927833139896,0.00441421987488866,-0.00481308344751596
"9",0.000528428819961846,0.00718119693920016,-0.00433182343840599,-0.000967950327321887,-0.00439381832256913,0.00852694734930992,-0.00891196727752686,-0.00301355728879571,-0.000775478081777692,0.00100961735006422
"10",0.0164648126810789,-0.013443736359477,-0.00231410004198551,-7.12560213287361e-05,0.0197765845805407,-0.00596783496439457,-0.00105520279612392,-0.047952376306057,0.000658516946714371,0.00306322192773223
"11",0.00741057051345706,-0.0100830756127834,-0.00242665223777294,-0.00895634759217501,0.00924935005605221,-0.00108731223735958,-0.0043543791398406,-0.0164821334183216,-0.011869914829731,0.00138000911101699
"12",0.00269080279394984,-0.0142873646691442,-0.00827042199671268,-0.00120264978613704,0.0014900853857398,-0.0112993586808443,0.00644905166700482,-0.00396171165630221,-0.00409414526075125,-0.0037219247315079
"13",0.00304568721912801,-0.000761488336138427,-0.0118495672941208,0.00637905532494187,-0.00737551786005497,0.00325423129834235,0.00988157652318478,0.00882646627724171,5.28382915945258e-05,-0.000329179049003869
"14",0.00982677843421698,-0.00532307708635926,-0.00883711874485016,-0.000573360885027796,0.0157475490123034,0.00252637034282088,0.0117514682933688,0.00437188148498535,0.00250452081672847,-0.00132927484810352
"15",-0.000167615507962182,0.000575025333091617,0.00569447129964828,-0.0107169123366475,0.00959634780883789,-0.00112858915235847,0.000912745774257928,-0.0482241809368134,-0.000642650411464274,-0.00163312151562423
"16",0.0155082186684012,-0.00364214926958084,-0.00424295663833618,0.00806798320263624,0.0040669571608305,-0.0126129509881139,-0.00785502139478922,-0.00287657510489225,-0.000689026201143861,-0.00845248345285654
"17",5.492869149748e-06,0.00473510287702084,0.00323755270801485,-0.000896528363227844,0.00426340196281672,-0.0129789346829057,0.00615756446495652,-0.00936219841241837,0.00118396442849189,0.00303573627024889
"18",-0.00542494142428041,0.0194113329052925,-0.0127750830724835,-0.000885711691807956,0.0025737932883203,-0.00554078537970781,0.00427617784589529,-0.00193203403614461,0.000453934539109468,0.0078623229637742
"19",0.00931549910455942,0.00462902011349797,-0.00857244990766048,-0.00742881605401635,-0.011578468605876,-0.0135762477293611,-0.00959121435880661,0.0190232880413532,-0.0140207279473543,0.00415828404948115
"20",-0.00108678860124201,-0.00844347942620516,-0.0063137449324131,0.00180480757262558,0.00330828176811337,-4.90085149067454e-05,-0.00273586437106133,-0.0231339279562235,0.000808350800070912,-0.00471892347559333
"21",-0.00449875695630908,0.00859401468187571,0.00543620996177197,0.00459778588265181,0.0046412511728704,-0.00430317036807537,0.00792774464935064,0.0061994194984436,0.00757777225226164,-0.000604715256486088
