"","MCD","MRK","DD","NKE","RTX","MMM","KO","WBA","AXP","TRV"
"1",0.0073473216034472,0.00449526915326715,-0.000335087039275095,-0.00832821615040302,0.00783127546310425,0.000182963776751421,0.00338305346667767,-0.0220094658434391,0.0226422622799873,-0.0106010790914297
"2",0.00822341907769442,-0.00537211308255792,0.00239357049576938,-0.00121217628475279,-0.00479655200615525,-0.00926107261329889,0.0031384457834065,0.00827356986701488,-0.0106903566047549,-0.00385502679273486
"3",0.00547852320596576,2.1298301362549e-05,0.00308843539096415,0.00546607142314315,0.0063753486610949,-0.00950536038726568,-0.000588224560488015,-0.00982727855443954,0.00767443561926484,0.0121036227792501
"4",0.00449029449373484,0.00942796003073454,-0.00601825071498752,-0.00398140726611018,0.0100098885595798,0.00397223327308893,0.0073742070235312,0.00355023797601461,0.00379233248531818,0.00755084585398436
"5",0.0040470864623785,-0.00175470928661525,5.18321612617001e-05,-0.0105440253391862,0.0040834485553205,0.00429606065154076,0.00793770048767328,-0.00199060165323317,-0.00231119338423014,-0.00391372991725802
"6",-0.00334431021474302,-0.000485282274894416,-0.00309525453485548,0.00548654654994607,0.00814338028430939,-0.0197067055851221,-0.000559073756448925,0.00332066067494452,-0.00125903566367924,-0.00505352765321732
"7",0.00155077327508479,-0.0022712021600455,0.00167539354879409,0.00716174207627773,-0.00172492652200162,0.00264106318354607,-0.000381133082555607,0.00509719736874104,0.00298454216681421,0.0034529366530478
"8",0.00239019002765417,0.000305837573250756,0.000455066241556779,-0.00345922983251512,0.00441848859190941,0.00208444357849658,0.000278238439932466,0.00263786851428449,0.017315749078989,-0.000382045982405543
"9",-0.000918778532650322,0.00331642501987517,-0.00390327558852732,-0.0081108920276165,-0.00341395521536469,-0.0138379205018282,0.00475037656724453,0.00174028775654733,-0.00997625943273306,-0.000222080663661472
"10",0.00206988910213113,-0.00793315377086401,0.00368548021651804,0.0145968068391085,-0.000416413124185055,-0.0293399728834629,-0.00363534386269748,0.00540357083082199,0.00341109978035092,-0.00840108375996351
"11",-0.00156667432747781,-0.00569074507802725,0.00340051623061299,-0.00257625104859471,-0.00708498666062951,0.00611507054418325,-0.000924108782783151,0.0100795142352581,-0.00133690075017512,-0.00504193641245365
"12",0.00103051296900958,-0.000513365957885981,0.00579783041030169,-0.0138962203636765,-0.00371400406584144,4.53755237685982e-05,-0.00592168932780623,-0.00258761318400502,0.00568347657099366,0.00335467979311943
"13",-0.000550639582797885,0.00287025468423963,-0.0032959405798465,-0.00441728113219142,-0.00262984982691705,-0.00822532083839178,-0.00114659254904836,0.00689425598829985,0.00393459713086486,-0.00749835325405002
"14",0.00269799609668553,0.000447237893240526,0.00204807845875621,0.00673275487497449,0.00302785751409829,0.00587645033374429,-0.00317409751005471,-0.00617047073319554,0.000568714167457074,-0.00156812602654099
"15",0.00175928114913404,-0.00226074433885515,0.000502533046528697,-0.00484413653612137,0.00783357955515385,0.00334624783135951,-0.00355612556450069,0.000921729020774364,0.0121164573356509,0.00268412125296891
"16",-0.000359961879439652,0.00299930502660573,0.00155260693281889,-0.00233300006948411,-0.0108084306120872,0.00482401205226779,0.000586215930525213,-0.00303813396021724,-0.00328986858949065,1.3156168279238e-05
"17",0.00565919792279601,0.00475951656699181,-0.000616340839769691,0.0110442172735929,0.00286863278597593,0.00441086106002331,3.33050093104248e-06,0.00719788204878569,-0.00829512998461723,-0.0076941647566855
"18",-0.00185738201253116,0.00239455350674689,0.00207469845190644,-0.00405387999489903,0.00551097793504596,0.00497885746881366,0.00054431933676824,-0.00196362263523042,-0.00128814147319645,0.00170124124269933
"19",0.00275804498232901,-0.00471975235268474,0.00689230905845761,-0.00497462553903461,-0.00263273064047098,-0.000897946767508984,-0.00100569950882345,-0.00871385261416435,0.000391652691178024,-0.00543559063225985
"20",0.00131022895220667,0.000957465672399849,0.00207434082403779,0.00413404637947679,0.00107399839907885,0.00997835770249367,0.00413518026471138,0.0123435389250517,-0.0012916672276333,-0.00207226071506739
"21",0.00419712718576193,-0.00146847276482731,-0.00124798831529915,-9.76444207481109e-05,0.00134038762189448,0.00396618898957968,0.00138812931254506,0.000863417109940201,0.00118253438267857,-0.00133577606175095
