"","GS","AMGN","IBM","HON","AXP","MMM","CAT","WBA","TRV","DOW"
"1",-0.00858722440898418,0.00241390150040388,0.000496775086503476,-0.00341927004046738,0.0220502112060785,-0.00496897008270025,-0.00248295301571488,0.00386086176149547,0.00553532736375928,0.00731846923008561
"2",-0.00465091969817877,-0.00590716488659382,0.0131498826667666,-0.0163770951330662,0.00199113483540714,0.00378144299611449,-0.00245184311643243,0.00659677945077419,0.00976197421550751,0.0100650992244482
"3",0.00946158356964588,0.00653636362403631,-0.0068351230584085,-0.00927338935434818,0.000871387717779726,-0.000595182820688933,1.10481341835111e-05,-0.00310937105678022,0.00240289210341871,0.0184632353484631
"4",0.00676111504435539,-0.000742028059903532,0.00178149191197008,0.00292850448749959,0.00775726698338985,-0.0090640913695097,-0.00267848232761025,-0.00915765203535557,-0.00774841802194715,-0.00542882550507784
"5",-0.00783737003803253,0.0105672255158424,0.00300351367332041,0.00330051733180881,-0.00198470870964229,-0.0154786007478833,0.00278930924832821,-0.0142326289787889,0.00801169965416193,0.0170195885002613
"6",0.0166124645620584,0.00392832327634096,0.00410324521362782,0.0056702084839344,-0.00104072142858058,0.00294169737026095,0.00242865411564708,0.00708840321749449,-0.00314661301672459,0.00366623303852975
"7",-0.0122109092772007,0.00425357464700937,0.000864285626448691,0.00103244767524302,0.00313723087310791,-0.00835250783711672,0.00107971043325961,0.000659675046335906,-0.00133932498283684,0.00240789703093469
"8",0.00405104225501418,0.00563526339828968,0.000132209926960059,0.000730024068616331,-0.00748695712536573,0.0029459954239428,0.000765643024351448,-0.000668023014441133,-0.00881878659129143,-0.00181369727943093
"9",-0.00886779651045799,0.00601514801383018,-0.000629013811703771,0.00220843427814543,-0.0140936058014631,-0.00503495614975691,0.00356842740438879,0.00609761336818337,-0.00393403507769108,0.00402215169742703
"10",-0.00816197320818901,0.00103401148226112,-0.00135903665795922,-0.000526341609656811,0.00215597450733185,-0.0076774163171649,-0.00814166013151407,0.00221776240505278,0.00159208674449474,-0.0169269442558289
"11",-0.00565571943297982,0.00398666877299547,0.000337123026838526,0.000984788639470935,-0.00510855158790946,-0.00406578974798322,-0.00194130057934672,4.36472364526708e-05,0.00354922539554536,0.00140608323272318
"12",-0.00882463064044714,0.00384855666197836,-0.00409397156909108,-0.00363155733793974,0.00454023806378245,-0.012002638541162,-0.00332759600132704,-0.0211415197700262,0.0032118062954396,0.0166258625686169
"13",0.0027037167456001,-0.000249852542765439,-0.00182464509271085,-0.00218990980647504,0.000795533764176071,-0.00123160798102617,-0.00115730904508382,-0.00546669494360685,-0.00351564702577889,-0.00558895105496049
"14",0.00187162938527763,0.00121162668801844,0.00409324653446674,-0.000209611098398454,0.00311384769156575,-0.00169133523013443,0.00163280486594886,0.00896194763481617,0.000697594718076289,-0.00962986331433058
"15",2.6672923922888e-05,0.000767606077715755,-0.00557543197646737,0.00504407146945596,0.00627827038988471,-0.00227136863395572,0.00313510186970234,-0.00210469774901867,-0.00162938260473311,-1.45199628605042e-05
"16",-0.0107113439589739,0.00202122936025262,-0.0038894135504961,0.00592820951715112,-0.00670825131237507,-0.001571552362293,-0.00172440987080336,-0.00778713822364807,5.33821657882072e-05,0.0125471949577332
"17",-0.00810002721846104,0.00501929596066475,0.0110330646857619,0.000913705269340426,0.00949109252542257,-0.0289036072790623,-0.00101573206484318,-0.00930256024003029,0.00328079983592033,0.00063798890914768
"18",-0.014095158316195,0.00400023255497217,0.000547405274119228,-0.00333403889089823,0.00260203517973423,-0.0080231036990881,0.00115137326065451,-0.00407778192311525,-0.000599073362536728,0.00520783383399248
"19",0.00135254394263029,0.00479459296911955,-0.0073873084038496,-0.00474030943587422,0.00337667833082378,1.78464706550585e-05,0.00366503489203751,0.00186556112021208,0.000897354155313224,-0.00331311277113855
"20",-0.00195615086704493,0.0049324631690979,0.00615073554217815,-0.00242311903275549,0.00430983770638704,0.00132316094823182,-0.0148660577833652,-0.00796269811689854,0.00140500627458096,0.000334037758875638
"21",-0.00580002507194877,0.0035234116949141,0.00279839686118066,0.00537410378456116,0.00147658120840788,-0.00219424464739859,-0.000959038210567087,-0.00417794706299901,0.00211505172774196,0.0153601765632629
