"","MRK","AA","T","BA","VZ","RTX","MMM","DD","MDLZ"
"1",0.0082117710262537,0.0178287327289581,0.0116721726953983,-0.0231136307120323,0.000738789036404341,0.00960319768637419,0.0051858932711184,-0.0221034809947014,-0.00291654211468995
"2",0.0121426805853844,-0.051249522715807,-0.0107014961540699,0.00462880451232195,0.00118553615175188,0.00154402211774141,0.00681577762588859,0.00670147314667702,0.000898142985533923
"3",0.0102702211588621,-0.0152100343257189,-0.00205105892382562,-0.0213154125958681,0.00134911853820086,-0.0101461680606008,0.00846911687403917,-0.0402453131973743,0.00522125186398625
"4",0.00967315025627613,-0.0135807609185576,0.00929367728531361,0.0251400470733643,-0.00662721181288362,0.0241387076675892,-0.0117752766236663,-0.0202411878854036,0.00353080942295492
"5",0.0112806642428041,0.0118148420006037,-0.00883604679256678,-0.00319246901199222,-0.00842707883566618,-0.0118677318096161,0.00676869042217731,0.0135654117912054,0.0117901796475053
"6",0.0093550318852067,-0.0219974014908075,-0.014281670562923,0.00961831584572792,0.00126277701929212,0.00981171522289515,0.00417215097695589,-0.00099637929815799,0.00342059438116848
"7",-0.000442779099103063,0.0222045090049505,0.00266774860210717,-0.0180948618799448,-0.00407218420878053,-0.00282999128103256,0.0185052491724491,-0.0611693039536476,0.00610831612721086
"8",-0.00342928222380579,-0.0146283768117428,-0.00231203134171665,-0.0053332238458097,-0.0137783074751496,-0.0016385595081374,-0.0176767595112324,0.0129503551870584,0.00419671135023236
"9",0.00868430454283953,0.00167837017215788,0.00611995812505484,0.00578193506225944,-0.00286045577377081,-0.00997777655720711,-0.00821691378951073,-0.00789625104516745,0.00697325868532062
"10",0.00386782130226493,-0.0192657951265574,-0.00499337818473577,0.0153424665331841,-0.00342476507648826,0.00330018345266581,0.00747507205232978,0.0053335870616138,0.00210339413024485
"11",0.00130806362722069,0.00660886615514755,-0.00662789447233081,-0.0026606775354594,0.00233440520241857,-0.0122495768591762,0.00927546061575413,-0.0291390009224415,-0.00103870581369847
"12",0.0027223804499954,-0.0278095379471779,0.00705031817778945,0.00306737469509244,-0.00690448237583041,0.00239924527704716,-0.0193637423217297,-0.0182532034814358,0.00406436109915376
"13",-0.00770242745056748,0.0210265889763832,-0.0213959068059921,0.0124745965003967,0.00751351146027446,-0.0141608016565442,0.00523420469835401,-0.00151151034515351,0.00215426343493164
"14",-0.0191344730556011,-0.0119974100962281,0.00580341788008809,0.0100008603185415,0.00233623175881803,0.00701399566605687,0.00396036868914962,-0.00607186183333397,-0.00279076560400426
"15",0.000427520048106089,0.0151398153975606,0.0162533428519964,-0.0128121878951788,-0.00561192305758595,-0.014946480281651,0.00288882199674845,-0.0520059540867805,-0.000147541984915733
"16",-0.00720373401418328,-0.0362999476492405,-0.00161238701548427,-0.0104181179776788,0.00350248976610601,0.00639880402013659,-0.0106490310281515,0.00586953712627292,-0.00741257518529892
"17",-0.0116754928603768,0.00560346618294716,-0.0158767364919186,-0.00728380493819714,-0.00919367093592882,-0.0219955127686262,0.0118828127160668,-0.0326216518878937,-0.00366036943159997
"18",-0.0038323977496475,-0.0225782264024019,0.000413122994359583,0.000271598255494609,-0.00294537120498717,0.00111969886347651,-0.000666487088892609,-0.00515268882736564,-0.00649239169433713
"19",0.0155537566170096,0.0162778217345476,0.00469053443521261,-0.0227271784096956,0.00331811071373522,-0.00386448879726231,0.0104457624256611,-0.065674901008606,-0.00372606841847301
"20",-0.0075511522591114,-0.0358940064907074,-0.00839119870215654,-0.000704156293068081,-0.013193448074162,0.00342685333453119,-0.00583904469385743,0.0244245752692223,-0.00071311928331852
"21",0.0026001266669482,-0.00535885384306312,-0.00676405103877187,-0.0182182621210814,-0.00593462120741606,-0.0058810506016016,0.00300795934163034,-0.0512706153094769,-0.00468736607581377
