"","AA","VZ","HD","T","BA","RTX","MMM","DD","TRV","MDLZ"
"1",-0.002613240852952,0.00831844098865986,-0.002982331905514,-0.0023377004545182,0.00220790272578597,0.000356271571945399,-0.0179333128035069,-0.00402376474812627,-0.00258465786464512,-0.00224682386033237
"2",0.0159472711384296,-0.000963605882134289,0.000955932831857353,0.000218673114432022,-0.00369377713650465,0.00106931698974222,0.00564917549490929,3.25807923218235e-06,0.0101011460646987,0.00448110280558467
"3",-0.00219953479245305,-0.00487133860588074,0.0007772475364618,0.00269744056276977,-0.000488542893435806,0.00337545294314623,0.00276026898063719,0.00314138154499233,-0.0121648004278541,-0.00367281609214842
"4",0.00852168444544077,-0.00628549559041858,-0.00200789538212121,0.00178182160016149,-0.00577173195779324,0.00251633883453906,0.000314308301312849,-0.000885066692717373,0.0176995154470205,-0.000538409512955695
"5",0.00552312843501568,0.0111887203529477,0.00144020386505872,-0.00279925600625575,0.00598827516660094,0.00838832557201385,0.00485159596428275,0.000479465117678046,0.00742518762126565,-0.000403847603593022
"6",-0.0114157823845744,-0.00208516325801611,-4.37689159298316e-05,0.000252161582466215,-6.82560275890864e-05,0.00658654095605016,0.00369800836779177,-0.00785870011895895,0.00554682593792677,0.00167165661696345
"7",-0.0166042130440474,-0.0051945336163044,0.00324535649269819,0.00651589408516884,-0.00149289041291922,-0.00125394947826862,0.00579167623072863,0.00281655951403081,-0.00226206728257239,0.00230934168212116
"8",-0.00118359585758299,0.00354870897717774,-0.00248742289841175,0.00344326766207814,-0.00131705100648105,0.000376248586690053,-0.00951732136309147,-0.00211528223007917,-0.00429692026227713,-0.00215140334330499
"9",0.0112327374517918,0.00653813080862164,0.00478164339438081,0.000529775279574096,-0.0149375461041927,0.000369405694073066,0.00452922796830535,-0.00496009038761258,-0.000175459324964322,-0.00277078547514975
"10",0.000546935480087996,0.00221567298285663,-0.000141602693474852,1.72835898410995e-05,0.0128361880779266,0.000161943476996385,0.00465199165046215,0.00508177932351828,0.000629045418463647,-0.000420488591771573
"11",-0.00326689565554261,-0.00449760258197784,-0.00269010942429304,-7.91129332355922e-06,0.0109244324266911,-0.00264515029266477,0.0115019548684359,0.00644665444269776,0.00112252344843,-0.00126039341557771
"12",-0.00554311694577336,0.0112610645592213,0.00207533966749907,-0.000329034373862669,0.000751685467548668,-0.00406926078721881,0.000979523058049381,0.00175485748331994,-0.0143185816705227,0.00181809195782989
"13",0.00132470240350813,-0.00350724183954298,-0.0015521552413702,-0.00231023458763957,0.000713685352820903,-0.00140176480636001,-0.00241867732256651,0.00329976319335401,8.63948807818815e-05,-0.0004539875080809
"14",-0.00946675986051559,0.00490224314853549,0.00490091694518924,0.00146154314279556,-0.00532630737870932,0.0037064494099468,0.00336775532923639,0.00478439452126622,-0.00310253165662289,0.000330632727127522
"15",-0.00070096633862704,0.00451265927404165,-0.00273344339802861,0.00313114165328443,-0.00618062214925885,0.000219972236664034,-0.00431672250851989,0.00390782626345754,0.00325722061097622,-0.00141347444150597
"16",-0.0048914011567831,0.0129543226212263,-0.00170624977909029,-0.00234687747433782,-0.00400033546611667,-0.00189015013165772,0.000280039908830076,0.000865129928570241,-0.00138462404720485,-0.000661236292216927
"17",0.00542334001511335,0.00357084977440536,0.00604298524558544,-0.0030577820725739,-0.00640117237344384,0.00609432999044657,0.00177406903821975,-0.0094916932284832,0.0114615801721811,-0.00185063073877245
"18",-0.000679402088280767,-0.00524653354659677,-0.00140071753412485,-0.00373240537010133,-0.00241833413019776,-0.00242888345383108,0.00169608066789806,-0.000899575650691986,-0.00714314775541425,-0.000956210715230554
"19",-0.0116275968030095,-0.000197417961317115,6.39402642264031e-05,-0.00166424305643886,-0.00642368011176586,-0.00356347858905792,0.0018878016853705,0.000954469665884972,0.00430039269849658,-0.00335795641876757
"20",-0.00354457041248679,-2.96211255772505e-05,0.000467823701910675,0.00234874989837408,0.00142018822953105,0.00304712401703,0.00222428236156702,0.00494551612064242,0.000668247404973954,-0.000727908278349787
"21",0.00666950270533562,0.00687966030091047,-0.00157019728794694,-0.00263526337221265,0.0020724511705339,0.00240410934202373,0.00521299662068486,0.000186777513590641,-0.000656537304166704,-0.00329327373765409
