"","VZ","T","AXP","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00718722818419337,0.00631597498431802,0.0258285421878099,0.00635815970599651,-0.00295884790830314,0.0103286895900965,0.00479526957497001,0.0313643030822277,0.0128273107111454,-0.0041525587439537
"2",0.00377692608162761,0.000329085858538747,0.00613498175516725,-0.00649015652015805,0.000641665770672262,0.0104328542947769,0.0226991251111031,0.0113003067672253,0.00162185542285442,0.00267460313625634
"3",0.00567647162824869,0.00348722864873707,0.0152219524607062,-0.00177941413130611,0.00688953092321754,0.0142038632184267,-0.0217380691319704,0.00188985944259912,0.0104589462280273,-0.000738429138436913
"4",-0.00359891448169947,-0.00701830117031932,0.0274207685142756,0.004207834135741,0.000115491508040577,0.0196413416415453,0.00943530350923538,0.00978066027164459,-0.00358662521466613,0.00471032503992319
"5",-0.00548526737838984,0.00669278670102358,0.0125683946534991,0.00168432050850242,-0.0112431086599827,0.00499351369217038,-0.00183860945980996,0.0410282164812088,0.00178494304418564,0.0011722594499588
"6",-0.00222002528607845,0.00463289953768253,-0.0120527315884829,-0.00795458443462849,0.00280710426159203,0.00575248384848237,0.0294089801609516,-0.0103642707690597,-0.00343442498706281,-0.00747322523966432
"7",-0.00483100861310959,-0.0032175115775317,0.00945868901908398,0.00266466615721583,0.0284228771924973,0.000308832502923906,-0.0155579866841435,0.0118957376107574,0.00247504352591932,0.000434040150139481
"8",-0.00770078785717487,-0.00383698684163392,0.00540200900286436,0.0101251415908337,-0.00397549569606781,0.00190114742144942,0.0194963663816452,-0.0154203278943896,-0.00136729155201465,0.00166988186538219
"9",-0.00225418247282505,-0.00604313379153609,-0.00858953781425953,-0.00720738060772419,0.00117137981578708,-0.012683835811913,-0.000761488161515445,-0.0151419742032886,0.000559589825570583,0.00130956957582384
"10",0.00424693059176207,0.00227475399151444,-0.0126226413995028,0.00581520237028599,-0.00883505772799253,0.00324736931361258,0.0119626987725496,-0.0325351655483246,-0.00319785950705409,0.001453353674151
"11",0.000881274288985878,0.0017729721730575,0.00504087982699275,-0.00426787696778774,-0.00136903568636626,-0.00196433160454035,-0.00623609637841582,0.0115674678236246,0.00416072458028793,-0.00416175462305546
"12",0.000792178208939731,0.00538476835936308,-0.00781819224357605,-0.00857738964259624,-0.00626287842169404,0.00379969109781086,0.00859492085874081,0.00275330198928714,-0.00110604788642377,-0.00454985676333308
"13",0.00772528117522597,-0.000497153785545379,-0.0123313572257757,-0.00500990822911263,0.00240666605532169,-0.00232676486484706,-0.0216566380113363,-0.00488951383158565,0.00159452331718057,-0.00496702501550317
"14",0.00227649649605155,-0.00380740594118834,0.00474459119141102,0.000126727201859467,-0.000428376777563244,0.00248969462700188,0.0109412120655179,-0.0275827292352915,-0.00538196507841349,-0.00477809505537152
"15",0.00719383591786027,0.000118719843158033,0.000154767243657261,-0.000850561424158514,-0.0083076162263751,0.00335650029592216,0.00452690059319139,0.0250354390591383,-0.00251930579543114,0.00313544762320817
"16",0.00449228752404451,-0.000777233159169555,-0.00520607316866517,0.0051516592502594,-0.00432518729940057,-0.00105831772089005,0.00431956071406603,-0.00351224048063159,-0.00616904208436608,0.0030346408020705
"17",0.000678741780575365,0.0064897108823061,0.00495129032060504,2.9660275686183e-05,0.00477364985272288,-0.00734021794050932,-0.0023250428494066,0.00250128912739456,0.00496721873059869,0.0015510976081714
"18",-0.00221173488534987,0.00259789638221264,0.017856964841485,-0.00209452793933451,-0.00589265814051032,0.00504912901669741,-0.00906986836344004,0.00639102188870311,-0.00577836250886321,-0.000635237316600978
"19",-0.00450650090351701,-0.00316652492620051,-0.00585334515199065,0.00258799479342997,-0.00629715155810118,0.000292775977868587,0.00585877476260066,0.0190637167543173,0.0038315940182656,0.00168788025621325
"20",0.00163681048434228,-0.00475786859169602,-0.00560673326253891,0.00152586796320975,-0.00145362783223391,0.00124181713908911,9.52791087911464e-05,-0.0106413383036852,-0.00139167008455843,0.000317646510666236
"21",0.000770328799262643,-0.0115533638745546,0.0131096532568336,-0.00018032499065157,-0.0025029971729964,-0.000504026480484754,0.00360231474041939,0.00197224318981171,-0.00362930377013981,0.000428440602263436
