"","MCD","IBM","DD","RTX","NKE","KO","MMM","WBA","AXP","TRV"
"1",0.00669328356161714,0.00352927763015032,0.0130861392244697,0.00593344448134303,-0.00537311611697078,-0.00846711546182632,-0.0103850197046995,-0.0080598583444953,-0.00297266850247979,0.000557250459678471
"2",-0.000718693714588881,0.00202164007350802,-0.0083358408883214,-0.00568400323390961,-0.00996837485581636,-0.00190862757153809,-0.0110121481120586,0.000814553699456155,-0.00794672314077616,-0.00248380308039486
"3",0.00283253449015319,0.002808160148561,0.00362107390537858,0.00917414762079716,0.00436320994049311,0.0109120653942227,-0.000563797540962696,0.00292916130274534,0.000903999200090766,0.00120653782505542
"4",-0.00124606874305755,0.00544190546497703,-0.00406693387776613,-0.00553323514759541,0.00830273516476154,0.00542311975732446,-0.0111103327944875,0.00674968352541327,-0.00357050192542374,-0.00318571203388274
"5",0.00419358210638165,0.0140840020030737,0.00759245036169887,0.0216966923326254,0.00265644886530936,0.00311671011149883,-0.00196903385221958,0.0123743703588843,-0.0140995029360056,0.00157029600813985
"6",-0.000600786006543785,-0.00135989894624799,-0.00725407991558313,-0.00156293483451009,-0.000339638150762767,-0.00208473182283342,-0.0048302449285984,-0.000630345428362489,-0.00240189814940095,0.000392886344343424
"7",-0.00558832101523876,-0.000895414501428604,0.00387087138369679,-0.00220301328226924,0.00994359701871872,-0.00299811502918601,0.00589100504294038,0.00259870011359453,-0.00673678005114198,-0.0036316430196166
"8",0.00117592338938266,0.00128879304975271,0.00507962331175804,0.00390050653368235,-0.00823147781193256,0.0111646549776196,-0.00146043114364147,0.00597806833684444,-0.00170560635160655,-0.000748343241866678
"9",-0.00541246077045798,0.00625756988301873,-0.0023991041816771,0.00162844569422305,-0.000940420781262219,-0.00385492132045329,-0.00732387043535709,0.00353096541948617,0.000962035730481148,0.00565158668905497
"10",0.00243895757012069,0.00670529576018453,-0.00731682358309627,0.00163746403995901,-0.000515184015966952,0.000304425426293164,0.00100970990024507,-0.00336610921658576,-0.00494606886059046,0.00163202325347811
"11",-0.00991929695010185,-0.00114919920451939,-0.0116873774677515,0.000996513059362769,-0.00323757715523243,-0.000889222195837647,0.000137336144689471,0.0015608377289027,-0.0118494313210249,-0.000435724767157808
"12",0.000355142954504117,-0.005492455791682,-0.00574464211240411,-0.00753027386963367,0.00229095667600632,0.00226617255248129,0.00249615893699229,0.00386739731766284,0.000246439361944795,0.00188754592090845
"13",-0.00289417384192348,-0.00738849863409996,-0.00447303522378206,0.000506600772496313,0.0030864430591464,-0.00194014154840261,0.00568505516275764,0.00510470708832145,-0.00653110444545746,0.0038314142730087
"14",0.0040971701964736,-0.00349695817567408,-0.00677761388942599,-0.00509655475616455,0.00654400419443846,-0.00398328527808189,0.00356209953315556,-0.00495587615296245,-0.00631515588611364,-0.00278694066219032
"15",-0.00251034437678754,-0.00457956688478589,-0.00232168613001704,0.000688439526129514,-0.00111417379230261,0.00117905461229384,-0.00282029714435339,0.00187121378257871,-0.00143505295272917,0.00436823070049286
"16",0.00188231817446649,-0.00441853608936071,0.0115363514050841,-0.000394826784031466,-0.00395231693983078,0.00248610763810575,0.00659865792840719,0.0081328721717,-0.00727018527686596,0.00175815692637116
"17",-0.00457782531157136,0.00274625117890537,0.000430780550232157,0.00454607186838984,0.000501036352943629,-0.00171098823193461,0.00532876560464501,0.00468177488073707,0.00123433105181903,-0.00824066810309887
"18",-0.00358675397001207,-0.00480440212413669,-0.0111691243946552,-0.00545656122267246,-0.00114010868128389,0.000345588603522629,-0.00760026834905148,0.000331901363097131,-0.00823852606117725,-0.0010672730859369
"19",0.00146517110988498,-0.00336940307170153,-0.00193866237532347,-0.00142994103953242,0.00106027536094189,0.00300719682127237,0.00652418611571193,0.000303811684716493,-0.00273047666996717,0.00131947128102183
"20",-0.00460733287036419,-0.0088528161868453,-0.00138946110382676,-0.00381440808996558,-0.00197780504822731,-0.00446114223450422,-0.000665358093101531,0.00345830805599689,-0.00955185480415821,-0.0110712246969342
"21",0.00695379078388214,-0.00291743478737772,-0.00741708325222135,-0.00814477261155844,0.00286470307037234,-0.00477735791355371,-0.00819383002817631,0.00270808092318475,0.000864013854879886,-0.00176706991624087
