"","DIS","HD","CAT","T","RTX","VZ","MMM","DD","MDLZ"
"1",-0.0201479829847813,0.00850633438676596,0.00594479590654373,-0.000964923005085438,-0.00272187124937773,-0.00210235710255802,-0.00910899974405766,0.0646485015749931,-0.00512327719479799
"2",0.057205468416214,-0.00246141920797527,-0.00967005174607038,-0.0119141507893801,-0.00306566059589386,-0.000788385164923966,0.00150214554741979,0.000346552231349051,-0.00233355513773859
"3",0.0101374564692378,0.0118674272671342,0.0186862759292126,0.00141512346453965,0.00173663604073226,4.79552109027281e-05,0.00966520980000496,-0.0162930637598038,-2.40256649703952e-05
"4",-0.00601090863347054,-0.00202160328626633,-0.00322684179991484,0.00239456538110971,0.000365954503649846,-0.00754424650222063,0.00520077813416719,0.0637471377849579,-0.00536631885915995
"5",0.000612470845226198,-0.0112348133698106,0.00082922592991963,0.00970875658094883,-0.0193959139287472,0.0195293892174959,-0.0182377323508263,0.00582699151709676,0.00211563589982688
"6",-0.00854180753231049,0.00164005707483739,-0.00347200944088399,0.0034249413292855,0.00741451606154442,6.69529908918776e-05,0.000584812602028251,0.0340229347348213,-0.00498908059671521
"7",-0.0201131589710712,0.0105758830904961,0.000891827570740134,-0.000951892288867384,-0.002992371795699,0.00757525209337473,-0.00419703358784318,-0.0161847677081823,-0.00308735575526953
"8",-0.0104553168639541,0.0162522662431002,-0.000856419908814132,0.0014989422634244,-0.00304022221826017,0.0046260510571301,0.005872524343431,0.0165420565754175,-0.00614263908937573
"9",-0.000612179166637361,-0.000654463714454323,0.0133199021220207,-0.00298287067562342,0.00496369041502476,0.00593688013032079,0.000978495576418936,0.0367874540388584,0.00035894350730814
"10",-0.0222947001457214,-0.0163298938423395,-0.012031638994813,0.00194046727847308,0.00276989466510713,-0.00162254832684994,0.006174988579005,-0.0228074863553047,-0.00310415239073336
"11",0.012506284750998,-0.00143384735565633,0.000232606922509149,0.00358952116221189,0.00810319650918245,-7.24471392459236e-05,-0.00274405186064541,-0.01139304228127,-0.00154814904090017
"12",-0.000300061161397025,-0.00571531848981977,0.000954384217038751,0.0146272545680404,0.00123104837257415,-0.00586996925994754,0.00139218964613974,0.02143769338727,0.00048518119729124
"13",-0.0251129046082497,0.00698443129658699,0.0109312953427434,0.000852344033773988,0.000921604863833636,-0.00640087714418769,0.00599041627719998,0.00196887459605932,0.00114896218292415
"14",-0.00861926376819611,-0.00222344556823373,-0.00822763796895742,0.00735903484746814,-0.00467954576015472,9.07864705368411e-06,-0.00304850027896464,-0.0113398097455502,-0.00157600978855044
"15",0.00155784143134952,0.00720484647899866,0.000123379184515215,-0.00217638956382871,0.00755855301395059,-0.00339233782142401,-0.000264947913819924,-0.00338316312991083,-0.000140148666105233
"16",-0.011600824072957,-0.0135558722540736,-0.00812842510640621,0.012279805727303,-0.0026173978112638,-0.0016978868516162,0.00366789288818836,0.00108408159576356,4.9066191422753e-05
"17",0.00625036563724279,0.00895979534834623,-0.00108800479210913,0.00626661023125052,-0.00684830266982317,0.004602518863976,0.000536162813659757,-0.00823000818490982,-0.00157264992594719
"18",0.00491683557629585,0.0137291206046939,-0.00849526654928923,0.00645508756861091,-0.00402237521484494,0.00137214153073728,0.00245609111152589,0.00676762592047453,0.000721949560102075
"19",-0.0121904090046883,-0.000110670014692005,0.0112683782353997,-0.00131302839145064,-0.00483703101053834,0.00546210911124945,-0.00361000932753086,-0.0157820042222738,-0.00123551138676703
"20",0.0061479602009058,0.0160168297588825,-0.0199490804225206,0.00254216697067022,-0.0091050760820508,0.00487552722916007,0.00357981561683118,-0.00140728615224361,0.00236451136879623
"21",-0.00926663260906935,-0.0144361965358257,-0.00542687578126788,-0.00676024006679654,-0.00562926009297371,-0.00430901814252138,-0.00284278835169971,-0.0116747273132205,0.00307976012118161
