"","MCD","DIS","VZ","T","BA","RTX","MMM","DD","MDLZ","TRV"
"1",-0.00571050867438316,-0.000889623130206019,-0.000261475273873657,-0.000335709366481751,0.000241358473431319,-0.00291118281893432,-0.0113359084352851,-0.00543025275692344,0.00121653219684958,-0.00482538528740406
"2",0.00148999062366784,0.000876705162227154,0.00432210229337215,-0.00335865956731141,0.0125183081254363,-0.00471329456195235,0.00722089176997542,-0.0248891394585371,-0.00668985256925225,0.00137916707899421
"3",-0.00249014096334577,0.00451813824474812,0.000138257950311527,0.0016741449944675,0.00113886222243309,-0.00419134274125099,0.00911718234419823,0.0143406819552183,-0.00714878877624869,0.00080442416947335
"4",0.00290985987521708,-0.00925619900226593,0.00336622050963342,-0.00171220803167671,-0.016366133466363,0.000142861026688479,0.00556078320369124,-0.00670455070212483,-0.00100804690737277,-0.00255922181531787
"5",0.000187368656042963,0.00364434695802629,0.0024146237410605,-0.00612942548468709,-0.0152953965589404,0.00233919685706496,0.00416211830452085,-0.0414089895784855,-0.00479160947725177,-0.00956097710877657
"6",0.00283224531449378,0.00742269726470113,0.001547628082335,0.00314995576627553,-0.00233243103139102,0.00112759927287698,0.00281892763450742,0.00983676221221685,0.000874917081091553,0.00113187124952674
"7",-0.000812964048236609,-0.00265979743562639,0.00649730395525694,0.00180219206959009,0.00604614615440369,-0.00149478577077389,0.000231527810683474,-0.00214523356407881,0.00490413373336196,-0.00457045948132873
"8",0.00303690903820097,0.00285806716419756,0.00352988834492862,-0.000509984092786908,0.012703231535852,0.00611622910946608,0.00461824284866452,-0.0170550625771284,0.00939149875193834,-0.00110347557347268
"9",-0.00293214130215347,-0.000202156486921012,-0.00305144209414721,0.00199229479767382,0.00626355595886707,0.00327593996189535,0.00242593488655984,-0.00405190652236342,-0.00470989476889372,-0.00840496178716421
"10",0.000991358538158238,-0.00507339602336287,0.00367518165148795,-0.00219724350608885,-0.00989614892750978,-0.00650814967229962,-0.00851508881896734,-0.00189369730651379,0.00500353425741196,-0.000491465150844306
"11",0.00175083568319678,-0.00509860785678029,-0.00298500247299671,0.000846033508423716,-0.00313559686765075,0.0100859692320228,-0.00295005855150521,-0.00232678325846791,-0.000837668660096824,0.0089076105505228
"12",0.000103354694147129,0.00292451679706573,0.00333244493231177,0.00409543700516224,0.0186173226684332,0.00772622553631663,0.00538682145997882,-0.00849671382457018,0.00199545104987919,-0.00610412796959281
"13",-0.00263355672359467,-0.00928118266165257,-0.000771281833294779,0.00267052347771823,0.000817862222902477,5.88314433116466e-05,0.00394899258390069,-0.0159836728125811,0.00347616500221193,-0.00548102287575603
"14",-0.00111525028478354,-0.0023536691442132,0.00101139524485916,0.00127110700123012,-0.00529816234484315,-0.00623607123270631,0.00902432762086391,0.0169338062405586,0.00495980912819505,0.00141124799847603
"15",-0.00197431235574186,0.00110512878745794,0.0011521348496899,0.00430065579712391,0.00973271951079369,0.0068701421841979,0.00648694625124335,-0.0139179332181811,0.0047527514398098,0.00449943775311112
"16",0.00113908632192761,-0.00205988832749426,0.00221750838682055,0.00513241300359368,0.0109952110797167,0.00278806453570724,0.00847748853266239,-0.0303277336061001,-0.00136937410570681,-0.00536040915176272
"17",-0.00261642970144749,-0.00635266164317727,-0.000527431373484433,0.00237445160746574,0.00388293247669935,-0.00601918762549758,-0.00428044656291604,-0.00440141791477799,0.00098880531731993,1.48417775562848e-05
"18",0.00205929507501423,0.00411733239889145,0.00455672480165958,0.00360725680366158,0.00100283091887832,-0.00143407890573144,-0.000433425972005352,0.0222095642238855,-0.00364695466123521,-0.00165606546215713
"19",0.0023935018107295,-0.00483534997329116,0.000185251745278947,0.00310863740742207,0.0009378656395711,0.002252665348351,0.00585093488916755,0.00485310796648264,0.00176370574627072,0.0028759678825736
"20",0.000508480588905513,-0.00580858858302236,0.00383577402681112,0.000692592526320368,0.0101736485958099,0.00140798755455762,-0.000794000807218254,0.0119583886116743,0.0039442228153348,-0.0012201617937535
"21",0.00158536946401,0.00219262228347361,0.00256441719830036,0.00350416032597423,-0.00177975103724748,-0.000534417165908962,-0.00667791254818439,0.0070819822140038,0.00187468086369336,-0.00523133017122746
