"","CAT","GS","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",0.00203422782942653,0.000160306954057887,-0.000500140711665154,-0.00851176958531141,-0.00246667396277189,-0.00956578459590673,0.00487608090043068,-0.0348757728934288,-0.000172127605765127,0.0168566834181547
"2",-0.0226464029401541,-0.00397537229582667,-0.0030745049007237,0.00323155801743269,-0.00338108255527914,0.00515055935829878,0.00316847488284111,-0.0147788412868977,0.00847493670880795,0.0163982920348644
"3",0.00163099565543234,-0.0162352602928877,-0.00707309506833553,0.0017042369581759,0.00374110182747245,0.0027520430739969,3.66872845916077e-05,-0.000160867188242264,-0.00775880040600896,-0.00344059965573251
"4",-0.00223466078750789,0.00416287733241916,-0.00894856918603182,0.00752556184306741,0.00214873836375773,0.0129396617412567,0.00427923444658518,0.00699713360518217,-0.0264339484274387,-0.000721390068065375
"5",-0.00846562255173922,0.00807190593332052,-0.0160720013082027,0.00993044488132,0.00394374458119273,0.00600664038211107,-0.00385578023269773,0.00228471867740154,-0.00942328106611967,-0.0119152506813407
"6",0.0030763023532927,0.00471926527097821,0.00246607349254191,-0.0118400035426021,0.00312177324667573,0.00255001313053071,-5.62050918233581e-05,0.0024504316970706,-0.00948958098888397,0.00549370236694813
"7",0.000500635476782918,-0.00424418225884438,0.00189917266834527,0.00373689993284643,0.000633130082860589,-0.0152508309110999,-0.00345276040025055,-0.00612258445471525,0.0244408119469881,0.00514844432473183
"8",0.00986332446336746,-0.00595386698842049,0.0120280627161264,0.00225946167483926,-0.00317368237301707,-0.00948335416615009,0.000544057984370738,-0.013481630012393,0.00154851609840989,0.0129385245963931
"9",-0.0147385532036424,-0.0106370532885194,-0.00704360520467162,-0.00926192756742239,0.000733643886633217,-0.00176812440622598,-0.00316541246138513,-0.00800062250345945,-0.0222011413425207,0.00220089987851679
"10",-0.0111902114003897,0.00955459848046303,0.00824228674173355,0.00421148166060448,-0.00951441284269094,0.000210350481211208,0.008900904096663,0.00213567283935845,-0.00699440063908696,0.00372157525271177
"11",0.0162181202322245,-0.0045513198710978,-0.00575911952182651,-0.0104559697210789,-0.00979583151638508,0.0119193950667977,0.00257169804535806,0.0104113314300776,-0.0166015326976776,-0.0104746855795383
"12",-0.00218691839836538,-0.0233221091330051,-0.000365611835150048,0.00485944747924805,-0.00664238538593054,0.00146080402191728,0.0102355284616351,0.00437809666618705,0.0243374072015285,0.000622813764493912
"13",0.00750689534470439,-0.0030595303978771,-0.00578956119716167,0.000114402348117437,0.00391967641189694,0.00687147490680218,-5.62032655579969e-05,-0.000486472708871588,-0.000559014035388827,-0.00923741981387138
"14",-0.00130186614114791,0.0111308107152581,0.0013090402353555,-0.00547546334564686,-0.00108038412872702,-0.00891020055860281,0.00572741264477372,-0.00713070528581738,-0.0152992662042379,0.00260955607518554
"15",0.00528520997613668,-0.000717270071618259,0.00244334666058421,-0.00429051462560892,0.00291950302198529,-0.00668383110314608,-0.000230999910854734,-0.00885304436087608,0.00527709675952792,-0.00356203480623662
"16",0.00654487684369087,-0.00130591192282736,-0.012293922714889,-0.00257404614239931,-0.00505459401756525,-0.00273811421357095,0.0124793518334627,0.000418003677623346,-0.0134676126763225,0.00290009658783674
"17",0.00429120939224958,0.00880180671811104,0.00912046805024147,-0.00276782363653183,-0.00732865370810032,-0.00676146848127246,-0.00735000381246209,0.00733550311997533,-0.00640325481072068,-0.00257177604362369
"18",-0.00455160113051534,0.00577918626368046,-0.00203851261176169,-5.38261645033344e-07,-0.00656250910833478,-0.000931263843085617,0.00546366395428777,0.00225558062084019,-0.00210035755299032,0.00341895432211459
"19",0.00193361984565854,0.01247997302562,0.00826347153633833,-0.0114180641248822,-0.00377056444995105,-0.0131895523518324,-0.00294967857189476,0.00129431067034602,0.0247271470725536,-0.000904704909771681
"20",-0.00687555037438869,0.00220715766772628,-0.00148194562643766,-0.00793543737381697,-0.00645688129588962,0.000308207381749526,1.26298782561207e-05,-0.00762724969536066,0.00434832600876689,-0.0052475486882031
"21",0.00529641518369317,0.000947613618336618,-0.00205272063612938,0.0105414753779769,0.00107196473982185,-0.00313939014449716,-0.0023085696157068,-0.0120748113840818,-0.0240662284195423,-0.00186568801291287
