"","T","KO","MCD","VZ","RTX","MMM","DD","HON","MO"
"1",0.000594978861045092,-0.00146569055505097,0.00386759010143578,-0.00481223128736019,0.000819297099951655,0.00358288642019033,-0.00525335455313325,0.0017434487817809,0.000259305525105447
"2",0.00188219570554793,0.00269647082313895,0.00482486141845584,-0.000702225544955581,0.00483888387680054,-0.00693431776016951,-0.0048608067445457,0.00135370308998972,0.0121676214039326
"3",0.00411989632993937,-0.00197338289581239,-0.00226677721366286,-0.00139076577033848,-0.0144242066890001,-0.00187599216587842,-0.000303221633657813,0.00952810328453779,-0.00468246499076486
"4",0.00611907988786697,-3.28465102938935e-05,0.00643595634028316,0.00245872791856527,0.0166373737156391,0.000140050760819577,0.00641664396971464,-0.00113416207022965,0.00355301261879504
"5",0.00404418585821986,-0.00239810650236905,0.00383447739295661,0.00124777795281261,-0.00337456515990198,0.00157013116404414,0.00718875741586089,-0.00362445716746151,0.00275099836289883
"6",-0.00270718825049698,-0.00338689819909632,0.00802501477301121,0.00319319660775363,-3.93455848097801e-05,0.00728480983525515,0.00407886132597923,0.000942316430155188,0.0097643006592989
"7",-0.00257319374941289,-0.000693522451911122,0.00531170563772321,-0.00320431613363326,-0.00051496789092198,0.00393978180363774,-0.0033228350803256,-0.00317016034387052,-0.00111943751107901
"8",0.00642931088805199,-0.00036739039933309,-0.000517402775585651,-0.00316809234209359,0.00391041534021497,-9.76413502939977e-07,0.00473800301551819,0.000600964936893433,0.00118978077080101
"9",-0.00192604295443743,-0.00392958661541343,0.00576075911521912,-0.0115818781778216,-0.00346988695673645,-0.00101357791572809,-0.001017474103719,-0.00133991381153464,-0.00415617972612381
"10",0.00042414985364303,-0.00234263762831688,-0.000492882798425853,0.00229139463044703,0.00224213185720146,-0.000240377441514283,-0.000389596651075408,-0.000735679874196649,-0.00138852850068361
"11",0.000428576313424855,0.00207068165764213,0.00205681938678026,0.00816384889185429,-0.00117953110020608,0.00121515418868512,-0.000892121344804764,-0.000936996657401323,-0.00581231713294983
"12",0.000755462562665343,-0.00199261936359107,-0.00322496681474149,0.00676236115396023,-0.0020344175864011,-0.00118633219972253,0.00104595243465155,-0.00415929267182946,0.00426747836172581
"13",0.00762630207464099,-0.00197234423831105,-0.00544294202700257,0.000527142779901624,-0.00169341615401208,0.00541436206549406,0.000790842401329428,-0.000712698907591403,-0.00530215445905924
"14",0.00224457075819373,-0.000987805076874793,-0.00195888732559979,0.00552787771448493,-0.00856768805533648,-0.00194338615983725,0.00352693465538323,0.00391427567228675,-0.00219019409269094
"15",0.00113472668454051,-0.00329843303188682,-0.00802940782159567,-0.00231011584401131,-0.00152473477646708,-0.000657914788462222,0.0044041471555829,-0.000631060393061489,-0.00436184648424387
"16",0.000277085579000413,-0.00144794944208115,0.00346145033836365,0.00408503506332636,0.00560068851336837,0.000508143450133502,0.00231622532010078,0.00163048913236707,0.00104653148446232
"17",-0.000834756705444306,0.000496376072987914,0.00108865182846785,-0.000376145297195762,-0.00102731049992144,0.00561915710568428,0.00084582541603595,-0.000352200266206637,-0.0034168204292655
"18",-0.0105468621477485,-0.00386132346466184,-0.00206476915627718,-0.00106370274443179,0.000740440038498491,-0.000197298708371818,0.00180479965638369,0.00336356903426349,0.00162747886497527
"19",-0.00388182699680328,-0.00352105963975191,-0.000482342031318694,0.00448923977091908,-0.00198350590653718,0.00516804214566946,0.000447642582003027,0.00217596138827503,0.00391533644869924
"20",-0.00271241669543087,0.00126224919222295,-0.00406927336007357,-0.00229043955914676,0.00542486365884542,-0.00249997153878212,-0.000489185680635273,-0.00238175434060395,-0.00274338480085135
"21",-0.00092707626754418,-0.00246548536233604,0.00626688497141004,-0.000434721208875999,-0.00334812328219414,-0.00146976811811328,-0.00103667832445353,0.00202586292289197,0.00357983750291169
