"","VZ","HD","AA","AXP","BA","RTX","MMM","DD","MDLZ","TRV"
"1",-0.000157648872118443,0.011649252846837,-0.00630845502018929,-0.0131585504859686,0.000915017502848059,-0.00149638717994094,0.0046902634203434,0.0109380185604095,0.00410372577607632,-0.00507203629240394
"2",-0.00168267614208162,0.000722781172953546,-0.00174057541880757,0.0016996175982058,0.00162291515152901,-0.0121772242709994,0.00295978737995028,0.00133022281806916,0.00245157349854708,0.00264265574514866
"3",0.00182313553523272,0.00392328202724457,0.0022232795599848,-0.0166794005781412,0.00628131395205855,-0.0157643780112267,0.00390484253875911,-0.00955742876976728,0.00552897015586495,-0.0017281403997913
"4",0.00297536281868815,0.000119127020298038,-0.00134085980243981,-0.00332801602780819,-0.00269799656234682,-0.00921942573040724,-0.00338080152869225,-0.00405645417049527,0.000490193255245686,-0.00700508849695325
"5",0.00273015769198537,0.00266432366333902,-0.0186752378940582,0.0100753456354141,-0.00533628463745117,0.00547015154734254,0.00119816104415804,0.0103973457589746,0.00018534786067903,-0.00458428030833602
"6",0.00246341712772846,-0.00688993232324719,0.00837486144155264,-0.00187970243860036,-0.013492931611836,0.00211122445762157,-0.0026094235945493,-0.0135026788339019,0.000104324040876236,0.00596770830452442
"7",0.00345751317217946,0.000410946900956333,-0.00576616497710347,0.0161587186157703,0.00223455554805696,-0.0138163911178708,-0.00201002834364772,-0.00231444695964456,-0.00162646896205842,-0.00258441199548542
"8",-0.00560082588344812,-0.00203235982917249,-0.00385498232208192,0.0050587709993124,0.00163326598703861,0.00425541633740067,-0.00299183069728315,-0.00547627452760935,0.000612813630141318,-0.00143199239391834
"9",-0.000845021742861718,0.00310176517814398,-0.0054135792888701,-0.00619108788669109,-0.00510962307453156,-0.00680584507063031,-0.00840981025248766,-0.00387113075703382,0.00249721715226769,-0.00736167468130589
"10",-0.00396439852192998,0.00602442910894752,-0.00376517791301012,0.000634975323919207,0.00392595399171114,-0.00734690297394991,0.00124669005163014,0.0026402366347611,0.00108770281076431,0.000203337505809031
"11",-0.011047481559217,0.00130178255494684,0.00687495712190866,-0.00229403818957508,0.000344019004842266,0.00231613940559328,-0.00614967662841082,-0.000247307500103489,-0.00244832667522132,-0.0118556702509522
"12",-0.00239039328880608,0.00512670632451773,0.00449126586318016,0.0188339613378048,-0.00617251265794039,0.00481995334848762,0.00448760529980063,-0.00454351305961609,0.00234657293185592,-0.000449958723038435
"13",-0.0025927615351975,0.00651749363169074,0.0185967851430178,-0.00344331818632782,0.000110542867332697,0.00575496396049857,-0.000685888051521033,0.00214712065644562,4.67735044367146e-05,-0.00725214742124081
"14",0.00455811014398932,0.00094085285672918,0.0121780782938004,0.0231492985039949,0.00523512158542871,-0.000734906876459718,0.00652630161494017,-0.00966584775596857,0.000463965901872143,-0.00732683949172497
"15",0.00345916277728975,-0.000605274399276823,0.00394398393109441,-0.0101308086887002,0.000190014659892768,-0.00151523179374635,0.000164979137480259,0.000983047764748335,-0.00177748815622181,-0.00358905852772295
"16",0.00715871993452311,0.00361749809235334,-0.00984843168407679,0.00124849297571927,-0.00254234881140292,-0.00282445084303617,0.00266920356079936,0.00841463729739189,0.00351319368928671,-0.00806592684239149
"17",-0.00475283758714795,0.00157710583880544,-0.0124488696455956,-0.0140374042093754,-0.00502060679718852,2.34455073950812e-05,0.000603439228143543,0.00418943958356977,0.00147693452890962,-0.00544030126184225
"18",-0.00162681483197957,0.00264772609807551,0.000585610687267035,0.000593538919929415,-0.00527211837470531,-0.00325276609510183,0.00256574712693691,0.00137975823599845,0.00279463431797922,-0.00603366363793612
"19",-0.0014603006420657,0.00508061051368713,-0.000606639368925244,-0.0103195691481233,-0.00602762633934617,-0.00275420839898288,0.00233893888071179,-0.00677295634523034,0.0043495143763721,-0.00594484014436603
"20",-0.00246229162439704,0.00617693271487951,0.00635222624987364,0.00548636354506016,-0.000909271184355021,-0.00165525660850108,0.00109769823029637,0.0072061438113451,-0.00285550975240767,-0.005001918412745
"21",-0.00723232561722398,0.00183870922774076,0.00151721213478595,0.00401846645399928,0.00408855685964227,-0.000974309514276683,0.002657410223037,0.00473081413656473,-0.000648993882350624,-0.019440108910203
