"","KO","CAT","DIS","T","MCD","VZ","RTX","MMM","DD"
"1",0.0137098729610443,0.00485244486480951,0.0178004782646894,0.00886945612728596,0.00797310285270214,0.0117663852870464,-0.000737104506697506,-0.00495251500979066,0.000441045209299773
"2",-0.00677314307540655,0.00132662884425372,0.00380847835913301,0.010221385397017,0.000706462247762829,0.0128835458308458,0.00281371828168631,0.00453292112797499,0.00351881445385516
"3",-0.000779549067374319,0.0148646710440516,-0.0141199985519052,-0.00108391034882516,0.000660192163195461,0.00658017443493009,0.0143540669232607,-0.00725692324340343,-0.00163140904624015
"4",-4.18752242694609e-05,0.0140627920627594,0.000303097127471119,-0.0156004372984171,-0.00277866143733263,0.00258972682058811,-0.0137936780229211,-0.00411376869305968,0.00124681531451643
"5",-0.00480159232392907,-0.00775790121406317,0.0145703395828605,0.00760851288214326,-0.0114034367725253,-0.00997021608054638,0.000824420072603971,0.00246652960777283,0.00290496717207134
"6",-0.000521055480930954,-0.00198972481302917,0.00482036033645272,-0.00734587479382753,0.00588203640654683,0.00631175935268402,-0.00668205693364143,0.00449352990835905,-0.00932272151112556
"7",-0.00444798590615392,0.00801203306764364,-0.0127528319135308,0.00346013973467052,-0.00304243294522166,-0.021483862772584,0.00414841948077083,-0.00555578153580427,-0.00546796852722764
"8",-0.0013903024373576,0.00936940591782331,-0.00294503313489258,-0.0029372617136687,-0.000398891628719866,0.00846310146152973,-0.0190755371004343,-0.00205251411534846,-0.00345060392282903
"9",-0.000852118362672627,0.0118413968011737,0.00496210856363177,-0.0106495609506965,0.00102686649188399,-0.0183240994811058,-0.00290838908404112,-0.00338428607210517,0.00150798750109971
"10",0.00677491910755634,0.00638300040736794,0.0086626224219799,0.0014098339015618,-0.00589663395658135,-0.00422699376940727,0.0023035597987473,0.00360599160194397,0.0029899135697633
"11",0.000310112518491223,-0.0173562411218882,-0.00503914849832654,-0.00745806843042374,0.00113996490836143,-0.00608576973900199,-0.00389761989936233,-0.00732461782172322,0.00740897748619318
"12",-0.00602698838338256,0.000148641978739761,-0.00904437340795994,0.00576776592060924,-0.00450209714472294,0.00296916789375246,-0.00476256664842367,4.51576270279475e-05,-0.00627083238214254
"13",0.00673575978726149,-0.0131189655512571,0.00305124395526946,-0.0044515966437757,0.00207979721017182,-0.00619608676061034,-0.0132886003702879,0.000254132319241762,-0.00411044526845217
"14",-0.00282776425592601,0.00076240481575951,-0.0168515630066395,0.00261558196507394,0.0042593446560204,0.0031084013171494,0.00085166929056868,0.0061452304944396,0.000483848445583135
"15",-0.00116643949877471,0.002897146390751,-0.000255124410614371,0.00444971118122339,0.00563503429293633,0.000670559180434793,0.00100710324477404,-0.00667571369558573,0.000753658299800009
"16",0.00411735335364938,-0.00535885524004698,-0.00594726158306003,0.00259100738912821,0.00365684810094535,0.0027301125228405,-0.0132111432030797,-0.00122676347382367,0.00273278052918613
"17",-0.000751689018215984,-0.00296906474977732,-0.00573176890611649,-0.000313345633912832,0.010703737847507,0.00309075554832816,-0.000979102565906942,-0.00377495773136616,-0.00331334001384676
"18",-0.0033599054440856,-0.000990324886515737,-0.00893543660640717,-0.00582356192171574,-0.00155481277033687,-0.00913816411048174,0.0018930530641228,-0.00405746605247259,-0.0106566017493606
"19",0.00131337170023471,-0.000954993767663836,0.00522050261497498,0.00398316979408264,-0.00118323299102485,0.0116936955600977,-0.00316190882585943,-0.00914367567747831,4.67845384264365e-05
"20",-0.0034219475928694,-0.00200123223476112,-0.010352959856391,0.00451013585552573,0.000489120429847389,-0.00878801289945841,-0.0145923793315887,-0.0020470202434808,0.00894215051084757
"21",0.000216373184230179,-0.00194072548765689,0.000539701490197331,-0.00579368229955435,-0.0016104222740978,0.00406249286606908,0.00369239086285233,-0.00034170298022218,-0.005038782954216
