"","NKE","CVX","CAT","MCD","KO","DD","MMM","RTX","AXP","TRV"
"1",0.004461077041924,-0.0118491323664784,0.000790878315456212,0.00807656347751617,0.00148046610411257,0.00162548711523414,0.00160642364062369,-7.45866564102471e-05,0.000626724620815367,0.000787176191806793
"2",0.00314673967659473,-0.00107907399069518,0.0340231880545616,0.000203059753403068,0.00355107616633177,-0.0054715434089303,0.00589611288160086,-0.00198830128647387,-0.00430566538125277,-0.00102426647208631
"3",-0.00209224876016378,0.0051005338318646,0.00114642432890832,0.00714180571958423,0.000437067792518064,0.00551389064639807,0.0137677825987339,0.00331355491653085,0.00846590008586645,0.00303206872195005
"4",-0.000814024242572486,-0.00360711081884801,0.00445812428370118,0.00381235405802727,0.000732126994989812,-0.00425044167786837,0.000682616722770035,0.00520816911011934,-0.0027919381391257,0.00114102836232632
"5",-0.00957032851874828,0.0110892560333014,0.00391096249222755,0.00203755148686469,0.0012483038008213,-0.00150549528189003,-0.00265991035848856,0.00111240684054792,-0.00365993613377213,0.000681316654663533
"6",0.00258990610018373,0.00249130348674953,-0.00621512345969677,0.00488823466002941,0.0091448025777936,0.0019899623002857,0.000472878920845687,0.00180084025487304,0.00576363876461983,-0.00206529488787055
"7",0.00225209747441113,-0.00836067646741867,-0.0018743242835626,0.00263393623754382,-0.00468458747491241,-0.000311556621454656,0.00231030606664717,-0.000451074360171333,0.00262006069533527,-0.00477594742551446
"8",0.000555247417651117,-0.001379459281452,0.0017599476268515,0.00827916711568832,3.22721643897239e-05,0.0122138150036335,0.00373568944633007,0.00562085770070553,-0.00130999239627272,0.00362769467756152
"9",-0.000984946731477976,0.00082669232506305,-0.00207121064886451,-0.0113358376547694,0.00220683123916388,0.000715692585799843,0.000420714262872934,-0.000632133393082768,-0.00147843360900879,-0.00226395251229405
"10",0.000826760951895267,-0.00463889027014375,0.00407123193144798,0.00543235521763563,0.00123404955957085,0.00182795606087893,-0.00534937484189868,0.0026435162872076,0.00549698900431395,0.00204952224157751
"11",0.0063273124396801,-0.00060322938952595,-0.0015712029999122,-0.00263238325715065,-0.00264686555601656,0.00374341034330428,0.00697437208145857,0.00233943853527308,0.00493561197072268,0.00130106252618134
"12",0.00131022150162607,0.00245589390397072,0.000900487182661891,0.00199240958318114,-0.000187575205927715,-0.00174171675462276,-0.00775660621002316,0.00242176279425621,0.00278262933716178,0.00574851082637906
"13",0.00345569639466703,-0.000720876909326762,-0.00115576549433172,0.000489527417812496,0.0030796080827713,0.00283787469379604,0.00588472280651331,0.00095578411128372,0.000761922216042876,-0.000186064178706147
"14",-0.00107159779872745,0.00224029854871333,0.0107024973258376,0.00215958780609071,-0.00217203912325203,0.00659020943567157,-0.00115364161320031,0.00463900063186884,0.00179623567964882,0.00487235793843865
"15",0.00200128485448658,-0.00255746371112764,-0.00636738771572709,0.000174009532202035,0.00097236770670861,0.00260601961053908,-0.00509187020361423,-0.000754537875764072,-0.000753543572500348,-0.000822694331873208
"16",-0.00113265984691679,-0.00044051042641513,0.00626425864174962,-0.000204974712687545,4.70348895760253e-05,-0.0050552417524159,0.0044026100076735,0.00196512183174491,-4.46554004156496e-05,0.00099535146728158
"17",-0.000815358536783606,0.0012609971454367,-0.00690492289140821,0.00125116598792374,0.0012203399091959,0.00391228729858994,0.00110323273111135,0.00462679425254464,0.00155749078840017,0.00135961838532239
"18",0.000822907022666186,0.00139100523665547,0.003043157979846,0.00148514658212662,0.00229063513688743,0.000618227466475219,0.00767480116337538,-0.000570931588299572,0.00134344771504402,-0.000310570350848138
"19",0.00278886943124235,0.0038227413315326,0.00381984608247876,0.00174829922616482,-0.00141272961627692,0.00200033746659756,-0.00146043789573014,0.00339114060625434,0.000896880344953388,0.00262163556180894
"20",0.00347334728576243,0.00190340145491064,0.00169965845998377,0.00409760791808367,0.00175889290403575,0.00448370072990656,0.00324583752080798,0.00785835180431604,-0.00113826466258615,0.00181053578853607
"21",0.00890702754259109,0.0076338853687048,0.0059294137172401,0.00282936589792371,0.0018406166927889,0.00346111436374485,-0.000417616916820407,0.00287464680150151,0.000527184398379177,0.00286947935819626
