"","MCD","AMGN","CAT","IBM","AXP","HON","MMM","DOW","WBA","TRV"
"1",-0.00656852638348937,-0.0038589050527662,0.00544370245188475,0.00310273934155703,0.00291526527144015,-5.81075892114313e-06,-0.00941791106015444,-0.00408754916861653,0.038406103849411,0.00582244573161006
"2",0.000234277424169704,-0.00686315167695284,-0.000727962586097419,0.00106185919139534,-0.00106359948404133,0.00609717378392816,0.0299876555800438,-0.0047899866476655,-0.0106370653957129,0.000945162202697247
"3",0.00589011097326875,-0.000948818342294544,0.0116035845130682,-0.000454977329354733,-0.0054420861415565,0.00212924764491618,0.00325401686131954,0.00933988485485315,0.0065744505263865,0.00188911950681359
"4",-0.00224341568537056,0.00375585490837693,-0.00633112993091345,0.00199759588576853,-0.0118086896836758,-0.0106240790337324,-0.0042505064047873,0.0174419153481722,0.00106332055293024,-0.00426612747833133
"5",-0.00361201050691307,0.00243534287437797,-0.00283328373916447,0.00767228147014976,-0.0118152732029557,-0.00546637969091535,0.00646809209138155,0.00655734445899725,-0.0136754559352994,-0.0114779975265265
"6",-0.0134904542937875,-0.00521276006475091,-0.0127424290403724,0.00952242128551006,-0.00935345701873302,-0.00991228688508272,0.00133524474222213,-0.00768972793594003,0.00556696765124798,-0.00207055220380425
"7",0.00200301338918507,-0.00188559724483639,0.0209555495530367,-0.00468560913577676,0.00214125425554812,-0.00438418844714761,0.000550568976905197,-0.00358317256905138,0.00333735812455416,-0.00272356159985065
"8",0.00819768756628036,0.00715934997424483,0.00700143771246076,0.00107463716994971,-0.0161209609359503,0.00584298465400934,-0.00659946165978909,-0.00841795280575752,-0.005578997079283,0.00631493236869574
"9",0.0057944287545979,0.00502759264782071,0.00650298921391368,0.00134765682742,-0.00819048937410116,0.00448926445096731,0.00612201122567058,-0.00946095958352089,-0.00841934327036142,-0.00733340019360185
"10",-0.00334111461415887,-0.00421296479180455,0.000823179085273296,0.00687299109995365,0.00451437942683697,-0.00370117137208581,-0.000890192342922091,-0.00404783384874463,0.00026876651099883,-0.00262217316776514
"11",0.00138538179453462,0.00254001445136964,-0.00458586402237415,-0.00304505717940629,-0.0157981868833303,-0.0161638502031565,0.00393020501360297,-0.00733960745856166,-0.0132317487150431,-0.0154341608285904
"12",-0.00602530967444181,0.00484514841809869,-0.00295718898996711,-0.00649036932736635,-0.00967852026224136,-0.0072882897220552,-0.00896970648318529,-0.00517449947074056,0.00332316569983959,-0.0017086019506678
"13",-0.00318123307079077,0.0033722291700542,0.00658901873975992,0.00488978624343872,0.0019932275172323,-0.00815680623054504,0.0207605063915253,0.000801849644631147,-0.00108510523568839,-0.002160549396649
"14",8.41875444166362e-05,-0.00721340114250779,0.00629590218886733,0.0010686106979847,-0.00294267176650465,-0.00585367111489177,-0.00430147303268313,0.00670652091503143,0.00149892899207771,-0.000562942412216216
"15",0.00569991208612919,-0.00114079483319074,0.0135279502719641,-0.00208361679688096,0.00305173080414534,0.00458184629678726,0.00208198139443994,0.00987962353974581,0.00951391085982323,-0.0130931092426181
"16",-0.00389361730776727,-8.61910230014473e-05,-0.000734607223421335,0.00417602993547916,-0.000977581366896629,-0.00414527673274279,0.000719867995940149,0.0083470344543457,0.00230573629960418,-0.00239578960463405
"17",-0.00332452938891947,0.00553714018315077,-0.00645997421815991,0.00130136439111084,0.00592517107725143,-0.0073914211243391,-0.0040306425653398,-0.00367688410915434,-0.0123689528554678,-0.00207902234978974
"18",-0.00994290132075548,-0.007247235160321,-0.0155686652287841,0.00200138287618756,-8.49264688440599e-05,-0.0012316961074248,0.00246978341601789,-0.00461316760629416,-0.00993868242949247,-0.00128043093718588
"19",-0.00380685110576451,0.00291749276220798,0.00453129503875971,0.0051192520186305,-0.0053602303378284,-0.00557044101879001,-0.000700141361448914,-0.00839107949286699,-0.00608235551044345,-0.0038652999792248
"20",-0.00322385807521641,0.00224145012907684,0.00892919674515724,0.00138995866291225,0.00551379797980189,-0.0138209778815508,0.00611707335337996,-0.0115159507840872,0.00445014843717217,0.00151259382255375
"21",-0.00186812912579626,0.0043344646692276,-0.00610498944297433,0.00107767747249454,-0.00167868880089372,0.0050216456875205,-0.00743539724498987,0.00416864641010761,0.00766678294166923,-0.012352030724287
