"","NKE","GS","RTX","IBM","CAT","MMM","AXP","WBA","DOW","TRV"
"1",0.0180298648774624,0.00458230078220367,0.00564085133373737,-0.0134507035836577,0.0102025046944618,0.00117177062202245,-0.0221887063235044,-0.0155747551470995,0.0144522218033671,-0.0144794564694166
"2",-0.00566213391721249,0.00232030916959047,0.00709664635360241,0.00172120565548539,0.000902071944437921,0.0079741720110178,0.0105867199599743,0.0368276759982109,0.0250411052256823,-0.0276125017553568
"3",3.29181420966052e-05,0.0105821313336492,0.00219179363921285,0.00194880657363683,0.0109407994896173,0.0111905187368393,-0.0384473875164986,0.000413446192396805,-0.00855248142033815,-0.00286907469853759
"4",-0.00891096424311399,0.0122995851561427,0.00850588828325272,-0.0187708977609873,0.00629396457225084,0.0127084665000439,-0.0116844018921256,0.00492393970489502,-0.00398547993972898,0.0126532912254333
"5",-0.00480774184688926,0.00214344076812267,0.00631709909066558,-0.00941361207515001,0.00167194381356239,-0.00406413665041327,0.00731562403962016,0.00643703388050199,-0.0010563904652372,0.00462577352300286
"6",-0.00522217294201255,-0.000965481216553599,0.00824169628322124,0.00712334364652634,0.00982843805104494,-0.0103305643424392,0.0023284733761102,0.00219997693784535,0.00694034807384014,-0.00564842857420444
"7",-0.00170126254670322,-0.000351839378708974,-0.0288502536714077,0.00811375584453344,-0.000163062650244683,0.0104176159948111,0.0223511960357428,-0.00207860628142953,-0.00628117239102721,0.00358047196641564
"8",0.00736000528559089,0.00379783101379871,0.00635986309498549,-0.00577747682109475,0.00383996334858239,0.00862709991633892,0.00769414380192757,-0.00391480000689626,0.00767380185425282,-0.00555666210129857
"9",0.0111512923613191,-0.00298109208233654,8.52670418680646e-05,-0.00189448264427483,-0.0136442082002759,0.00479909311980009,0.00801261235028505,-0.0113941263407469,0.0121562015265226,0.000626309600193053
"10",0.00679155858233571,0.00401582987979054,0.0187954343855381,0.00419430108740926,0.0117765283212066,0.00519622908905149,0.000149392682942562,0.00644771289080381,-0.0171903856098652,0.00159272120799869
"11",-0.00124915840569884,0.00688473274931312,0.00492378789931536,0.00116849318146706,0.00498293898999691,-0.0139985643327236,0.0162961650639772,-0.00417453516274691,-0.00706398673355579,-0.00636145705357194
"12",0.00609307084232569,0.00663494924083352,-0.000537598680239171,-0.00146553292870522,0.0101731335744262,-0.0275347977876663,-0.00277544860728085,-0.00541661353781819,0.0103741409257054,-0.00225134659558535
"13",-0.000480929622426629,0.00309650530107319,0.00751053309068084,-0.0035266219638288,-0.0112843560054898,-0.00434359582141042,-0.00641888147220016,-0.011206716299057,0.00126414163969457,0.00432907743379474
"14",0.000688175612594932,-0.0014512836933136,-0.00789851415902376,-0.00272747338749468,0.0149513324722648,0.00634123384952545,-0.0140363564714789,-0.00546269072219729,-0.00585148762911558,-0.000604927539825439
"15",0.00288728484883904,0.0072350692935288,-0.00645278254523873,0.00132336490787566,0.0149006322026253,0.00954030081629753,0.00100128317717463,0.00265058991499245,0.00160882482305169,0.000806223484687507
"16",0.000758726615458727,0.000844598398543894,0.00218616519123316,0.0033186418004334,0.0062092961743474,0.00659955106675625,-0.00593077624216676,-0.00171693286392838,0.00480791507288814,0.00268838508054614
"17",0.00122357986401767,0.000447509082732722,0.00533562991768122,-0.000529414275661111,0.00103417376521975,0.000336442055413499,-0.00810138415545225,-0.00554100889712572,-0.00449085747823119,0.00377098866738379
"18",-0.00259877159260213,0.00739385280758142,-0.00366169819608331,-0.00532020069658756,0.000642410828731954,-0.0129600241780281,-0.00172428786754608,-0.00446143513545394,-0.00315326009877026,0.00375063926912844
"19",-0.000404479971621186,-0.00222537969239056,0.00260537280701101,-0.00495384586974978,0.0063527007587254,-0.00310997222550213,0.00121214520186186,-0.00136758887674659,0.0184623748064041,0.000635072647128254
"20",-0.000120165175758302,0.00472017796710134,0.00102834543213248,0.00316707324236631,0.0146945733577013,0.00315033062361181,0.00206183386035264,-0.00461584329605103,0.00543354963883758,0.000698500021826476
"21",-0.000861021340824664,0.00521148461848497,0.00100719067268074,-0.00251062796451151,-0.000501514063216746,0.00172008213121444,0.00954079069197178,-0.00270217121578753,-0.0135792819783092,0.00403828825801611
