"","MRK","KO","IBM","UNH","RTX","CAT","DD","AXP","MMM","TRV"
"1",-0.00440022256225348,0.00328025827184319,-0.00442463625222445,-0.00305338413454592,0.00139736197888851,-0.00798209104686975,0.00530337449163198,-0.00485981907695532,-0.00194389000535011,-0.00157969386782497
"2",0.00524780107662082,0.00462973769754171,-0.000193352418136783,0.0029167199973017,0.0043171695433557,-0.00188415427692235,-0.0024718081112951,-0.00341854593716562,-0.00201609381474555,-0.00030852050986141
"3",0.0013297158293426,-0.00212057982571423,-0.000505380681715906,0.00253818463534117,-0.00133543089032173,-0.00238532340154052,0.00717205461114645,-0.00301458081230521,0.00180126773193479,-0.00164589588530362
"4",-0.00399910425767303,0.000385209365049377,-0.00463811913505197,-0.000335759163135663,0.00467537110671401,-0.0103815207257867,0.00390832871198654,0.00549459084868431,-0.00086357886902988,-0.00083475949941203
"5",-0.00206404202617705,-0.000982737983576953,0.0142236789688468,-0.00468792067840695,-0.000199069720110856,0.00354786170646548,-0.0121952323243022,-0.00663703633472323,0.000206830460228957,-0.0016797372372821
"6",-0.00250673131085932,-0.0010343212634325,0.00600598379969597,0.000173310443642549,-0.000289780698949471,0.00234973337501287,0.00635434640571475,-0.000708971230778843,0.00134205643553287,-0.00321923079900444
"7",0.00353579060174525,0.00829124730080366,-0.00285134091973305,0.00327158649452031,-0.00137219252064824,0.00482832128182054,-0.0041806953959167,-0.00644512195140123,-0.00242764665745199,-0.00122944719623774
"8",0.000548896263353527,-0.00020977359963581,-0.00892038177698851,0.00335025205276906,-0.00183732353616506,0.00384313799440861,0.00924417935311794,0.00421399716287851,0.00295253959484398,-0.00314908591099083
"9",-0.00272675207816064,-0.00228675128892064,0.00842610746622086,0.00239529646933079,0.00229769130237401,-0.00189975521061569,-0.000910644477698952,-0.00989001803100109,-0.00331294629722834,0.000965036568231881
"10",0.00519734527915716,-0.00260159419849515,0.00262865843251348,7.55851870053448e-05,-0.00620265211910009,-0.00590868527069688,-0.000414441601606086,0.000171126797795296,-0.000635394419077784,0.00179096357896924
"11",-0.00714486604556441,0.00530967209488153,-0.00227705365978181,-0.00116246554534882,0.00247436622157693,-0.0047254110686481,-0.00331530510447919,-0.000887980801053345,0.000519535213243216,-8.59692590893246e-06
"12",0.00345478393137455,0.00071435107383877,0.00169895007275045,-0.00541320536285639,0.00618053879588842,-0.00366074335761368,0.00344161246903241,0.00362100708298385,0.000957111944444478,0.00137764867395163
"13",0.0124342879280448,-0.00503240944817662,0.00308892456814647,-0.00177026237361133,-0.000342446408467367,0.00604189606383443,-0.0112801175564528,0.00126081216149032,-0.00854930933564901,-0.00507157668471336
"14",0.00105525855906308,-0.00173001026269048,0.00398356141522527,-0.00126260961405933,0.00310101383365691,-0.00055694452021271,-0.00302158063277602,0.00453540496528149,0.004065474960953,0.00226870574988425
"15",-0.00489219557493925,0.00295200175605714,-0.00182594545185566,0.000820793386083096,0.00133199407719076,-0.00519849825650454,0.00138856819830835,-0.000870574149303138,0.000625425833277404,0.00318509829230607
"16",0.000854918616823852,-0.00353643391281366,-0.0058067892678082,0.000267372408416122,0.00125535274855793,-6.97930081514642e-05,0.00236978172324598,0.00272584659978747,0.00377446133643389,-0.00178918964229524
"17",-0.000271805707598105,0.000569060095585883,0.00492131523787975,-0.00255279615521431,-0.00445403624325991,-0.00976749882102013,-0.000845716218464077,0.00657727289944887,0.00179036729969084,-0.001987649127841
"18",-6.56350894132629e-05,0.00418311497196555,0.00228381948545575,-0.005000623408705,-0.00139671575743705,0.000522328016813844,0.00456942245364189,0.00248278118669987,-0.00251608481630683,-0.00463811680674553
"19",0.00500253587961197,0.00450892839580774,-0.00258575263433158,-0.00399598851799965,0.00511321146041155,0.00212131440639496,-0.00039005815051496,-0.00151851773262024,0.00027742434758693,0.00259490497410297
"20",-0.00449376692995429,0.00013908269465901,0.00269636185839772,0.0027819462120533,-0.00340163568034768,-0.00235197623260319,0.00412876810878515,-0.000872266362421215,-0.00283756386488676,0.000111676039523445
"21",0.00108604540582746,-0.000671065296046436,0.00393304927274585,0.0025389464572072,0.00288087921217084,0.000754671753384173,-0.0101157734170556,-0.00229063606821001,0.000513102568220347,-0.000515933032147586
