"","BA","KO","UNH","IBM","CAT","RTX","DD","AXP","MMM","TRV"
"1",0.000762708019465208,-0.00752877676859498,0.00210379040800035,-0.00956076476722956,0.00685461284592748,0.0038282205350697,0.00708882231265306,0.00248017814010382,0.00535650318488479,0.00192758801858872
"2",-0.00376539165154099,0.000433809851529077,0.00371388578787446,-1.36444587042206e-05,-0.00204911828041077,-6.95826238370501e-05,0.000353870942490175,-0.0031016762368381,-0.00145543389953673,-0.00223189033567905
"3",0.00814254581928253,0.00443968689069152,-0.00255323899909854,0.00441282335668802,-0.00390808703377843,2.87583061435726e-05,0.0124838082119823,0.00264892890118062,-0.00213850615546107,-0.000499432091601193
"4",0.00628842739388347,0.000402862438932061,-0.00200898991897702,0.00280454684980214,-0.0133860791102052,-0.00568438228219748,0.00396621692925692,0.00101448863279074,0.0040134908631444,-0.00269414111971855
"5",0.00626550894230604,0.00367332040332258,-0.0103115728124976,0.00309305917471647,0.00149521313142031,-0.00389061286114156,-0.0018620885675773,-0.000451398402219638,-9.43901686696336e-05,-0.00146064383443445
"6",-0.00162776315119117,-0.000603969267103821,0.00045411245082505,-0.00123723887372762,-0.00127660972066224,0.009380211122334,-0.00227625877596438,-0.00393815105780959,-0.00384600227698684,-0.00314897042699158
"7",-0.00117987906560302,0.00434206938371062,0.000105354978586547,0.0024011037312448,0.000676124822348356,-0.00382376555353403,0.00583854410797358,0.00189819443039596,-0.000360521924449131,-0.000812914164271206
"8",-0.00278372969478369,0.00119151186663657,0.0024912585504353,0.00124018802307546,0.00475210649892688,0.00115512846969068,-0.0157217737287283,0.000389457156416029,0.00183216750156134,0.00598496152088046
"9",0.00155789963901043,-0.00355373276397586,-0.0048963944427669,-0.0075263911858201,0.0016364335315302,-0.00298108789138496,-0.00450002634897828,0.00038886652328074,-0.00243472633883357,-0.00590669363737106
"10",-0.000103471822512802,-0.00730093708261847,0.00166479975450784,0.0022210031747818,0.000735606299713254,0.00266325380653143,-0.00122107216157019,-0.000582125794608146,0.0017840014770627,0.00406903168186545
"11",0.0017433058237657,0.00457224017009139,-0.00153730169404298,-0.00443717604503036,0.00510095059871674,-0.00735887698829174,0.00876082666218281,0.00322199868969619,-0.00423061801120639,-0.000681375327985734
"12",0.00269613647833467,0.000381570658646524,-0.000517604115884751,-0.00101792218629271,-0.00129403057508171,-0.000487454701215029,-0.00138742593117058,0.00329114496707916,0.0017333053983748,0.000393470225390047
"13",-0.000772390398196876,0.000589987146668136,0.00279587972909212,0.000706736464053392,-0.00331103266216815,-0.00384981348179281,0.00150249770376831,0.00368749257177114,-0.00266100815497339,-0.00371032138355076
"14",0.000433877808973193,0.000330851005855948,0.000558205938432366,-0.00941804889589548,-0.00389687158167362,0.0033423260319978,0.00109278317540884,0.00961630884557962,-9.56450166995637e-05,-0.00132178876083344
"15",0.00212850631214678,0.00285235629417002,-0.00517848646268249,0.00426781643182039,-0.00919404625892639,0.00260838051326573,-0.00262119248509407,0.00534279365092516,-0.00230584945529699,0.00100113719236106
"16",0.00104578596074134,0.00479362299665809,-7.95083105913363e-05,0.00178947439417243,-0.00113667536061257,-0.00316420732997358,-0.00319374538958073,0.00249626045115292,-0.00117475935257971,-0.00563237955793738
"17",0.00376993743702769,-0.00666301976889372,0.00373453414067626,-0.000419685908127576,-0.00549834966659546,0.00476850802078843,-0.00172453105915338,0.00278177857398987,-0.00051791308214888,-0.00108882680069655
"18",0.0113655226305127,-0.00226373644545674,-0.000305184890748933,0.00239814259111881,-0.00999449286609888,-0.00398111203685403,-0.00428321259096265,0.00429508928209543,0.000228460281505249,-0.00361542263999581
"19",0.00468935025855899,-0.00625899666920304,0.00169608136638999,-0.0116966580972075,-0.00420708348974586,-0.00338373077102005,0.00276971259154379,0.00246703019365668,-0.00140487356111407,-0.00389918964356184
"20",0.00433579459786415,-0.00100324116647243,-0.00433448422700167,0.000594131532125175,-0.00801385194063187,0.00261397333815694,-0.00187146826647222,0.00109669694211334,0.000731366104446352,-0.00511955935508013
"21",0.00192050379700959,0.00501605356112123,-0.00175324524752796,0.00230371346697211,-0.00363026466220617,-0.00134295516181737,-0.00564282760024071,-0.0010870638070628,0.000165273493621498,-0.000178772970684804
