"","VZ","HPQ","UNH","AXP","BA","RTX","AA","DD","MMM","TRV"
"1",-0.00151719932910055,0.00645673647522926,-0.00542985741049051,-0.0086196344345808,0.00698822224512696,-0.00593918608501554,-0.00972458813339472,-0.0106287570670247,-0.00199565733782947,0.00312520144507289
"2",0.000284332578303292,0.010169037617743,-0.00348687474615872,0.00501673435792327,0.00924834422767162,0.00383951049298048,-0.0065902229398489,-0.00435227574780583,-0.00453251414000988,-2.41050711338175e-05
"3",0.00310743623413146,-0.0112565159797668,0.00828496739268303,-0.00121006043627858,0.00156624789815396,-0.00726576754823327,0.0120869623497128,0.000146449368912727,-0.00486200023442507,-0.00613333052024245
"4",-0.000122691038995981,0.00620935577899218,0.0038070750888437,-0.00423865020275116,-0.00614678394049406,-0.00181402976159006,-0.00338512496091425,0.00427541555836797,-0.0039641703478992,-0.00189591024536639
"5",-0.00162795151118189,0.00408206786960363,-0.00674348138272762,0.00578820845112205,0.00272591970860958,-0.00771786319091916,-0.00180997955612838,-0.00785246957093477,-0.00410975934937596,0.00188737164717168
"6",-0.00244986452162266,0.0200613439083099,0.00997957307845354,0.00290704774670303,-0.00715339835733175,-0.0025305999442935,-0.00968225207179785,-0.000620826671365649,-0.00343758636154234,-0.00303983804769814
"7",-0.00367752811871469,8.21970024844632e-06,-0.00364340003579855,-0.00221012090332806,-0.0102605177089572,-0.00726812100037932,-0.0138706211000681,0.00457601994276047,0.000676888565067202,0.0105972737073898
"8",-0.00352786667644978,-0.0108825173228979,-0.00775294005870819,0.00773787265643477,-0.0014538251562044,-0.00799358263611794,-0.0104681458324194,-0.00478094723075628,-0.00564867164939642,-0.00448432145640254
"9",0.00147209176793694,-0.0179322436451912,-0.0106993094086647,0.00325189880095422,0.00398314651101828,0.00339471641927958,0.00365610746666789,0.00059982284437865,-0.00724263535812497,0.00260446686297655
"10",-0.000814553466625512,-0.00959469005465508,-0.000587331131100655,0.00200777011923492,0.0080062011256814,-0.00202872883528471,-0.00438901549205184,-0.00441070273518562,0.00213460670784116,0.0060437573119998
"11",-0.00856445543467999,-0.00223730923607945,0.000785287469625473,0.00102810235694051,0.00473223347216845,-0.00468870718032122,-0.00455785589292645,-0.00299768452532589,-0.000350826972862706,-0.00392141938209534
"12",0.00106267328374088,-0.0128164384514093,0.000102462683571503,-0.000240486115217209,-0.000977418967522681,0.00310925231315196,0.00077469547977671,-0.00533801037818193,-0.00548369251191616,0.00123921094927937
"13",0.00315473671071231,-0.0122351730242372,-0.00284918141551316,0.00176906783599406,-0.00595336919650435,-0.00181594502646476,-0.000411813176469877,-0.00351579207926989,-0.00914335530251265,-0.00124303775373846
"14",0.000100397031928878,-0.00472096493467689,0.00289788632653654,0.0012299926020205,-0.0176094509661198,0.0042951675131917,-0.00308988150209188,-0.0012158255558461,0.00152304174844176,-0.0035400940105319
"15",0.00203233840875328,0.00315107754431665,0.0024071903899312,-0.000416726397816092,4.2572424717946e-05,0.00102707976475358,-0.0132020376622677,-0.00320566701702774,-0.000754250620957464,0.00569577887654305
"16",-0.00369524606503546,-2.8197546271258e-05,0.0118929427117109,-0.00354491826146841,0.00353312445804477,-0.00681542418897152,-0.00754268513992429,-0.0022277154494077,-0.00294124032370746,-0.00326560181565583
"17",-0.00431471178308129,0.00495640886947513,0.0126971267163754,-0.00128075666725636,0.000593850156292319,0.00112077966332436,-0.00967072043567896,-0.000934659503400326,-0.00844517350196838,0.00825264863669872
"18",-0.00126381171867251,-0.00396377546712756,-0.00126860185991973,-0.00452243676409125,-0.000330887211021036,-0.00163900677580386,-0.00677618011832237,-0.000907596899196506,0.000608298520091921,-0.00154932041186839
"19",-0.00644098315387964,-0.00892926380038261,0.0013365022605285,-0.00439615501090884,-0.00360986473970115,-0.00652779452502728,0.0072793997824192,-0.00440891878679395,-0.00262636481784284,-0.000929721689317375
"20",-0.00247723259963095,-0.0112146893516183,-0.00176455487962812,-0.00363928196020424,-0.00192759709898382,0.0037208735011518,0.00359646044671535,-0.00580774992704391,-0.00175832642707974,0.0033787889406085
"21",-0.00534521462395787,-0.00440090242773294,-0.00209229160100222,-0.00506357103586197,0.00237440760247409,0.0035215518437326,0.00674942601472139,0.00128887128084898,-0.00331807183101773,-0.0046360339038074
