"","IBM","NKE","MCD","KO","CAT","DD","RTX","MMM","AXP","TRV"
"1",0.012834157794714,0.00336244399659336,0.00507511617615819,-0.00370716373436153,-0.00683877756819129,-0.00151977047789842,0.00605110498145223,-0.000323518237564713,-0.00113827071618289,-0.00379400444217026
"2",-8.74810939421877e-05,4.21962358814199e-05,0.00268979603424668,0.0019311688374728,0.00401909137144685,0.0012274308828637,0.00292898202314973,0.00350168906152248,0.0110720759257674,0.00660860072821379
"3",0.00376527546904981,0.0037162818480283,0.00505748530849814,0.00106799718923867,0.00721212103962898,0.00126957532484084,-0.00491451798006892,0.00034776795655489,-0.00078336673323065,0.000312133022816852
"4",-0.00029460815130733,0.003555444534868,0.00721419276669621,0.00317156757228076,0.017086923122406,0.000674195413012058,-0.00175354396924376,-0.00217344914563,0.000241517889662646,0.00184523710049689
"5",0.00146637461148202,0.00377140240743756,0.000569973431993276,0.000581859902013093,-0.00355676142498851,0.00143438554368913,0.00526296207681298,0.0113085927441716,0.000925772124901414,0.000655823911074549
"6",-0.00504319509491324,0.000209635720239021,-0.000939392950385809,0.00281617953442037,0.00370233063586056,0.00732860062271357,0.0010720465797931,-0.00308590196073055,-0.000394721806515008,-0.00121469411533326
"7",-0.00224659056402743,0.00147640635259449,0.00127878924831748,0.00121547793969512,0.00364543194882572,-0.00315045565366745,-0.00259125651791692,0.00440176576375961,-0.00148574344348162,0.00219835271127522
"8",-0.0024260391946882,-0.0035265248734504,-0.00039088717312552,0.00315828109160066,-0.00375026604160666,-0.00747097143903375,-0.00166977755725384,0.00723020685836673,0.00674571236595511,-0.000848971889354289
"9",0.00222549890168011,0.00249311956577003,-0.000977953081019223,0.00225760950706899,-0.00100504467263818,0.00135385652538389,0.000832189456559718,0.00113105133641511,0.000599364982917905,-8.90312512638047e-05
"10",0.0037836111150682,-0.00212889979593456,-0.00530156446620822,0.00119435216765851,6.43482999294065e-05,-0.000463273085188121,0.000255183171248063,0.00245469878427684,-0.00960032269358635,-9.70106048043817e-05
"11",-0.00527283223345876,-0.00126105197705328,0.00170306209474802,0.00356658059172332,-0.00017242920876015,0.00591613119468093,0.0019729167688638,0.000217875902308151,-0.00450240960344672,0.00422567361965775
"12",-0.00084640784189105,0.00835643522441387,-0.00201098434627056,0.0015510416124016,0.00522299529984593,0.00300491391681135,-0.00183799047954381,0.00151019252371043,0.000621996179688722,0.00160767557099462
"13",0.000479839538456872,0.0041753682307899,-0.00235105492174625,0.000375247560441494,-9.9052420409862e-05,-0.0011547765461728,0.00231277220882475,-0.000803901755716652,0.0100697055459023,0.000818966829683632
"14",-0.00395764783024788,0.00853132456541061,0.00104050617665052,0.000345921143889427,-0.00521321594715118,0.0114066787064075,-0.0029890607111156,-0.00296753039583564,-0.00135343475267291,-0.000349430541973561
"15",0.0025699520483613,0.00543184205889702,0.0046664378605783,0.00235525402240455,-0.000167594669619575,0.000154232169734314,0.00168855651281774,-0.00040530861588195,-0.00449300091713667,0.00398712372407317
"16",0.00166998477652669,0.00402115611359477,0.00658386340364814,-0.00229103001765907,0.00313787278719246,0.00181316526141018,0.00159567990340292,0.000730881351046264,0.00415795017033815,0.00105016003362834
"17",-0.000124017518828623,-0.0038817236199975,0.00101635069586337,0.000136444199597463,-0.00435226457193494,0.0127408094704151,-0.00239563221111894,-0.00230500986799598,0.00324132433161139,0.00192552269436419
"18",-0.00136099476367235,0.00714385090395808,-0.000272955017862841,-0.000119624397484586,0.00402582110837102,-0.000327445421135053,0.000708374485839158,-0.00199184822849929,0.000728936691302806,0.00245336047373712
"19",-0.0039701834321022,-0.00711572868749499,0.0022950260899961,0.000310330127831548,0.00301631703041494,0.00199577724561095,-0.00834278762340546,0.000709970307070762,0.000938395212870091,-0.000939245743211359
"20",0.00134891842026263,-0.00703681027516723,0.00438817217946053,-0.000104063467006199,0.00299931946210563,0.00805861782282591,0.00159285357221961,0.000916084332857281,0.000164808647241443,0.00872114859521389
"21",-0.00172301719430834,0.0030950924847275,-0.000339891674229875,0.00156501482706517,0.00115431181620806,-0.00027405921719037,0.00166839407756925,0.00160210998728871,-0.00229807174764574,0.00190038909204304
