"","MCD","BA","HPQ","UNH","AXP","RTX","MMM","DD","AA","TRV"
"1",0.00392502779141068,-0.00215719547122717,0.00664655026048422,-0.00678026117384434,0.0125112123787403,-0.00184091541450471,0.00319481687620282,-0.00102334504481405,0.00457191141322255,-0.00197837362065911
"2",0.00156897108536214,-0.00442312750965357,-0.0210948344320059,-0.000292949174763635,0.0025230657774955,0.00223946548067033,0.0074754673987627,0.00430042622610927,0.0036104810424149,0.00827611144632101
"3",-0.000698982737958431,-0.00605475110933185,-0.0229200273752213,0.00557767786085606,-0.00451631983742118,0.000198223890038207,-0.00388961262069643,-0.00251536048017442,-0.00812341086566448,0.00555480876937509
"4",-0.0050343181937933,0.00493573537096381,0.000353939511114731,-0.00553400907665491,-0.000275398429948837,0.0117515185847878,-0.00221412326209247,-0.00884595513343811,-0.000873958284500986,0.00847479235380888
"5",-0.00225092028267682,-0.00229232548736036,0.0210846308618784,0.0139091080054641,0.0100067593157291,0.003767418442294,0.0100190909579396,-0.00583275640383363,-0.00143078551627696,0.00440405542030931
"6",0.00425580004230142,0.010861630551517,-0.0017375722527504,0.0149024669080973,0.00494407303631306,-0.00368696474470198,0.00311066466383636,0.00180821504909545,0.00594164524227381,0.0117321824654937
"7",0.000225508876610547,0.00435274187475443,0.00306671252474189,-0.0077330325730145,-0.000735567766241729,0.00275964918546379,-0.00882143154740334,-0.002748315455392,-0.00278131384402514,0.00385307404212654
"8",0.00663921935483813,0.00115618319250643,0.0105606662109494,-0.00173378852196038,-0.00444245897233486,-0.000965099898166955,-0.00118880299851298,-0.0105459438636899,-0.00832893513143063,-0.00264903833158314
"9",0.000780845934059471,-0.00768576236441731,-0.0186793822795153,0.00581711158156395,-0.00502575561404228,0.000768927508033812,0.000681077013723552,-0.000827843265142292,-0.0114262886345387,0.00849038083106279
"10",-0.00544757582247257,-0.00274228770285845,-0.0178139228373766,-0.00299971224740148,-0.00572693161666393,-0.00591414468362927,0.00766729842871428,-0.00359103037044406,-0.00172890978865325,-0.0018739775987342
"11",8.65589536260813e-05,-0.00737367291003466,0.00138987496029586,0.0025250450707972,-0.00422076834365726,0.00259979791007936,0.000747575424611568,-0.00954048987478018,-0.011542646214366,0.00255539966747165
"12",0.00338419573381543,0.00485607516020536,-0.00979761499911547,0.00440164934843779,-0.00230418331921101,0.00284759839996696,0.0028962402138859,-0.000715880712959915,-0.000433398963650689,-0.00540766958147287
"13",-0.00306979636661708,0.0027217015158385,-0.00277887261472642,-0.00799905695021152,0.00988130550831556,-0.000648336543235928,0.00216913409531116,-0.00446297787129879,0.0101837450638413,0.00597964366897941
"14",-0.00146873225457966,0.00525791710242629,0.0124355452135205,-0.00152059982065111,-0.00764190265908837,-0.00210194266401231,0.00139447476249188,-0.00138326140586287,-0.00073586858343333,-0.000531708123162389
"15",0.00046342916903086,0.00963892042636871,-0.0117941293865442,-0.000988360843621194,0.0012574705760926,0.000423645629780367,0.00487184058874846,-0.000879182480275631,-0.00132432917598635,1.42107128340285e-05
"16",0.00146166898775846,0.00274687516503036,-0.0411014072597027,-0.0105416122823954,0.00350682623684406,-0.00464987335726619,-0.00232774531468749,-0.0183150935918093,-0.00259943888522685,0.00373232620768249
"17",0.00188058789353818,0.00263524823822081,-0.00217192363925278,0.00161555549129844,-0.01115014962852,0.00227210158482194,0.000150346895679832,-0.00342939235270023,-0.00463379546999931,-0.00253482791595161
"18",0.00143065070733428,-0.00342090125195682,-0.00663253292441368,0.00464261276647449,0.000591857533436269,-0.00168761168606579,0.00244322023354471,0.00146810081787407,0.00505410972982645,0.0014591378858313
"19",0.00072415464092046,-0.00715743144974113,-0.00240445625968277,-0.0106520699337125,0.000255791004747152,-7.98041946836747e-05,0.00249251583591104,-0.0064226109534502,0.00164170132484287,-0.00102745241019875
"20",0.000692045490723103,-0.00737698236480355,-0.00915770791471004,0.00313663436099887,-0.00132732628844678,0.00124005402904004,0.00655451556667686,-0.0103779155761003,0.00948391202837229,0.0028706886805594
"21",0.0034098643809557,-0.0027151950635016,0.000572064542211592,0.0016933074221015,0.0065484531223774,0.00223962124437094,0.000664488412439823,-0.00794209446758032,-0.00713091949000955,0.00344655639491975
