"","HD","DIS","VZ","T","BA","RTX","DD","MMM","MDLZ","TRV"
"1",0.0147144747897983,0.00311539275571704,-0.00131008459720761,0.00748513638973236,0.01305409707129,-0.00268572778441012,0.0133314235135913,0.0161581765860319,0.00367461307905614,0.000418950337916613
"2",0.00180739862844348,0.00412968033924699,-0.00803625769913197,0.00220005190931261,-0.0208000987768173,0.016961770132184,0.0163227804005146,-0.00403544679284096,0.00963233318179846,-0.0059682079590857
"3",0.00920554902404547,0.0119298603385687,-0.00286421738564968,0.00630519865080714,0.00996857695281506,-0.0179742574691772,0.0232058987021446,0.000801071699243039,0.00712811108678579,-0.00790095701813698
"4",0.00558670423924923,-0.0086431372910738,-0.00307077844627202,-0.00273618078790605,0.00410737050697207,-0.00836747977882624,-0.00983960181474686,-0.0100074848160148,-0.0248143542557955,0.000466332654468715
"5",-0.00824710540473461,0.0331282168626785,-0.00355103402398527,0.00978580862283707,-0.00803032796829939,-0.00207296875305474,-0.00505291763693094,0.0043245735578239,0.0129966894164681,0.000362412160029635
"6",-0.000200797265279107,0.01094941329211,0.00180567882489413,9.00281520443968e-05,0.00932091474533081,-0.00381879415363073,-0.0203476939350367,-0.00567222433164716,-0.00535873929038644,0.0132286343723536
"7",0.00110949284862727,0.00404799450188875,-0.000842251640278846,-0.000258460524491966,0.0151672605425119,0.000533456157427281,-0.00433400459587574,0.00258761877194047,0.00186237436719239,0.00315733533352613
"8",0.00380070181563497,0.0104458443820477,0.00254484219476581,-0.00847758818417788,-0.00235121604055166,0.00712161464616656,-0.00990583281964064,-0.00315849063917994,0.000256178173003718,-0.0055217556655407
"9",0.00914319325238466,-0.00448648259043694,-0.00320970825850964,0.00307104713283479,-0.00648550502955914,0.00701447576284409,0.0114011270925403,0.00852193310856819,0.0015859710983932,-0.00134119170252234
"10",-0.000252844503847882,0.0242016147822142,-0.000210207814234309,0.00634611817076802,0.00733500113710761,-0.00657953135669231,-0.00129677471704781,0.00541887292638421,-0.00954373739659786,-0.00873787887394428
"11",0.00377066759392619,0.00421952083706856,-0.0034671628382057,-0.00464369216933846,0.0131312878802419,0.00658867508172989,-0.0155338449403644,-0.00028031540568918,0.00950729008764029,-0.0120285972952843
"12",0.00569322286173701,-0.00180808024015278,-0.000864366593305022,0.00355870043858886,0.00270959758199751,0.00559233548119664,0.00820095837116241,-0.00993558205664158,0.00262859580107033,0.0083864564076066
"13",0.00680249510332942,0.0118530681356788,-0.00424034055322409,0.00126822863239795,0.0155170429497957,0.000546466559171677,0.000128595202113502,0.00377331022173166,0.00447306968271732,0.00391480559483171
"14",0.00927227828651667,-0.00603425689041615,0.00173254334367812,-0.0109242601320148,0.0141493212431669,-0.00517506897449493,0.00211017392575741,0.00143717834725976,-0.0215285457670689,-0.00589484069496393
"15",0.00842516869306564,0.00233852537348866,0.00488210702314973,-0.00403477344661951,0.00150473264511675,-0.00170716899447143,0.00114099553320557,0.00416461378335953,-0.00221299100667238,-0.00839146692305803
"16",0.00556993205100298,0.00401949090883136,0.00202929205261171,0.0010817286092788,0.0075169587507844,0.00158957554958761,0.00244295317679644,-0.00496654724702239,0.000499426038004458,-0.000280372158158571
"17",0.00594293605536222,0.00613980554044247,0.000265972135821357,0.00607973383739591,0.0101008955389261,-0.000598241749685258,0.00309828179888427,-0.00299782701767981,0.000183355135959573,0.00317242695018649
"18",0.00526472507044673,0.00799853447824717,0.00180562352761626,-0.0074649672023952,-0.0014498905511573,-0.000895523990038782,0.00393061898648739,0.00403739744797349,0.00163092114962637,-0.00172985531389713
"19",0.00494813546538353,-0.00190840137656778,-0.00111174839548767,0.00416978029534221,0.00379294157028198,-0.00208648038096726,0.0205108597874641,0.00522421067580581,0.00733883585780859,0.00314208655618131
"20",0.00257579027675092,-0.00262594618834555,0.00440195202827454,0.00363916321657598,-0.00646738428622484,0.00412512850016356,0.00591584201902151,-0.00262080086395144,0.00107938342262059,-0.0127302389591932
"21",0.0105297071859241,0.00187066232319921,-0.00055643095402047,0.00115736259613186,-0.00248316628858447,-0.00442343717440963,0.00950539950281382,0.0006426164181903,0.00574728101491928,0.00760051095858216
