"","NKE","GS","IBM","CAT","MMM","RTX","AXP","WBA","DOW","TRV"
"1",-0.039910577237606,0.0313875637948513,0.0021388060413301,0.0247359946370125,-0.023512402549386,-0.0784194022417068,-0.0130322752520442,-0.0144950337707996,0.0211458913981915,-0.000385146995540708
"2",-0.0002460541727487,0.013491147197783,0.0165114216506481,0.0452724024653435,0.0261783860623837,0.031013460829854,0.13397504389286,-0.0162212997674942,-0.0106000425294042,-0.0134353926405311
"3",-0.0287123247981071,0.00860339682549238,-0.00214812997728586,-0.0467604845762253,-0.000438801595009863,-0.0487747229635715,0.126710951328278,-0.0449027270078659,-0.0143981827422976,-0.0427851155400276
"4",-0.0488506257534027,0.0286731757223606,0.0166686344891787,-0.00169028423260897,-0.00520019326359034,0.00894838850945234,0.0167028103023767,-0.0113757969811559,0.000707603467162699,0.02516870200634
"5",-0.0127714481204748,0.00542518310248852,-0.0199231337755919,0.0258373059332371,0.0696118623018265,-0.129312738776207,-0.0582607015967369,-0.0164698325097561,0.0192320067435503,-0.0510048158466816
"6",0.0290539097040892,0.00422368850558996,-0.0100703649222851,0.00918780080974102,-0.0106436554342508,-0.00834942050278187,0.0114437667652965,-0.00303125870414078,0.00302428053691983,0.0211989674717188
"7",-0.00404372904449701,-0.0258370582014322,0.00321543356403708,-0.00213285186327994,-0.0259897317737341,-0.0930739045143127,-0.0431223846971989,0.00145090732257813,-0.00978927779942751,-0.0219568107277155
"8",-0.0134076178073883,0.00194898946210742,0.000393244728911668,-0.0371848754584789,0.0144815910607576,-0.0747014284133911,0.022010175511241,0.00458514969795942,0.00513555249199271,-0.000924376421608031
"9",-0.00248463335447013,0.00771697051823139,0.00436590332537889,0.0128472847864032,0.00488949147984385,-0.00825425330549479,0.160747572779655,0.00130802567582577,-0.00383289810270071,-0.00854546204209328
"10",-0.00224083592183888,0.00468460004776716,-0.00176587735768408,0.00373015576042235,-0.00362096773460507,-0.103202812373638,0.168373569846153,-0.0202462989836931,-0.00455448590219021,0.00528030935674906
"11",-0.0256104525178671,0.0081024207174778,0.00278465962037444,-0.00107025320176035,-0.0112196709960699,0.0361649878323078,0.00512301549315453,0.0047965394333005,0.00861502718180418,-0.01099316123873
"12",0.00584607291966677,0.0063645001500845,0.00525378854945302,0.00370671437121928,0.00815580878406763,-0.147707432508469,-0.0442933365702629,0.00243927701376379,-0.00615725107491016,0.000429664622060955
"13",0.00716356700286269,0.00405254354700446,-0.000355397496605292,0.00468066846951842,-0.0453614704310894,0.00837117712944746,0.00555546954274178,-0.00452477764338255,-0.0106442729011178,0.00915606133639812
"14",-0.0183977801352739,0.00723120011389256,-0.00872611347585917,-0.00501196458935738,0.0200040172785521,-0.113819368183613,-0.00741293979808688,0.00499706156551838,-0.00684627890586853,-0.0111172301694751
"15",0.0400481931865215,0.00528776086866856,-0.00432539079338312,0.0150297787040472,0.0959897637367249,-0.0997638404369354,0.0412017069756985,-0.00504969665780663,-0.00035396046587266,-0.00349457329139113
"16",0.00116866233292967,0.00497267208993435,0.00669453432783484,0.00363838975317776,-0.000908476999029517,0.0103747081011534,0.132456079125404,-0.0138863828033209,-0.00476217502728105,-0.00791010819375515
"17",0.00975101720541716,-0.000708912150003016,-0.000277005252428353,-0.0160714220255613,0.0133004235103726,-0.104681879281998,0.16210775077343,-0.00101478723809123,-0.00301616289652884,-0.00435907067731023
"18",0.00917803030461073,0.0042900419794023,-0.0106533858925104,-0.0129207754507661,-0.00357890501618385,0.0416715517640114,0.00230732071213424,-0.00841521937400103,0.00471429713070393,-0.00640609441325068
"19",-0.0204577073454857,0.0012784618884325,0.00398836378008127,0.00903645437210798,0.0105749610811472,-0.116002574563026,0.0353873074054718,-0.00419936794787645,0.0124148288741708,0.00350992195308208
"20",-0.00186112581286579,0.00195652339607477,-0.00121420342475176,0.00118056545034051,-0.00185824115760624,0.0440507866442204,-0.00813714135438204,8.48821582621895e-06,-0.0053903697989881,-0.00422130757942796
"21",-0.00817352347075939,0.00806113425642252,0.00447955634444952,4.04756465286482e-05,0.000340547616360709,-0.073858454823494,0.033324558287859,0.0066120564006269,-0.00958561524748802,-0.00180567509960383
