"","VZ","MCD","HPQ","AXP","UNH","RTX","MMM","DD","AA","TRV"
"1",-0.00224380404688418,-0.000909669557586312,-0.0102877877652645,-0.00316897034645081,0.00195794203318655,-0.000884507317095995,0.00232855230569839,0.000449314218712971,0.00845651421695948,0.00311202951706946
"2",0.00271862442605197,-0.00246611796319485,0.00424755504354835,-0.00234857830218971,-0.00250368798151612,0.00289809075184166,0.00876492541283369,0.00305669591762125,-0.00701130460947752,-0.00800905283540487
"3",-0.0132900783792138,-0.0051125530153513,-0.0549873374402523,-5.22922600794118e-05,0.00347271538339555,-0.00153283390682191,0.00193048955406994,-0.0012265807017684,-0.00365768698975444,-0.00332516431808472
"4",0.00402525113895535,-0.000546879949979484,0.0197533462196589,0.000745430821552873,0.00309698819182813,-0.0025990626309067,0.00341642694547772,-0.00642245309427381,0.0143174435943365,0.000158051392645575
"5",0.00814323127269745,-0.00172523874789476,0.0119008384644985,-0.010289647616446,-0.00486746989190578,0.00811418239027262,-0.00461123045533895,0.00115384021773934,-0.0030725181568414,0.0054517425596714
"6",-0.00653753941878676,-0.00135091587435454,0.00330702867358923,0.00644043739885092,0.00711569050326943,0.000642335100565106,-0.0036432221531868,0.00767194805666804,-0.00727040274068713,0.00519913341850042
"7",0.00146337377373129,0.00188067182898521,-0.0124002201482654,-0.000282693392364308,0.000382886675652117,0.00465240282937884,0.00381633057259023,-0.00627416325733066,0.0141532924026251,0.000542210065759718
"8",-0.00145199510734528,0.00729374866932631,-0.010525269433856,0.00109891034662724,-0.00235530198551714,0.000303893903037533,0.000395624636439607,0.0125368824228644,-0.00252437102608383,0.0010517657501623
"9",-0.015214984305203,8.68617571541108e-05,0.0146933905780315,0.000701551092788577,0.00596684496849775,-0.00332302623428404,0.00145621702540666,0.00639293296262622,0.00122792774345726,0.00399475824087858
"10",0.000922907784115523,-0.00299667124636471,-0.00569660356268287,-0.00375967449508607,0.000144180696224794,-0.00110053503885865,0.00672805774956942,-0.00117574434261769,0.00908338557928801,-0.000339154910761863
"11",0.0109566571190953,-0.00138565571978688,-0.00717018311843276,-0.00206056446768343,0.00325329694896936,-0.00412613293156028,-0.000534473452717066,-0.000174439861439168,-0.00231560994870961,0.000873971846885979
"12",-0.0020466442219913,0.00139620213303715,0.0382325649261475,-0.00140247622039169,0.0107578486204147,-0.00536691537126899,0.00109503522980958,0.00138281029649079,0.00360823911614716,0.0027341318782419
"13",0.00204670708626509,-0.00169544015079737,0.0342819802463055,-0.00820720102638006,-0.00822790246456861,-0.000352878065314144,-0.00124291877727956,-0.010275355540216,-0.00534538133069873,-0.00166566390544176
"14",0.000433751993114129,-0.00119697477202863,0.00876815803349018,0.00572611857205629,0.00163175968918949,0.00479287467896938,0.000216049054870382,-0.00538626173511147,-0.00446897838264704,-0.000627888482995331
"15",-0.00389663781970739,-0.00358378444798291,-0.00600616494193673,-0.0032661696895957,0.00771796423941851,0.00149907392915338,0.00502784037962556,-0.000756325374823064,0.0052905110642314,0.00122173433192074
"16",0.0033795724157244,0.00114841933827847,0.00918322615325451,-0.000420829630456865,-0.00201851665042341,0.00363360275514424,0.00163267052266747,-0.00183028867468238,0.00207470287568867,0.0080333324149251
"17",0.00148802029434592,-8.03673174232244e-05,0.00116823031567037,-0.011893373914063,-0.00696960370987654,-0.00281513016670942,-0.00134147540666163,-0.00378666212782264,-0.00235946080647409,-0.00214757258072495
"18",0.0046345735900104,0.00242318632081151,-0.0138571821153164,0.000700872973538935,0.00806047674268484,-0.00958377402275801,0.00550008984282613,0.00440048379823565,-0.00291310180909932,0.000357340992195532
"19",0.00418712059035897,-0.00271541113033891,0.0177794676274061,-0.00236218818463385,5.6698529078858e-05,0.000562400498893112,0.00102851109113544,0.000165262565133162,-0.000221993483137339,-0.00317986030131578
"20",0.00529590109363198,-0.00134085572790354,0.0111005753278732,-0.000920045247767121,-0.00370764429681003,-0.00190468318760395,-0.000336845056153834,0.00237947329878807,0.00305546377785504,0.00398802943527699
"21",0.00775113794952631,-0.00407808693125844,0.00377296237275004,-0.00578125473111868,-0.0019916866440326,-0.00266768084838986,0.00366142159327865,-8.65698020788841e-05,0.00386418006382883,0.000748382182791829
