"","MCD","WMT","CAT","RTX","DD","UNH","AXP","MMM","NKE","TRV"
"1",0.00226710853166878,0.00154616322834045,-0.00371733075007796,0.00613234378397465,0.00721177505329251,0.00238838116638362,0.00496396888047457,-0.0101727535948157,0.0338717177510262,0.00368012581020594
"2",0.00269076228141785,-0.00398589670658112,-0.00408225180581212,0.00470632454380393,-0.0046558897010982,-0.00584934651851654,-0.00417348695918918,0.00480105821043253,0.0118856495246291,0.0146018611267209
"3",0.000924815656617284,0.00639965105801821,0.014387403614819,0.00497395638376474,-0.00924032554030418,0.00663124676793814,0.00212992844171822,0.00764014571905136,-0.00863959826529026,-0.0143129909411073
"4",0.00367922498844564,0.0144903501495719,0.00262998370453715,0.0086671831086278,-0.00911719631403685,0.00710757495835423,-0.0122753214091063,-0.00448523787781596,0.00710291089490056,0.00767893018200994
"5",0.0012494990369305,0.00330453785136342,-0.00922762881964445,0.00260839844122529,-0.00699619110673666,0.00213686586357653,0.00404833070933819,0.00899787619709969,0.0107198879122734,0.00618320843204856
"6",0.0033205219078809,0.00346477143466473,-0.0008659124141559,0.0030106904450804,-0.00208831438794732,0.0094322981312871,0.000104313148767687,-0.000276633829344064,-0.0026103921700269,-0.0142051605507731
"7",-0.00561329489573836,0.0043575749732554,0.00125650083646178,0.000265377573668957,0.0197471212595701,0.00413966784253716,0.00113092316314578,0.00115911918692291,0.00914066098630428,0.000735820445697755
"8",-0.00137603760231286,0.00989183038473129,0.021050913259387,-0.00301568768918514,-0.00446573365479708,0.00416545476764441,-0.00490328157320619,-0.000206835611606948,-0.00231607398018241,-0.000849722768180072
"9",0.00160669651813805,-0.00401139119639993,-0.00361775606870651,-0.00173394696321338,-0.000559850188437849,0.0116815147921443,-0.000743239826988429,0.00566875841468573,0.00332608865574002,-0.00410796562209725
"10",-0.00330329569987953,0.00634064758196473,0.00221514678560197,-0.00146281917113811,0.00344308372586966,0.000793327984865755,-0.000511045276653022,0.00521811889484525,0.00195989338681102,-0.00573525903746486
"11",-0.000770882121287286,0.00100742734503001,0.00412780093029141,0.00298962742090225,-0.00441165873780847,0.00112000922672451,-0.00200608000159264,-0.000912988383788615,0.002269467106089,0.0032571826595813
"12",0.00266951345838606,-0.000438138784375042,-0.000633853138424456,-0.00147954537533224,-0.0019395308336243,0.00210298481397331,-0.0125845083966851,0.00254109315574169,-0.00831904355436563,-0.00178944959770888
"13",-0.00147588853724301,0.00106388377025723,0.00385009357705712,0.00170401332434267,0.00275403191335499,0.00221421802416444,0.00421561999246478,-0.00555743416771293,-0.00508912932127714,-0.000829238269943744
"14",0.0028520415071398,0.00665572099387646,-0.000993907335214317,-0.00321081490255892,-0.00666942354291677,-6.51219015708193e-05,-0.00119298021309078,-0.000251802353886887,-0.00210728612728417,0.00363205373287201
"15",-0.00109512626659125,0.00971255544573069,0.000828531512524933,0.00330564938485622,0.00792032666504383,0.00760431541129947,-0.00375585746951401,-0.00101268768776208,0.0020273036789149,0.000722946540918201
"16",0.00105120451189578,0.00723767234012485,0.0068465624935925,-0.00466640805825591,0.00296488730236888,-0.00178847077768296,-0.00526255369186401,-0.00236465386115015,0.00108746450860053,0.00170264765620232
"17",0.00122316798660904,-0.00294892024248838,0.00345943449065089,-0.00435907673090696,-0.00217340141534805,0.00146767450496554,0.00387774570845068,0.000167162404977717,0.000525662151630968,0.00645473739132285
"18",-0.000893467862624675,0.00066267978399992,-0.0121513558551669,-0.00568804331123829,-0.00208720401860774,0.00305591663345695,0.00145485205575824,0.00156791554763913,-0.00693365652114153,0.00434206891804934
"19",0.00016863172641024,-0.000900511513464153,0.00159525743220001,-0.00328685413114727,0.00354848988354206,0.00905644800513983,-0.00105804146733135,0.00369174615480006,-0.00156670215073973,0.00723969889804721
"20",0.000892590789590031,4.00411045120563e-05,-0.0015327928122133,-0.00274554151110351,-0.00486897910013795,-0.00402974430471659,-0.00222944677807391,-0.000933590694330633,-0.00839066877961159,-0.00461506564170122
"21",-0.00195795693434775,-0.00325560057535768,-0.00199851160869002,0.00244323862716556,0.00798862241208553,0.000990101252682507,0.000992654240690172,-0.00634314678609371,-0.00678137131035328,0.00219631427899003
