"","MCD","MRK","NKE","DD","KO","RTX","MMM","WBA","AXP","TRV"
"1",0.00592536572366953,0.00629338808357716,0.00422108918428421,-0.0025791700463742,0.00329202809371054,-0.00604610610753298,0.0019644103012979,0.0166339427232742,0.00537408189848065,0.00494586676359177
"2",-0.00122359860688448,-0.00183943065349013,-0.0106771504506469,0.00394837325438857,-0.00855434685945511,0.0020277586299926,0.00108193699270487,-0.0199357978999615,-0.000632094335742295,0.00619314052164555
"3",-0.00128491222858429,-0.000886452267877758,0.00755425542593002,0.00381252123042941,-0.00233477144502103,0.00388243864290416,0.00611827848479152,-0.0166875049471855,-0.00201650615781546,-0.002565604634583
"4",0.00806613638997078,0.00185883697122335,0.00366552197374403,0.000385683932108805,0.00478823389858007,0.00303390459157526,-0.000293377292109653,0.0164009220898151,0.00155683362390846,0.00283136311918497
"5",-0.00189079332631081,0.0042532398365438,-0.000422693119617179,-0.00183832284528762,0.00211483729071915,0.00171896768733859,-0.000723961158655584,-0.00763666490092874,-0.000671249872539192,-0.0137381516396999
"6",0.00202539260499179,-0.00429600104689598,0.000485958182252944,0.0160708464682102,-0.00610367394983768,0.00421252101659775,0.00342805101536214,9.47411608649418e-05,0.00188149325549603,-0.000664313673041761
"7",0.010780812241137,-0.00919025670737028,0.00639875093474984,0.00433909147977829,0.00117544212844223,0.00282058864831924,-0.00447869999334216,0.00392857473343611,0.00104233878664672,-0.00245436257682741
"8",0.00346401520073414,0.00142437440808862,-0.00211251177825034,-0.00389799848198891,0.00486009428277612,-0.000952817150391638,-0.00337961874902248,-0.00570132024586201,0.00259376037865877,-4.4773769332096e-05
"9",5.28006785316393e-05,-0.000585248868446797,-0.00906845834106207,0.00390698201954365,0.00550588313490152,0.0030635881703347,0.00135246093850583,0.0065724179148674,0.00169068633113056,-0.00489276088774204
"10",-0.00212086969986558,-0.00109137734398246,0.0066313948482275,0.00458574667572975,-0.0082087954506278,0.00749950436875224,-0.000798806548118591,0.00076236529275775,0.000820352928712964,-0.00355533557012677
"11",0.0027879411354661,-0.000881243031471968,-0.0158586241304874,0.00728356977924705,-0.00154589221347123,-0.00221192697063088,-0.00304217333905399,-0.00671362178400159,0.00707778567448258,0.00653526838868856
"12",-7.60426985380036e-07,0.00221931212581694,-0.000802034104708582,-0.00316108157858253,-0.00102716498076916,0.00374524854123592,-0.000263260415522382,0.0157640650868416,-0.00346280611120164,-0.00636318977922201
"13",0.00599505845457315,0.00424439460039139,-0.00392254069447517,-0.00318423169665039,0.00277695176191628,0.00583420787006617,-0.000431533990195021,-0.0168253220617771,0.000454190652817488,0.00759549019858241
"14",-0.000416750262957066,0.000789277139119804,0.00710679404437542,-0.00560548342764378,-0.00124350725673139,-0.00128369627054781,0.00415266118943691,-0.0201724767684937,0.00135846005287021,-0.00166750641074032
"15",0.00163078191690147,0.00267082266509533,-0.00398684339597821,0.00022138946224004,-0.00249692355282605,0.00526814768090844,0.0018070403020829,0.00354351592250168,0.00510748894885182,0.00156484125182033
"16",0.000886323803570122,-0.00113702809903771,0.00405788701027632,-0.00354140833951533,1.21547391245258e-05,0.00374466297216713,0.00213586958125234,0.000342066894518211,0.00454804161563516,-0.00639989180490375
"17",0.000457986490800977,-0.00156695453915745,0.0121367294341326,0.00517502706497908,0.00390655547380447,0.000547733972780406,0.00438777357339859,-0.00331038632430136,0.00015274144243449,0.00267635984346271
"18",0.0010012227576226,-0.00226566777564585,0.00746788829565048,0.0127632403746247,-0.00221545505337417,0.00396392215043306,-0.000337132078129798,0.00301374448463321,0.00195570685900748,-0.00372901954688132
"19",0.00129586947150528,0.00118312879931182,0.0042897891253233,-0.00462745595723391,-0.00563312089070678,0.00587048754096031,0.00150421354919672,0.00215928792022169,0.00332949915900826,-0.00267507927492261
"20",0.0034204013645649,-0.00769303180277348,0.00935814902186394,-0.00420908909291029,0.00246814475394785,-0.00119184725917876,0.00737747736275196,-0.000984899350441992,-0.00242096045985818,-0.00489626592025161
"21",-0.000501461268868297,-0.0111165037378669,0.000676515162922442,-0.00136740389280021,0.000990879605524242,0.00381642091087997,0.0029230744112283,0.00821579154580832,0.00275202770717442,-0.00228170165792108
