"","VZ","AA","HD","AXP","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.00113381317351013,-0.00204891222529113,0.00507224444299936,-0.0149978706613183,0.00375022040680051,-0.00572355138137937,-6.99951924616471e-05,-0.00781058892607689,0.00438738660886884,-0.0161382500082254
"2",-0.00171772961039096,-0.00898053962737322,-0.0140481777489185,0.0118769006803632,0.00367352017201483,0.00121331855189055,-0.000581886153668165,-0.00451555894687772,0.00748644536361098,0.00345011753961444
"3",-0.0013716391986236,0.00806754268705845,-0.00287979329004884,-0.000386622705264017,0.0038610571064055,-0.00863459892570972,-0.00212375074625015,0.00234166905283928,-0.00297061330638826,-0.0258383974432945
"4",-0.00327722728252411,0.00364421331323683,-0.00150141550693661,0.00379325705580413,-0.0044998056255281,0.00106191367376596,0.00339151406660676,-0.00243886839598417,0.000813166669104248,-0.0143568459898233
"5",0.00276201055385172,-0.000673650938551873,0.00544494390487671,0.000876135833095759,-0.00930575933307409,-0.00891193747520447,-0.00304528651759028,-0.00355530017986894,-0.00564198195934296,-0.0217364821583033
"6",-0.00135519227478653,-0.0068703843280673,0.00350227486342192,-0.00117848883382976,-0.0035035836044699,-0.00468529621139169,-0.00521475961431861,0.00145558291114867,0.00132134335581213,0.00234586838632822
"7",0.000763037649448961,-0.010492131114006,0.00206055818125606,0.00118459842633456,0.00666577136144042,0.00188863265793771,-0.00307863298803568,-0.000371691043255851,-0.00231744605116546,-0.0057632396928966
"8",-0.00514699658378959,0.00258881621994078,0.000735098030418158,0.00523788016289473,0.00410755071789026,-0.0035494863986969,-0.00379166542552412,0.00520788505673409,0.00421099178493023,-0.00675505492836237
"9",-0.000899429840501398,0.0205620843917131,0.00116919109132141,0.00572753790766001,0.00302359159104526,-0.00104709377046674,0.000643398845568299,-0.0116496412083507,-0.00261181429959834,0.00181331252679229
"10",-0.0045872675254941,0.00322583061642945,0.00223147077485919,0.012187878601253,0.00445865048095584,-0.00631570117548108,-0.0027227692771703,-0.000684669066686183,-0.00163133384194225,-0.00448455614969134
"11",-0.00338267674669623,0.0110578946769238,0.000949226960074157,-0.00480522494763136,-0.00425200862810016,-0.0005970184574835,-0.0135104088112712,0.00478394748643041,0.00402955710887909,-0.0307070426642895
"12",-0.00463025271892548,0.00710284197703004,-0.0024018157273531,-0.00276357075199485,-0.00365023431368172,-0.00188387185335159,-0.00571267167106271,0.00273998221382499,0.00186811573803425,0.0022722405847162
"13",0.00163517845794559,-0.0298257302492857,0.00154033675789833,0.0025390584487468,-0.00894052255898714,0.000114149377623107,-0.0015524358022958,-0.000986724626272917,0.00351624609902501,-0.0279409233480692
"14",0.00226553366519511,-0.00875527318567038,-0.00397868407890201,0.0100513221696019,-0.00776091823354363,-0.00213761068880558,-0.00452398229390383,-0.00737369945272803,0.00559068098664284,-0.00136930565349758
"15",-0.00826587062329054,-0.0110466182231903,-0.00191982742398977,-0.00114652572665364,0.000250274548307061,-0.00711469119414687,-0.00526088569313288,-0.00353563111275434,-0.00532668363302946,-0.0231996905058622
"16",-0.00292821694165468,0.00115107209421694,0.00233157351613045,0.00441484432667494,0.00497420039027929,-0.00978290848433971,-0.00011545093730092,0.00481647718697786,0.00178786308970302,0.0175393559038639
"17",-0.00170134485233575,-0.0077933156862855,0.000857519509736449,-0.0010359981097281,0.00875581614673138,0.00361076416447759,-0.0084176929667592,0.00502806296572089,4.28046805609483e-05,-0.0108158001676202
"18",-0.00612600799649954,-0.00602959003299475,0.000845831062179059,0.00745789287611842,-0.00205792370252311,0.00373134412802756,0.00160905381198972,-0.000724281708244234,-0.00145196786615998,0.00310192769393325
"19",-0.00423397403210402,-0.0112411957234144,-0.000664622522890568,0.0032316364813596,-0.00257050199434161,-0.000948672357480973,-0.0148744070902467,0.00186699978075922,4.55547015008051e-05,0.000116011964564677
"20",0.00165025214664638,-0.00762910861521959,-0.00103212031535804,0.0011222135508433,-0.00845254678279161,-0.00335772731341422,-0.00194507651031017,0.00443110847845674,-0.00430005509406328,-0.0122720552608371
"21",0.00308351381681859,-0.00863563362509012,0.00566861918196082,0.00190862431190908,-0.00428295554593205,-0.00426891073584557,0.000435375317465514,0.00288897450082004,-0.000410408334573731,-0.0237985849380493
