"","VZ","HPQ","UNH","BA","AXP","RTX","DD","AA","MMM","TRV"
"1",0.0017903366824612,0.0126548977568746,-0.00322516122832894,-0.00300981872715056,0.0112376464530826,0.00171622727066278,0.00303366826847196,-0.00578188709914684,-0.000848480383865535,-0.00733992364257574
"2",-0.000384467886760831,0.0203245673328638,0.00202084775082767,-0.00593068404123187,0.00426221219822764,0.000229668425163254,-0.00923374202102423,0.0134968990460038,-0.00158706668298692,-0.00114542676601559
"3",-0.00326288747601211,-0.0267172828316689,-0.00267980783246458,-0.00715384120121598,0.00605838093906641,0.0152208488434553,-0.00538542494177818,-0.0147518329322338,-0.000788412697147578,0.002485868986696
"4",0.000347141904057935,0.0151282334700227,-0.00106240483000875,-0.00545609369874001,-0.0108948647975922,0.00586065091192722,0.00515279732644558,-0.000627253379207104,-0.00358487805351615,0.00216310517862439
"5",-0.0017931298352778,0.00605908408761024,-0.00469331117346883,-0.00635701604187489,0.000979202566668391,-0.010886874049902,-0.00687594013288617,0.00449973018839955,-0.00643200054764748,0.00218604737892747
"6",-0.00410315115004778,-0.00941698346287012,0.00308473221957684,0.00159775407519192,0.0027959079016,0.001451276242733,0.000873050361406058,-0.00775314029306173,-0.00537383323535323,-0.000220367321162485
"7",0.00597959337756038,0.00524039007723331,-0.00272772670723498,0.00148446171078831,0.00415451964363456,0.00114391790702939,-0.00135076616425067,-0.00187190074939281,-0.00894489325582981,-0.000229889730690047
"8",0.00323890149593353,0.00380505016073585,0.00881417840719223,-0.00585948443040252,0.00520028313621879,0.00804110523313284,-0.00361520703881979,-0.00504542421549559,-0.00163202942349017,-0.00237851077690721
"9",0.00112440693192184,-0.015281735919416,0.00364705664105713,-0.00813870411366224,0.000502221169881523,0.00939143355935812,-0.00141484581399709,-0.00300180399790406,-0.00120049878023565,0.000940721773076802
"10",0.000840900756884366,-0.00499730091542006,-0.00492734601721168,-0.0173416938632727,-0.0018229850102216,0.00365474261343479,-0.0113468505442142,-0.00424048071727157,-0.00372429098933935,0.0025226934812963
"11",0.00346115068532526,-0.0202075578272343,0.00573977548629045,-0.0109799802303314,0.00246583600528538,0.00256892014294863,0.0104741174727678,-0.0120371840894222,-0.00149730406701565,0.00350507139228284
"12",-0.00092441140441224,-0.0152635173872113,-0.00133596954401582,0.0067076594568789,-0.000968419073615223,0.000471921084681526,0.00384151260368526,-0.00103286863304675,-0.00357630429789424,0.00162442587316036
"13",-0.000365852261893451,0.00395830301567912,-0.000435100548202172,0.00495040370151401,-0.00577450077980757,-0.00111113814637065,0.00213736994192004,-0.0127349300310016,-0.00241740024648607,0.00336607149802148
"14",-0.00260837841778994,-0.00375931733287871,0.00125331454910338,-3.52688512066379e-05,-0.00438146805390716,0.00569717912003398,0.00388468173332512,0.00252557964995503,-0.00228029326535761,-0.000197920729988255
"15",-0.00765910651534796,0.00218104710802436,-0.00481247715651989,-0.005442108027637,-0.000880402512848377,0.00100140483118594,-0.00279764900915325,0.00607131700962782,-0.00163604330737144,0.00207092193886638
"16",-0.00332433800213039,-0.00495351059362292,0.00148435716982931,-0.00121483637485653,-0.0176319014281034,-0.000375726784113795,-0.00210066931322217,-0.0030241955537349,-0.0038774844724685,0.00312386313453317
"17",0.00226121628656983,-0.00525228632614017,-0.00361312413588166,-0.0118739167228341,0.00429127365350723,0.00601842673495412,-0.00680376915261149,0.00716537097468972,-0.00375883444212377,9.61781188379973e-05
"18",-0.00755570968613029,0.00381956761702895,0.00506732845678926,-0.0115405870601535,-0.0030005625449121,0.00103220005985349,-0.00958758872002363,-0.0112423114478588,-0.00278379581868649,-0.000502879323903471
"19",0.00147399236448109,0.00163678044918925,-0.000607884780038148,0.00452798651531339,-0.00872436910867691,8.80329826031812e-05,-0.00755600072443485,-0.00248758844099939,-0.000324281165376306,-0.0028856850694865
"20",-0.0014255769783631,-0.00609270669519901,-0.00126913003623486,-0.00119013164658099,-0.00839344039559364,-0.00660263188183308,-0.00587828317657113,-0.00382920145057142,-0.00374018936417997,-0.0023279523011297
"21",0.00111520721111447,0.00942633580416441,0.00551029294729233,0.00278804171830416,-0.00216806307435036,0.000936585653107613,-0.000638981757219881,-0.000202621056814678,-0.00529284728690982,0.000566666945815086
