"","MRK","MCD","DD","NKE","RTX","KO","MMM","WBA","AXP","TRV"
"1",0.000684382568579167,-0.00530383782461286,0.00260599353350699,0.00857421196997166,0.0106686726212502,-0.000821734836790711,-0.00722060119733214,0.000711097149178386,0.0114996777847409,-0.00876395870000124
"2",-0.0098911439999938,0.00256599858403206,-0.0120883239433169,-0.00823096558451653,-0.00705803232267499,0.00176587828900665,-0.00138579786289483,-0.00822661351412535,-0.002401641337201,0.0136013766750693
"3",0.00760670471936464,-0.00063439627410844,-0.00714841717854142,0.00842669419944286,-0.00562167260795832,-0.00424990523606539,-0.000544786278624088,0.014795083552599,0.0014635348925367,0.00532529642805457
"4",0.00751569494605064,0.00113744358532131,-0.00206059589982033,0.0095527172088623,-0.00319559662602842,0.00713124498724937,0.00535127939656377,0.00424545723944902,0.000194583582924679,-0.0105090364813805
"5",-0.00450386479496956,0.0070741712115705,-0.00295761739835143,-0.00190394720993936,-0.00134273653384298,-0.00132425385527313,-0.00049239385407418,-0.0133451297879219,0.00295938551425934,-0.0298246722668409
"6",-0.000107106541690882,0.000514189072418958,0.00942436419427395,-0.00509397266432643,0.00423199031502008,-0.00119466765318066,0.0041200160048902,0.00650914059951901,-0.0225264355540276,0.00108682154677808
"7",-0.00306343147531152,-0.00328240823000669,0.00818473752588034,-0.000741010240744799,-0.00503989728167653,0.00372667238116264,0.00244234618730843,0.00579004222527146,-0.00847459957003593,-0.012710521928966
"8",0.000227677955990657,-1.33287112475955e-05,-0.0033243945799768,-0.00291983014903963,0.0084089944139123,0.00286137545481324,-0.00768188713118434,0.00645030150189996,0.000840703665744513,0.00636646989732981
"9",-0.0040445108897984,-0.00411229999735951,-0.000705526152160019,-0.0072709140367806,-0.000382772326702252,0.00447402102872729,-0.00199225614778697,0.00202195881865919,0.0012067724019289,0.00317792291752994
"10",0.00381928333081305,-0.00312218582257628,-0.00626029632985592,-0.00142775371205062,-0.00364522729068995,-0.00142922031227499,0.00266494648531079,0.00271705025807023,0.00366866565309465,-0.00547653390094638
"11",-0.00894961692392826,-0.000345944135915488,-0.00447680149227381,0.000391189154470339,-0.00469721481204033,0.00712989177554846,-0.00190272741019726,0.00374049763195217,-0.00490369834005833,0.00367915607057512
"12",0.00968724209815264,-0.000506500306073576,-0.00257858517579734,0.00340221123769879,0.000754009350202978,-0.00302028609439731,-0.00362308789044619,0.000885950517840683,0.00811937637627125,0.00804087519645691
"13",-0.000425482721766457,-0.00036522391019389,-0.00057141506113112,-0.0111873093992472,0.00172067305538803,-0.00109544047154486,0.00533617427572608,0.00674419105052948,0.00353773310780525,-0.00404683034867048
"14",0.000304832065012306,-0.000409914558986202,0.00450381590053439,0.00657869316637516,-0.00646791234612465,-0.00290736765600741,0.0108272014185786,0.00490333652123809,-0.00521373422816396,-0.00432833516970277
"15",0.00321793113835156,-0.0111448345705867,-0.00835969392210245,0.00729677267372608,0.000939762103371322,0.00134252465795726,0.00369410309940577,-0.00436747120693326,0.0122068049386144,0.00330949039198458
"16",0.00966551527380943,-0.00221575633622706,0.00404836516827345,0.00206467602401972,0.00630240375176072,0.0034052743576467,0.0162185076624155,0.00428709294646978,-0.00164807005785406,0.00027353287441656
"17",0.0066371294669807,0.00472999922931194,-0.00734620587900281,-0.00163570675067604,-0.00343166524544358,-0.00276397331617773,-0.00413915561512113,0.00915826018899679,-0.00788829755038023,0.00186211743857712
"18",0.00849262345582247,-0.00217126635834575,-0.00438306061550975,0.00410892302170396,-0.000736035988666117,0.00348540209233761,-0.00523827038705349,0.0019292663782835,0.00146620569285005,-0.00398393208160996
"19",0.00372363440692425,0.00520720053464174,-0.00273142894729972,0.00410860404372215,-0.00279919733293355,0.00123025837820023,0.000793881306890398,0.00583024090155959,-0.000790579884778708,0.00287575414404273
"20",0.00176094996277243,-0.00282138609327376,-0.00480429083108902,0.00739328283816576,-0.00122061360161752,0.000915648590307683,-0.00477339746430516,0.00355139910243452,-0.00318101979792118,0.000277093931799755
"21",-0.000414428213844076,0.00334136094897985,-0.00254182447679341,-0.00182882661465555,-0.00702100340276957,-0.000892718613613397,-0.0176409259438515,0.00354643608443439,-0.00228219432756305,0.000675055955071002
