"","MRK","MCD","DD","NKE","RTX","KO","MMM","WBA","AXP","TRV"
"1",-0.0069301025941968,-0.00348714808933437,-0.00322430464439094,-0.0122261941432953,-0.00485031586140394,-0.00470052799209952,0.00627548433840275,-0.0111611597239971,0.00554966228082776,0.0199308749288321
"2",-0.00128761515952647,-0.00306709832511842,0.00262313266284764,0.000573846860788763,-0.00186067202594131,-0.000574906240217388,0.0046673403121531,0.00768602220341563,0.00236807018518448,0.00315508502535522
"3",0.00639689294621348,0.00902080535888672,-0.00573088321834803,0.00698168203234673,0.0223507471382618,0.0122586414217949,0.0123577369377017,-0.00987459253519773,-0.00344483135268092,-0.00690146256238222
"4",0.00675728963688016,0.00714758317917585,0.0010390302632004,0.00260515627451241,0.00730881653726101,-0.00185834581498057,-0.0259340982884169,-0.00532312132418156,-0.0278178378939629,-0.00152469275053591
"5",0.0047664837911725,0.00708188116550446,0.00141302950214595,-0.0173375923186541,-0.0166922844946384,-0.00495793903246522,-0.0174642894417048,0.00947790499776602,0.00425180792808533,0.00372496829368174
"6",0.00301655731163919,-0.00502131227403879,-0.00719316909089684,0.00785356573760509,0.0131217502057552,0.00166032428387552,-0.000129599589854479,0.00615263683721423,0.00219470215961337,0.00401941454038024
"7",0.00269042537547648,-0.00712465168908238,0.0114649822935462,0.000279560015769675,0.00176548666786402,0.0035372010897845,-0.00447452580556273,0.0100763188675046,-0.0127511322498322,0.00273926951922476
"8",0.00312305241823196,-0.0024270792491734,0.00746186636388302,-0.00490060355514288,0.00251174787990749,0.00123011704999954,-0.00252697849646211,0.00187819835264236,0.00472586089745164,-0.00481955334544182
"9",-0.00614969898015261,-0.0112889604642987,-0.00902585033327341,0.00174336729105562,0.00251000234857202,0.000765776552725583,-0.00891011767089367,0.00162301468662918,0.00712744472548366,-0.00738621549680829
"10",-0.00398057512938976,-0.00553943449631333,0.00764748081564903,0.00221980828791857,0.00200121477246284,-0.00139661424327642,0.0026935029309243,0.00391342584043741,0.00582983205094934,0.0044537172652781
"11",0.00945320352911949,0.00984674878418446,-0.000516175932716578,0.00491508934646845,0.010389513336122,0.000451536005130038,0.00286459061317146,0.0191031191498041,-0.000828034128062427,-0.00395094603300095
"12",0.00731345685198903,0.00411140080541372,-0.00323904235847294,-0.00331001286394894,-0.0079081691801548,-0.000852554454468191,0.00729920389130712,-7.42654810892418e-05,-0.00744087807834148,-0.00307505181990564
"13",0.00210228399373591,0.000518493994604796,0.00363915460184216,0.0220277067273855,0.00334618426859379,0.000199207672267221,-0.0125103602185845,-0.00246230186894536,0.00699499435722828,-0.00391329033300281
"14",0.000249972188612446,0.00679614394903183,-0.00243300036527216,-0.00161570822820067,0.00947771780192852,0.0042359596118331,0.000179572074557655,0.00296250567771494,0.000278124294709414,0.00117727275937796
"15",-0.0010380323510617,6.85280538164079e-05,0.00791426096111536,-0.00303845875896513,0.00508759822696447,-0.00306995818391442,0.000721104093827307,0.00906654354184866,0.00102897069882601,-0.00503797503188252
"16",0.00434923311695457,0.0064261369407177,-0.00383219192735851,0.000628866371698678,-0.00881047174334526,-0.00104910065419972,0.000701075477991253,-0.0010632467456162,0.00368218240328133,3.12024712911807e-05
"17",-0.00164780300110579,0.00327311106957495,0.00268558063544333,-0.00332774384878576,-5.91722709941678e-05,-0.00461057620123029,0.0052382554858923,0.00518600409850478,-0.00624133180826902,-0.0030399514362216
"18",0.000274235411779955,-0.00255780015140772,-0.00975298229604959,-0.0120107363909483,-0.00072469562292099,-0.00290410663001239,0.00404099561274052,0.00521538965404034,0.00211045984178782,0.00596627686172724
"19",0.000345764041412622,0.000529110140632838,0.00157704018056393,0.00258686323650181,0.00105147785507143,-0.00126845657359809,-0.000137960058054887,0.00541355786845088,0.0020262140315026,0.00505104754120111
"20",0.00614054501056671,0.000426782033173367,-0.0119918584823608,0.00311961327679455,-0.00290446169674397,-0.00168466963805258,-0.00120986893307418,0.00181842036545277,0.00440015830099583,-0.00055205769604072
"21",0.00132010923698545,0.00296090380288661,-0.000344574160408229,-0.00885282270610332,0.00044827233068645,0.000257358886301517,0.000812616606708616,0.0123440092429519,0.000740449351724237,-0.00267437542788684
