"","CAT","VZ","MCD","AXP","UNH","RTX","NKE","MMM","DD","TRV"
"1",0.010868108831346,0.00116611295379698,0.00784207042306662,0.0088352095335722,0.00701695680618286,-0.001245669554919,0.00339986709877849,-0.00224636611528695,0.00162090605590492,0.000601738342083991
"2",0.00628811027854681,-0.00314774573780596,0.00159511331003159,-0.00809352658689022,0.00471869204193354,0.000237185609876178,-0.00120575947221369,0.00212413701228797,-0.00560440914705396,-0.00183970609214157
"3",0.000433043693192303,-0.000992888817563653,0.000122663579531945,0.00696222530677915,-0.00404254626482725,-0.00866655819118023,-0.00797028373926878,-0.000803441216703504,0.00478798942640424,-0.0033902304712683
"4",0.00213431334123015,-0.00346206803806126,-0.000759238610044122,0.00270762317813933,0.00187255174387246,0.00510023208335042,0.00166908104438335,0.00521200569346547,0.00195999583229423,0.00701450742781162
"5",0.00193088816013187,0.00634017307311296,-0.000613753159996122,-0.000993031193502247,0.00685064401477575,0.00299307401292026,0.00343370903283358,-0.00415279343724251,-0.00123954389709979,0.000267294934019446
"6",-0.00577181577682495,1.68496517289896e-05,0.00489477906376123,0.00388235319405794,-0.00437903078272939,-0.00290380977094173,-0.00283619435504079,0.000138119663461111,0.00280986516736448,-0.00266258791089058
"7",-0.00486529804766178,-8.71895008458523e-06,0.0019365856423974,-0.00276718335226178,0.00160976604092866,0.000461486633867025,-0.00341646210290492,-0.00290485564619303,0.00536229321733117,-0.00547325611114502
"8",-0.00406730314716697,0.00190341263078153,-0.000127272709505633,-0.00322474702261388,-0.00351163069717586,0.00591484783217311,-0.00549118733033538,0.00339294830337167,0.00553941261023283,0.00303358118981123
"9",-0.00287143257446587,0.00260889320634305,-0.0020737643353641,0.00150452519301325,0.00224853842519224,-0.0042482353746891,-0.00153264263644814,-0.00528838252648711,-0.00231060129590333,0.00159426534082741
"10",0.00262060901150107,0.00219004275277257,-0.0050890683196485,-0.00365732819773257,0.00317947566509247,0.00269785453565419,-0.00387987727299333,0.000371518690371886,0.00605391757562757,-0.00256311474367976
"11",0.00474353600293398,0.00313431047834456,0.00181899254675955,0.00850057043135166,-0.00447832513600588,0.0023256556596607,-2.02695682673948e-05,0.00225392868742347,-0.00167235638946295,-0.000648055458441377
"12",-0.00489783100783825,0.00761177949607372,0.00186019041575491,-0.00252682599239051,0.00402384204789996,0.00021935801487416,0.00389980082400143,0.00278347940184176,0.00879459735006094,0.00124879693612456
"13",-0.00204315595328808,0.0087654972448945,-0.00046997400932014,0.000244756491156295,0.00177817919757217,-0.00284730293788016,0.00389782944694161,-0.00202623498626053,-0.0012128041125834,-0.00471975328400731
"14",-0.00253745680674911,0.00684063648805022,-0.00351958069950342,0.00187130214180797,0.00110048812348396,0.00245240260846913,-0.000152209817315452,-0.00129262427799404,0.00346053577959538,0.00433146441355348
"15",-0.00479686260223389,0.00471240282058716,0.00142293830867857,-0.002936179516837,0.00249057938344777,0.00246265716850758,0.00139224994927645,0.00143840024247766,0.00196360307745636,0.00109999720007181
"16",-0.00197318173013628,0.00244954484514892,0.000730521802324802,0.00383290066383779,-0.00162414438091218,0.00113895267713815,-0.000764809432439506,0.00233698892407119,0.00652431417256594,-0.00184048211667687
"17",0.00496202800422907,0.00213804328814149,0.0056303022429347,-0.00272478349506855,0.00328754493966699,0.00260874209925532,0.000135737951495685,0.00210169609636068,-0.00458527216687799,-9.70697146840394e-05
"18",-0.00161288946401328,0.00592906633391976,0.0037873387336731,-0.00121407001279294,0.0060318885371089,-0.00066666112979874,-0.00219521042890847,-0.000721733085811138,0.0015025093453005,-0.000587477639783174
"19",-0.00315847317688167,0.00322623131796718,0.00486294412985444,-0.00533301243558526,-0.00253364793024957,-0.00193073903210461,-0.0014383839443326,0.00146052252966911,0.00871358718723059,-0.00185439724009484
"20",-0.0042002429254353,0.00302794994786382,-0.00199927529320121,0.000188670586794615,0.00104293809272349,0.00874186586588621,-0.00119655206799507,-0.00102219847030938,-0.00808158330619335,0.00213128724135458
"21",-0.00458103930577636,0.00293519231490791,-0.00282200728543103,-0.00112761498894542,0.00422132248058915,0.00575392181053758,-0.00371345435269177,-0.00126854458358139,-0.00500613544136286,0.00135547888930887
