"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","DOW","WBA","TRV"
"1",-0.00107140582986176,0.0111798094585538,0.00225859531201422,-0.00359104154631495,0.00240464438684285,0.008603161200881,0.00247057201340795,0.0100628677755594,-0.00101516954600811,0.00370149430818856
"2",0.0228485856205225,0.00731070153415203,0.00964326784014702,-0.00130012433510274,-0.00691817840561271,0.00330474390648305,-0.00186721445061266,-0.00829724501818419,0.00377920106984675,-0.00746451364830136
"3",0.0137603813782334,0.00522147165611386,0.000990982865914702,0.0138091668486595,-0.00102653296198696,0.00545504316687584,0.000905666151084006,0.00206338777206838,0.00336766010150313,0.0041877394542098
"4",-0.00105403503403068,0.0120085561648011,-0.00082413898780942,0.00400409800931811,0.00352902919985354,-0.010093274526298,-0.00118328595999628,0.020411379635334,0.0105435866862535,-0.0121807279065251
"5",0.0151779791340232,-0.00849691219627857,-0.00234742648899555,-0.00458660628646612,-0.00433591473847628,-0.000821509573142976,-0.00174968654755503,-0.00131699442863464,0.00533576542511582,0.00805645994842052
"6",0.0168757643550634,0.00409020576626062,-0.00598772428929806,0.0101464278995991,0.000787598080933094,0.0122300339862704,-0.00111884134821594,0.00494143692776561,0.0158842876553535,0.0109288608655334
"7",-0.00577848684042692,0.0222478304058313,-0.00537576340138912,-0.00102190440520644,-0.00597725203260779,0.00513270124793053,0.0105137163773179,-0.00262962724082172,-0.00430884677916765,-0.00494288746267557
"8",0.0066042635589838,0.00415701698511839,-0.00217053736560047,-0.00438648229464889,-0.00202044285833836,-0.0052981385961175,0.0035584052093327,-0.00681406678631902,0.0249397400766611,-0.00643415097147226
"9",0.00830796454101801,-0.00258559174835682,0.00565151963382959,0.008980474434793,0.00398261938244104,-0.000160209005116485,-0.000847144110593945,-0.00153410411439836,-0.014860276132822,0.00272544636391103
"10",-0.00384173076599836,0.00172823364846408,-0.00650963559746742,0.00122492737136781,-0.0112825445830822,-0.000806990661658347,0.0022757772821933,-0.0128349037840962,0.000607087335083634,0.00221103499643505
"11",-0.00376730924472213,-0.00208061630837619,0.00159331632312387,-0.00302994181402028,0.00193208560813218,-0.0159808602184057,-0.0028670730534941,-0.00123456085566431,0.0071695907972753,-0.0061092795804143
"12",0.00418744003400207,-0.000438765477156267,-0.00492002116516232,-0.0071871941909194,-0.00241203815676272,-0.0117391068488359,-0.00589834991842508,0.000717606220860034,-0.0090328399091959,-0.00729019800201058
"13",-0.00466850120574236,0.00983254797756672,-0.00184311298653483,-0.00452816300094128,-0.00889548100531101,0.00576418312266469,-0.00119825871661305,-0.00702708028256893,0.0032281072344631,-0.0033494676463306
"14",-0.00496589671820402,-0.00646742014214396,0.00310284597799182,0.0021287479903549,-0.00230321055278182,0.00371594517491758,-0.00280727003701031,0.00158735865261406,-0.0162067823112011,-0.00951557047665119
"15",-0.00587160047143698,-9.38351695367601e-06,-0.000870737421792001,-0.00581920612603426,-0.00287301233038306,0.000166345402249135,0.00122541608288884,-0.00982535164803267,-0.0103899566456676,0.00860656518489122
"16",-0.00276003917679191,0.00661727460101247,-0.0028329819906503,-0.00211404031142592,-0.00534817343577743,0.00909329485148191,0.000484664138639346,-0.0159197989851236,-0.000764821830671281,0.00638966076076031
"17",-0.00451970566064119,-0.00261367834173143,0.000538930471520871,-0.00306431273929775,-0.00798913463950157,-0.00044140566023998,-0.0109618883579969,0.00101173645816743,-0.0129583179950714,-0.00678392266854644
"18",-0.000985187129117548,0.0134349688887596,0.0018311730818823,-0.00442449701949954,-0.00548930885270238,-0.00705843884497881,0.000569294090382755,-0.0134135503321886,-0.00902819726616144,-0.0127404788509011
"19",-0.00101438141427934,0.00400489801540971,0.00361937540583313,0.00353888608515263,-0.0100178113207221,-0.00253178575076163,-0.015573451295495,-0.0113127259537578,-0.00834306981414557,0.000475483509944752
"20",0.0012636351166293,0.00769554963335395,-0.00704115396365523,-0.00232945289462805,-0.00432672211900353,0.00117167027201504,-0.0010139022488147,-0.000225891810259782,-0.00199276325292885,-0.00453354045748711
"21",0.00471726525574923,-0.00150572345592082,-0.000458748661912978,-0.00213015940971673,-0.0086109759286046,-7.84496369305998e-05,-0.00618612626567483,-0.0139800515025854,-0.00269134598784149,-0.0132273016497493
