"","KO","GS","AXP","UNH","DD","CAT","RTX","NKE","MMM","TRV"
"1",8.08192198746838e-05,-0.00149457401130348,0.00501205073669553,-0.010206826031208,0.00444049574434757,-0.00842083897441626,0.0045319925993681,-0.00115462811663747,0.00273112463764846,0.00141494919080287
"2",-0.00348105537705123,-0.0110189206898212,-0.00289965514093637,-0.00422572577372193,-0.0115636428818107,-0.00515530025586486,0.00687228469178081,-0.000506904500070959,0.00473654363304377,-0.00233449297957122
"3",-0.00934685673564672,0.0167367402464151,0.00998252909630537,0.0073468117043376,-0.0113738309592009,0.00339333596639335,0.0220490768551826,-0.00753914657980204,-0.0076510957442224,-0.00431671598926187
"4",-0.000297635560855269,-0.0179471969604492,-0.00328227411955595,-0.00369164464063942,0.00159831705968827,0.004488255828619,-0.00549053400754929,-0.00168760435190052,-0.0177532937377691,-0.00318926572799683
"5",-0.00256233289837837,-0.0126237189397216,-0.0111514199525118,0.00340326456353068,-0.0273403022438288,-0.00481356959789991,0.000640631362330168,0.00585731258615851,0.00387555966153741,-0.00336884777061641
"6",0.00262220925651491,0.00635756785050035,-0.00486331013962626,0.00847878120839596,0.00833804626017809,-0.00266281119547784,-0.0120008075609803,-0.0155763067305088,-0.00333421328105032,0.00807723868638277
"7",0.00235166447237134,0.00833331793546677,0.00257845898158848,-0.00962987449020147,6.66059058858082e-05,0.0053393323905766,-0.000299821083899587,-0.00294921989552677,0.000549434393178672,0.00035543748526834
"8",0.000805049843620509,-0.0011342924553901,0.0016539708012715,0.00473628100007772,-0.00649474840611219,0.00473433407023549,-0.0082469517365098,0.00433686701580882,0.0011626536725089,-0.00378003786318004
"9",-0.00415854481980205,-0.000359231751644984,0.000565231835935265,0.000636076554656029,0.000226762931561098,-0.0104866409674287,0.0021367478184402,0.00190958159510046,0.00490443129092455,-0.00910187233239412
"10",0.00276470021344721,-0.000727935519535094,0.00629641767591238,-0.00780157838016748,0.00108152453321964,-0.00237122736871243,-0.0131409531459212,-0.00119692087173462,-0.00529108056798577,0.00261540594510734
"11",0.000868300267029554,-0.00188295869156718,-0.00116931041702628,0.00704633025452495,-0.000312595744617283,-0.00278380396775901,0.00639537582173944,0.0100510837510228,-0.0067018698900938,-0.00197977456264198
"12",-0.00340871652588248,-0.000595417048316449,0.00229997979477048,0.00374480406753719,0.000622283201664686,-0.0167522300034761,-0.00151958549395204,-0.0007649976760149,0.000888802576810122,-0.00272082560695708
"13",-0.000634725438430905,-0.00899365544319153,-0.00298104551620781,0.000751939602196217,-0.0109976613894105,-0.0053628571331501,-0.00483367824926972,-0.00101716839708388,-0.000558511004783213,0.00719162821769714
"14",0.00128790130838752,-0.00381740625016391,0.00047788376105018,0.00617798510938883,0.00124350364785641,-0.00497885933145881,0.00402822066098452,-0.00674804346635938,0.00142214214429259,0.000913266150746495
"15",-0.000517516920808703,-0.00194866803940386,0.00573579501360655,-0.000165223187650554,0.000595861347392201,0.00766389351338148,-0.0157554112374783,8.55072576086968e-05,-0.00200386741198599,-9.9403245258145e-05
"16",0.0024634983856231,-0.000332793832058087,0.00289265578612685,-0.00895291473716497,0.0025795423425734,-0.00159297487698495,0.00853568408638239,0.00728189293295145,0.00816567335277796,-0.0054179965518415
"17",-0.00070995296118781,-0.00546741206198931,-0.00188358337618411,-0.000482608593301848,-0.00530209066346288,-0.000501624192111194,-0.0132486205548048,-0.00255957804620266,-0.0045183184556663,-0.00382100022397935
"18",-0.00277845188975334,0.000573928118683398,0.000876024947501719,-0.00134026689920574,0.00700415298342705,0.0114031117409468,0.00424561928957701,0.000166033540153876,-0.00318469409830868,-0.00117285246960819
"19",-0.00113015074748546,0.00445929216220975,0.00347393867559731,0.0134894531220198,0.00765856960788369,0.00268741603940725,-0.00828560441732407,0.00103677751030773,0.00112600065767765,0.00556765357032418
"20",0.00425525195896626,-0.00438667228445411,-0.00160136807244271,0.00811597425490618,0.00355881289578974,-0.00346440938301384,-0.00356538011692464,0.000256090075708926,-0.000774635991547257,0.00373122980818152
"21",-0.00221173092722893,-0.00693087466061115,0.000748380087316036,-0.00512691307812929,-0.00593975931406021,0.00699707120656967,0.00607077684253454,-0.000382901926059276,-0.00147248385474086,-0.000508905446622521
