"","KO","MRK","IBM","UNH","RTX","DD","CAT","AXP","MMM","TRV"
"1",0.00213907915167511,0.00450657168403268,0.0119981244206429,-0.00228443904779851,-0.000696632487233728,-0.0052437917329371,-0.0160736590623856,0.00777272041887045,0.000873591576237231,0.00264659780077636
"2",-0.00209086714312434,-0.00346032925881445,-0.000843203219119459,6.80933590047061e-06,-0.00496478052809834,0.00032631927751936,0.00233639730140567,-0.0138426646590233,-0.000389390072086826,0.00231120549142361
"3",-0.00483869249001145,-0.00124038883950561,0.000841138826217502,0.00585916498675942,0.00847409665584564,-0.00163667823653668,0.00254168012179434,0.0149133522063494,0.00473975576460361,-0.000476489018183202
"4",0.00174923008307815,0.00443502143025398,0.00684447539970279,0.00419317232444882,0.000783660390879959,-0.0033109555952251,-0.00212392047978938,0.00731473229825497,-7.90297854109667e-05,-0.00842125527560711
"5",0.00488666305318475,-0.000929594796616584,-0.0166386011987925,0.00338878552429378,-0.00343944737687707,-0.000326075591146946,0.00104759342502803,-0.00155659881420434,0.00141458120197058,0.0057449140585959
"6",0.00133883976377547,-0.000368680572137237,-0.00728453928604722,-0.00242897658608854,-0.000459439033875242,-0.000698213407304138,0.00441485922783613,-0.00600344035774469,-0.003604706376791,-0.000953514536377043
"7",-0.000717692892067134,0.00124100258108228,0.0055941678583622,0.00107378582470119,0.00223285448737442,-0.000761865871027112,0.00836577452719212,-0.0019475445151329,-0.00286086299456656,3.65644555131439e-05
"8",0.00509979669004679,0.0010118504287675,-0.00290130288340151,0.00144241796806455,-0.0108131477609277,-0.00521095609292388,-0.0101661747321486,-0.00384627585299313,0.00436604209244251,-0.0046817809343338
"9",-0.000701924203895032,-0.0123431095853448,-0.00318715395405889,-0.000421804172219709,-0.0041819796897471,-0.00632406584918499,0.0140159949660301,-0.00506896572187543,-0.00245004147291183,-0.00241529918275774
"10",0.000789842219091952,0.00124736723955721,-0.000372112612240016,-0.00419285008683801,0.0101671786978841,0.000177362890099175,-0.00568258436396718,0.00120810139924288,-0.00207912386395037,0.00329457828775048
"11",0.00110577431041747,0.00615369435399771,-7.60162765800487e-06,0.000341767474310473,-0.00621178420260549,-0.00266623706556857,0.0028732749633491,0.0105710253119469,0.00252463668584824,-0.00308554456569254
"12",0.00166250113397837,-0.00783520005643368,0.00227545597590506,0.00123534491285682,-0.00106310693081468,-0.0039513404481113,0.00105607160367072,-0.00186205084901303,0.00219267490319908,-0.00122960307635367
"13",0.00204946123994887,-0.00164639204740524,-0.00125461746938527,0.00312021770514548,-0.00181860942393541,-0.0015892805531621,-0.000804412527941167,0.0023686490021646,-0.00156275404151529,-0.00217091012746096
"14",-0.000123281555715948,0.00467094639316201,0.00769268721342087,-0.0034593646414578,-0.00442332867532969,-0.00590431550517678,-0.00142869655974209,-0.00590725056827068,0.00387174962088466,-0.000834822189062834
"15",0.00854898430407047,-0.00540993781760335,0.0015379146207124,-0.00394243095070124,-0.00929114874452353,-0.00205793860368431,-0.0188723802566528,0.0019872565753758,0.00254325801506639,-0.00124593486543745
"16",-0.00370527082122862,-0.00166091648861766,-0.0133731197565794,-0.000594201846979558,-0.0023138765245676,-0.00460863811895251,-0.00161236722487956,-0.00370268290862441,0.00147504219785333,-0.00462340330705047
"17",0.00465083168819547,0.00474745687097311,-0.00527563551440835,-0.00120715540833771,0.00120946601964533,-0.00431942939758301,-0.00980420038104057,-0.000973762769717723,-0.00616972940042615,0.00621129712089896
"18",-0.00313830724917352,-0.00051997642731294,-6.83150792610832e-05,0.00420947372913361,-0.0070617813616991,-0.00184640556108207,-0.000310043018544093,-0.00274020642973483,-0.000687932013534009,-0.00272343587130308
"19",0.00162934965919703,-0.00251199956983328,-0.00421510869637132,-0.0027626792434603,-0.00609081098809838,-0.00425607804208994,-0.00360995996743441,-0.00313358753919601,0.00221616169437766,0.00200132350437343
"20",-0.00375123973935843,-0.00690046744421124,0.00157275830861181,-0.00197501177899539,-0.0053794258274138,-0.0044435509480536,-0.00507829105481505,-0.0022604304831475,0.00123120669741184,-0.0030995742417872
"21",0.000591848162002861,0.001171711133793,-0.00925275776535273,0.00241815391927958,-0.00738917570561171,-0.0070347348228097,-0.00537395803257823,-0.000792834907770157,0.00172402756288648,0.00340791675262153
