"","NKE","CAT","GS","IBM","MMM","RTX","AXP","WBA","DOW","TRV"
"1",-0.00174328009597957,0.00465919775888324,-0.00317400833591819,0.00285744993016124,-0.00206623668782413,-0.0054912487976253,0.00153829588089138,0.00508853374049067,0.016116164624691,0.00343959801830351
"2",-0.00113616196904331,-0.0010715409880504,0.00275047007016838,2.4366948991883e-07,-0.00433829054236412,-0.00526162050664425,-0.00282517797313631,0.00800607074052095,0.00368310371413827,0.00454658176749945
"3",0.000951539084780961,-0.00308501441031694,-0.00357933412306011,-0.00883743166923523,-0.00556855043396354,-0.000811751000583172,-0.000253002770477906,0.00225046277046204,-0.0113725597038865,-0.00580222718417645
"4",0.00151930272113532,-0.0234945602715015,0.00404083821922541,-0.00168464856687933,-0.00786039140075445,0.000942148792091757,0.00304530351422727,-0.00723610213026404,-0.00549761625006795,0.00237083761021495
"5",0.00366478599607944,-0.00289815803989768,0.00366376084275544,0.00164676201529801,-0.00283830962143838,-0.00561758363619447,0.00471071247011423,-0.00990399904549122,0.00613504787907004,0.00152836285997182
"6",-0.00293762935325503,0.0100475214421749,0.00327020324766636,0.0066655264236033,-0.00444985786452889,-0.00566498003900051,0.00168463622685522,0.00152578123379499,0.0189337469637394,0.00748634338378906
"7",0.00250673666596413,0.00593646569177508,0.00891938991844654,0.000130789470858872,-0.00404830230399966,-0.00875856261700392,-0.000928670284338295,-0.022781927138567,0.00728915864601731,0.00178979733027518
"8",0.00925024691969156,-0.0161121170967817,0.000917085562832654,-0.00515111070126295,4.96801039844286e-05,-0.00932121742516756,0.00889170356094837,-0.00349920801818371,-0.00157628324814141,-0.000909780792426318
"9",-0.00161650031805038,0.00781928189098835,0.000113085610792041,0.00308946263976395,-0.00930505432188511,-0.00921357143670321,-0.000689332839101553,0.00447698496282101,-0.0146864503622055,-0.00164173799566925
"10",-0.00207022787071764,0.00319511420093477,0.0022448250092566,0.000751247396692634,-0.00614117970690131,-0.00438768975436687,0.00378451636061072,0.005719895940274,-0.0193636231124401,0.00302976905368268
"11",0.00366540276445448,-0.00562270963564515,-0.00677694845944643,-0.00341240013949573,-0.00645897770300508,0.000666446925606579,0.000912633957341313,0.00113851693458855,-0.00152492779307067,-0.00674911448732018
"12",-0.00294185616075993,0.0135436877608299,0.00039111849036999,-0.00353146600537002,-0.00800065137445927,0.00127588398754597,0.00954835675656796,-0.00754424091428518,0.00848384760320187,0.000282277032965794
"13",-0.000604773056693375,-0.00913901813328266,-0.00328914728015661,0.000133531197207049,-0.00647530565038323,-0.000252018769970164,-0.000377579621272162,-0.00156969670206308,-0.00332827097736299,0.00102354201953858
"14",0.00239125033840537,0.00476126978173852,-0.00342305353842676,-0.00371920084580779,-0.0123447496443987,-0.00281064189039171,0.000745670753531158,-0.0105189606547356,-0.0160844437777996,0.00850670039653778
"15",0.00386631768196821,0.00889251008629799,0.00199623522348702,-0.000221575930481777,-0.00912018120288849,-0.00149980268906802,-9.76456522039371e-06,0.00263271597214043,0.00630942126736045,0.00535225076600909
"16",-0.00568722002208233,0.00342712132260203,0.00353808095678687,-0.0088898204267025,0.00125347264111042,-0.00415944447740912,0.00138986483216286,-0.00359198870137334,0.0123634720221162,0.00216903141699731
"17",0.00186720839701593,-0.00465473206713796,0.00717989122495055,-0.00488766096532345,-0.00713351042941213,-0.000363349245162681,-0.000742751406505704,-0.00133872451260686,0.00877674948424101,-0.00332465046085417
"18",0.00557290017604828,-0.00160516705363989,0.00451813777908683,0.00063036778010428,-0.00517694838345051,0.00704431626945734,0.00322425318881869,-0.00138654361944646,0.0085420235991478,0.00188834045547992
"19",-0.00313824694603682,0.00377366086468101,-0.000178387519554235,-0.00518467929214239,-0.00588656542822719,0.00732952170073986,0.00163646822329611,-0.00310047552920878,-0.0123080210760236,-0.00257329805754125
"20",0.00345794297754765,0.00295050628483295,0.00155025720596313,0.00247038225643337,-0.0105813536792994,0.00371945323422551,0.00265445886179805,-0.0063354792073369,-0.01609917730093,6.36457043583505e-05
"21",0.00641991244629025,-0.00171463831793517,-0.0017433644970879,0.00251490762457252,-0.00462720636278391,0.00132064195349813,0.000815943232737482,0.00526902358978987,0.00613851845264435,-0.00639727478846908
