"","GS","IBM","AMGN","HON","AXP","CAT","MMM","WBA","DOW","TRV"
"1",0.000600002880673856,0.0149977002292871,-0.00102890667039901,-0.0132497353479266,0.0123578896746039,-0.0047099026851356,-0.0151690179482102,-0.0136902378872037,-0.00219888077117503,-0.00984228122979403
"2",-0.00484606996178627,-0.00625915825366974,0.00328186806291342,-0.0224829819053411,-0.017512284219265,-0.00674238195642829,0.0101453643292189,-0.00207748264074326,-0.0161091424524784,-0.000473815540317446
"3",0.000938709359616041,-0.00226345122791827,4.30009240517393e-05,-0.00653844838961959,0.00463131535798311,0.0173182860016823,0.000218959612539038,-0.00977062433958054,0.0200285017490387,-0.000512766710016876
"4",0.00937245413661003,0.0171576887369156,0.00508633349090815,0.0163352005183697,-0.0090859392657876,0.00124449550639838,0.00273351441137493,0.0137990582734346,4.35041110904422e-05,-7.40632458473556e-05
"5",0.00836691912263632,-0.00258779642172158,0.00745532056316733,0.00498866941779852,-0.001651402679272,-0.0106532508507371,0.012502527795732,0.00538265844807029,-0.0218840260058641,0.00231001526117325
"6",0.00111297436524183,-0.00301984464749694,-2.98858358291909e-05,0.00100055523216724,-0.00358461961150169,-0.000951490423176438,-0.00586874084547162,0.0138181280344725,0.00355833815410733,-0.00853901542723179
"7",0.00252833752892911,0.00858831033110619,-0.0211205743253231,0.0122287189587951,0.0116989109665155,-0.00135985400993377,-0.00697441678494215,-0.00375699833966792,0.0233482196927071,0.000697682495228946
"8",0.00459827668964863,-0.010605538263917,-0.00298184272833169,-0.00495618022978306,0.00263166427612305,-0.00523042259737849,0.00781717244535685,-0.00961857009679079,0.00642652995884418,0.00361598213203251
"9",-0.00655194418504834,-0.00416506407782435,-0.0026050906162709,-0.00298009836114943,-0.00208407477475703,0.0006184620433487,0.00237110629677773,-0.00386210437864065,-0.0073333103209734,0.0022842357866466
"10",-0.00123951153364033,-0.00219118199311197,-0.00879423506557941,-0.0184689778834581,-0.00508006755262613,0.00331729673780501,-0.00337089854292572,-0.00144337164238095,-0.00642435532063246,-0.000522068818099797
"11",0.00490706134587526,0.00357044418342412,-0.0118518369272351,-0.00761471129953861,0.00796881411224604,0.00186788802966475,-0.00603439332917333,-0.00746756419539452,-0.003794283606112,0.00626929337158799
"12",0.00285671069286764,-0.0140474634245038,-0.00381283508613706,0.00835780147463083,0.000161951931659132,-0.00982152856886387,-0.00485480157658458,-0.00196626270189881,-0.00894099846482277,-0.00148267799522728
"13",-0.0051489295437932,-0.00596501538529992,0.000121330347610638,-0.000742947217077017,-0.00440959120169282,-0.00134956277906895,-0.0176403746008873,0.00173291214741766,0.00705035263672471,0.00575375556945801
"14",0.00556555017828941,0.0106933042407036,-0.000460283161373809,9.03133113752119e-05,0.00453658308833838,-0.00247918046079576,-0.0115692066028714,0.0102490475401282,-0.00826781708747149,0.0027080571744591
"15",0.00894269626587629,-0.00714392308145761,-0.00484634935855865,-0.0152716413140297,0.00295374938286841,-0.00781972426921129,0.0047752233222127,0.00651270244270563,-0.0142772970721126,0.00209023617208004
"16",0.00420978851616383,-0.011849507689476,-0.00872696004807949,-0.00710325688123703,-0.00243872567079961,-0.0020301858894527,0.00472902925685048,-0.0104115298017859,-0.00663762027397752,0.0134501773864031
"17",0.0131020685657859,-0.00494299223646522,0.00273937056772411,-0.00621866434812546,0.00912085361778736,0.00635129539296031,-0.00210894038900733,0.00320182763971388,0.00615850649774075,-0.00763880740851164
"18",-0.00725260935723782,0.00199686293490231,-0.0110677853226662,-0.00388529826886952,0.00655780639499426,0.00127847143448889,0.00343738100491464,0.00102341955062002,1.6959456843324e-05,-0.00242822384461761
"19",0.00663142139092088,0.000270078278845176,-0.00108547182753682,0.00368291209451854,-0.00498281279578805,-0.0102120554074645,-0.0143107464537024,0.00343292718753219,0.00137327495031059,-0.008995296433568
"20",0.0117997974157333,0.00461317971348763,-0.00621680915355682,0.0113613586872816,-0.00110512878745794,0.00667433580383658,-0.00715206703171134,0.00398879032582045,0.0128106372430921,-0.00449671689420938
"21",0.00726423412561417,0.00122619268950075,0.00194391526747495,0.00176593603100628,0.00873410049825907,-0.00381344347260892,0.00814872607588768,-0.00264309579506516,0.00496668461710215,-0.0011271454859525
