"","HD","MCD","CAT","DIS","T","RTX","VZ","MMM","DD"
"1",-0.00874187145382166,-0.00330765009857714,0.00361040886491537,-0.00906567741185427,-0.00134616729337722,0.00220337114296854,-0.00207716342993081,0.00425496697425842,0.00481797754764557
"2",-0.00292923394590616,-0.000339042802806944,0.0118705723434687,0.00660796370357275,-0.0103472312912345,0.00684556411579251,0.00469079799950123,0.00657394714653492,-0.00693937344476581
"3",-0.00524360174313188,0.0111074317246675,0.00358489691279829,0.00388634367845953,0.00224816938862205,-0.0100863147526979,0.00436576269567013,0.00656106183305383,-0.00123090215492994
"4",-0.0109610976651311,0.00781960785388947,0.0047504473477602,-0.00753593724220991,0.00393913174048066,0.0182101670652628,0.00374443619512022,-0.00956396106630564,0.0096895806491375
"5",-0.00799733772873878,-0.00530544761568308,-0.00784595869481564,-0.00563389575108886,-0.00122127565555274,-0.0104245766997337,-0.00328928814269602,-0.00268472521565855,0.000603465596213937
"6",-0.00287710502743721,-0.0181662384420633,0.0059942714869976,0.00680035911500454,-0.00338654895313084,-0.00291549251414835,0.00313167460262775,0.00971749518066645,-0.00555905792862177
"7",-0.00515648722648621,0.0146104572340846,-0.00101941882167011,-0.00589252868667245,0.00607805838808417,-0.0042329141870141,0.0035157788079232,-0.000896382553037256,0.000947295862715691
"8",-0.017155459150672,0.0016679794061929,0.010481545701623,-0.00341887981630862,0.00392708601430058,0.00301318569108844,0.000888735172338784,7.82668648753315e-05,0.00630273623391986
"9",0.00123496446758509,0.00410800520330667,-0.0157440192997456,0.000241457208176143,-0.00134925858583301,-0.00567189045250416,-0.00277734571136534,0.0101030003279448,0.00471029244363308
"10",-0.00780071690678596,0.00204437458887696,-0.00763047439977527,-0.00879109837114811,0.0119956526905298,0.0117775844410062,-0.00554594676941633,0.000856236380059272,0.0127585791051388
"11",0.00125744566321373,0.00521038100123405,0.00704415561631322,-0.00523037184029818,0.0040646200068295,0.00238019460812211,0.000119762073154561,-0.00286431750282645,-0.00891622435301542
"12",-0.00372828030958772,0.00901683419942856,0.000209211080800742,-0.00491398107260466,0.000128565574414097,-0.000686747371219099,0.00483692018315196,-0.00510520441457629,-0.00951907224953175
"13",0.00771774863824248,-0.00366746867075562,-0.00625180499628186,2.2310478016152e-05,-0.00201715319417417,-0.000167535516084172,-0.00184861849993467,-0.00992399826645851,0.00198822352103889
"14",-0.00147765839938074,0.0103181945160031,-0.00321683031506836,-0.010106154717505,0.00356302782893181,-0.0105164209380746,0.000607694673817605,-0.00374141149222851,0.000548131763935089
"15",-0.00238293781876564,-0.00831994134932756,-0.00507178995758295,-0.00263741705566645,0.0058287875726819,-0.00653189606964588,0.006100885104388,-0.00018900353461504,0.000129233216284774
"16",-0.0133560448884964,-0.0145513899624348,-0.00450334278866649,-0.00515065528452396,-0.00498953415080905,0.00129006046336144,0.00444793421775103,-0.00829966738820076,9.51494221226312e-05
"17",-0.00827103108167648,0.00497634522616863,0.00490806670859456,-0.00140919780824333,0.0178726203739643,0.00344207184389234,0.00658139353618026,-0.00141564500518143,-0.0122613571584225
"18",-0.00986051373183727,-0.00144535023719072,-0.0071858330629766,-0.0118992626667023,-0.00119060312863439,-0.00142687757033855,-0.00028113613370806,0.00319970422424376,-0.00546130631119013
"19",-0.0016947373514995,0.00403975928202271,0.00137916847597808,-0.00286164134740829,0.00207636691629887,-0.000591857300605625,-0.000114798502181657,-0.012249480932951,0.00284705078229308
"20",-0.00560352765023708,-0.000820026849396527,-0.00131047971080989,-0.00591433048248291,0.00280252168886364,-0.00818866305053234,0.000975455797743052,-0.00434487452730536,-0.00100585573818535
"21",-0.00543172331526875,0.00260329945012927,0.00169920339249074,0.00103846134152263,-0.00291691464371979,-0.00121742591727525,-0.00543996319174767,-0.0137081341817975,0.000527445867192
