"","UNH","MCD","KO","IBM","CAT","DD","RTX","AXP","MMM","TRV"
"1",0.00423268880695105,0.00121803511865437,-0.000256654806435108,-0.000639046658761799,-0.00568791339173913,-0.00135419715661556,-0.00384126813150942,-0.000112834910396487,-0.000235882151173428,0.00393781624734402
"2",0.00289788376539946,-0.00770879071205854,0.00344273494556546,0.00714997947216034,0.000351759983459488,0.0140091786161065,-0.00119454425293952,0.00134042755234987,-0.00236972398124635,-0.00357311661355197
"3",-0.000137117094709538,-0.00721855694428086,0.00158686493523419,-0.00374339427798986,-0.00286494661122561,0.00387877668254077,-0.00105677824467421,-0.00373429199680686,0.00317887612618506,0.00231443904340267
"4",-0.00347401271574199,-0.00517634861171246,0.000629998568911105,0.00803052261471748,0.00168389454483986,-0.00209849048405886,-0.000239070563111454,-0.00159483309835196,0.0036451923660934,0.00467845425009727
"5",-0.000550024560652673,-0.0016540817450732,0.00390739180147648,-0.00815273262560368,0.00267624971456826,0.00544261513277888,0.000232851321925409,-0.00243193469941616,0.00246715336106718,-0.000523066613823175
"6",-0.00678324000909925,0.00180079892743379,-0.00391753995791078,-0.0137613983824849,0.00403542863205075,0.00961476191878319,0.00444884039461613,0.00941175781190395,0.00160089670680463,-0.000913282099645585
"7",-1.97189547179732e-05,-0.0037811694201082,0.00161690765526146,0.00461321230977774,0.015535157173872,-0.00795387849211693,0.000186125165782869,-0.0019031276460737,-0.0076289102435112,0.00022441812325269
"8",0.00331030809320509,-0.00226991111412644,0.00266637187451124,-0.00712726498022676,0.00547799188643694,0.00586188212037086,-0.00143576855771244,0.00600542174652219,0.000125782025861554,0.00603368878364563
"9",-0.000804756418801844,0.000561095890589058,0.000658506993204355,-0.00417469814419746,0.00273257354274392,0.000950736401136965,-0.00342134688980877,-0.00182729482185096,-0.00348360626958311,-0.00465088058263063
"10",0.000426847022026777,0.00183367694262415,0.0021431646309793,0.0077673546038568,0.00117502617649734,-0.00464514084160328,0.000132605477119796,-0.00317643256857991,0.000442309712525457,0.00267848675139248
"11",-0.00927313324064016,-0.00199107127264142,-0.00340523640625179,-0.00485100969672203,-0.012809632346034,0.00702662672847509,-0.000839445972815156,0.000833738828077912,-0.000804170791525394,-0.0060370285063982
"12",0.000679138116538525,0.00345063838176429,0.00355097581632435,-0.00249799527227879,-0.000732697430066764,-0.00136257568374276,-0.00384246883913875,-0.000517704349476844,0.00235620141029358,-0.00162169174291193
"13",0.000206828146474436,0.00207840744405985,0.000355363707058132,0.00621300516650081,0.00461729941889644,-0.00137802353128791,0.00128284783568233,-0.00610775407403708,0.000685296719893813,-0.00261994497850537
"14",0.00249288138002157,0.00129686493892223,0.00325527228415012,0.000976659473963082,0.0142168272286654,0.00476923119276762,-0.000173279069713317,-0.00105391012039036,0.00103945680893958,0.00344001036137342
"15",0.000883475295267999,3.50261034327559e-05,0.000714246823918074,0.00270995660685003,-0.00293080718256533,-0.00281191803514957,-0.000597889185883105,-0.00295155099593103,0.00251826061867177,0.000562390079721808
"16",-0.00148776103742421,0.00307978969067335,0.00283964956179261,0.000298554863547906,0.00610113982111216,0.000584660621825606,-0.0025580117944628,-0.00247273803688586,-0.001245207618922,-0.00425341725349426
"17",0.00341769703663886,0.00155954225920141,0.00201417692005634,-0.00178807158954442,-0.00345943309366703,-0.00201052473857999,-0.00219816039316356,-0.000725425663404167,-0.00890704151242971,-0.00163367693312466
"18",-0.00663751782849431,0.0056360112503171,-0.00036983226891607,0.00272731110453606,-0.00460215844213963,-0.00150935666169971,-7.0782785769552e-05,-0.00125802669208497,-0.00445975083857775,-0.000818142900243402
"19",0.000640026584733278,0.00123082811478525,0.00251220795325935,-0.00183220906183124,0.0116450162604451,-0.00012485463230405,-0.00788992457091808,0.00206434796564281,0.00379340816289186,0.000208544835913926
"20",-0.0061844838783145,0.00190991454292089,-0.00120205769781023,-0.00370246032252908,0.00321920914575458,-0.000925052852835506,-0.00399578688666224,-0.0031910352408886,0.00277003319934011,-0.00132754386868328
"21",-0.00370889925397933,0.00127667211927474,0.00268178549595177,0.00235004490241408,-0.00539323315024376,0.00674381479620934,-0.000493178027682006,0.00118887366261333,0.00331835728138685,0.002043153392151
