"","KO","CAT","T","DIS","MCD","VZ","RTX","MMM","DD"
"1",0.00146729755215347,-0.00451006833463907,-0.000801496556960046,-0.00870576128363609,-0.000321576837450266,0.00388115388341248,0.00414730189368129,-0.00689867231994867,0.0136867268010974
"2",0.00213248957879841,0.000306654575979337,-0.010076180100441,-0.00468302983790636,0.000858055311255157,0.00376773974858224,-0.00733165862038732,0.0025041273329407,-0.00307480501942337
"3",0.00706759234890342,0.00990886427462101,-0.00630037020891905,-0.00245595024898648,-0.0174202211201191,-0.0117380553856492,-0.0135903330519795,-0.00318418093957007,0.00505664013326168
"4",0.0095850732177496,0.00240149232558906,-0.00705734454095364,-0.00157215364743024,0.0037953897845,-0.0128212245181203,-0.000567584938835353,-0.000583850545808673,0.00609172973781824
"5",-0.00974367931485176,0.00493829464539886,0.00664904341101646,-0.00768556911498308,0.00321331806480885,0.00597978383302689,-0.00553075131028891,0.00216223392635584,-0.00649511581286788
"6",0.00568884890526533,0.00208298698998988,-0.00523422006517649,0.00178436620626599,-0.0050522149540484,-0.00374063081108034,-0.00304885930381715,-0.0121439527720213,-0.0078477468341589
"7",-0.000820851826574653,-0.00609289249405265,0.000244541675783694,-0.00904499366879463,0.00253228191286325,-0.00237142969854176,0.00683655450120568,-0.000788592791650444,0.000482982228277251
"8",0.000249345786869526,0.00303065241314471,0.001783890533261,-0.000499931513331831,0.00291316770017147,0.00242438027635217,0.00260084168985486,-0.00576817989349365,-0.00742139620706439
"9",0.00757565628737211,-0.00295738317072392,-0.00268074474297464,0.000702958786860108,0.00790931843221188,0.000310052681015804,-0.000894375320058316,-0.00382778025232255,-0.00839435588568449
"10",-0.00170533882919699,-0.00262773595750332,-0.00123694213107228,-0.00721442932263017,-0.000472862186143175,0.00725486176088452,-0.0119223427027464,-0.00102982728276402,-8.09659395599738e-05
"11",-0.00204634782858193,0.00511132040992379,0.00636817747727036,0.00127053854521364,0.00447418866679072,-0.00595629401504993,0.00452747801318765,0.00259124091826379,-0.00365908932872117
"12",-0.000304689136100933,-0.0106433872133493,0.00186304235830903,-0.00683390349149704,0.00584316905587912,-0.000260610977420583,-0.000948600645642728,-0.00184336409438401,-0.00125818455126137
"13",-0.00573646323755383,-0.00207043113186955,-0.000828056421596557,-0.000180629693204537,-0.0138724017888308,0.0081805307418108,-0.00486081326380372,-0.00425998819991946,0.00434585474431515
"14",0.0059185535646975,0.00354799488559365,0.0124450614675879,0.000954100454691797,-0.0068337763659656,-0.00881756935268641,0.00316801574081182,0.00197183433920145,-0.00697446893900633
"15",0.0062248669564724,-0.00235267379321158,-0.00121102028060704,-0.00514506408944726,-0.001535834511742,0.00355872581712902,0.00150180177297443,0.00174265168607235,0.00389750814065337
"16",-0.00549560785293579,-0.00256252125836909,0.00524178147315979,0.0116834230720997,0.000704308389686048,-0.0013482344802469,0.00999675132334232,-0.00146329868584871,-0.00603943876922131
"17",-0.000174139713635668,0.00730309356004,0.00380052905529737,-0.0049190279096365,0.00155411020386964,0.00504949362948537,-0.00927802268415689,0.00206675822846591,-0.00244049658067524
"18",0.00213609938509762,-0.00128457485698164,0.000752150313928723,-0.00179561704862863,0.00170519319362938,0.00289982836693525,0.00224143173545599,-0.00234412448480725,0.01059499848634
"19",-0.00416187243536115,-0.00421027559787035,0.00561157939955592,-0.000705507292877883,-0.000865796464495361,-0.00397545751184225,-0.00591819873079658,-0.00552057800814509,-0.0102276308462024
"20",0.00597159052267671,0.0106917088851333,-0.00502333045005798,-0.00964674167335033,-0.0024045673198998,0.00977424252778292,-0.00664865877479315,-0.00211460888385773,-0.00661824690178037
"21",-0.00219364720396698,-0.0038930787704885,0.00257814512588084,-0.00244936859235168,0.0127889048308134,-0.00348460394889116,0.000890453404281288,-0.00303395022638142,0.00284611666575074
