"","MCD","IBM","DD","KO","NKE","RTX","MMM","WBA","AXP","TRV"
"1",0.00929256062954664,0.00167295057326555,-0.0168533716350794,0.00208681146614254,0.0097008952870965,0.00281568360514939,-0.00493716960772872,-0.00378216314129531,0.00374269997701049,-9.08802612684667e-05
"2",-0.000809486256912351,-0.00360922235995531,0.00782484095543623,0.0010474972659722,0.0110575724393129,0.00581385707482696,0.0132324676960707,-0.00460780458524823,-0.00220449967309833,-0.0122303413227201
"3",-0.0010511779692024,-0.00168499653227627,-0.0105805536732078,0.00670392252504826,0.00388727569952607,0.00624203449115157,-0.00433030351996422,-0.0114407306537032,-0.00187924050260335,0.00238664238713682
"4",-0.00269058882258832,0.00212105340324342,-0.00670023448765278,0.00176973023917526,-0.00510586751624942,-0.0184048637747765,-0.00799879431724548,-0.00549768144264817,-0.00435136584565043,-0.00572175113484263
"5",-0.00396346440538764,0.00457893125712872,-0.00649765180423856,-0.000871656928211451,0.00508002145215869,0.00689988071098924,-0.00622194446623325,-0.00808447599411011,-0.00729181990027428,0.00536971678957343
"6",-0.00546913733705878,-0.000159496819833294,-0.00566850183531642,-0.000523010035976768,-0.00428211642429233,-0.00388751877471805,0.000110174216388259,-0.000653049792163074,-0.00549535686150193,-0.00548085570335388
"7",-5.83978435315657e-05,-0.00322578265331686,0.00430746609345078,0.00545589067041874,0.00169652805197984,-0.00606911396607757,-0.0104481056332588,-0.000542590219993144,-0.00273184711113572,0.00257316115312278
"8",-0.00883907824754715,-0.00339019135572016,-0.00659139873459935,-0.00108151242602617,-0.00357094779610634,0.000944109167903662,0.00287736137397587,0.00508412951603532,-0.00358817889355123,-0.00594427762553096
"9",0.00136771390680224,-0.00294237327761948,-0.0019818190485239,-0.0113856988027692,0.00493778893724084,-0.00847320910543203,-0.00228665489703417,0.00635044230148196,-0.00244383071549237,0.000684179947711527
"10",0.00497202901169658,0.00434030871838331,-0.00104087800718844,-0.00884047988802195,0.00188969529699534,-0.00120364502072334,0.000779385678470135,0.0100276414304972,-0.00225742068141699,0.00340522523038089
"11",-0.00492768175899982,-0.00209030299447477,0.00174489838536829,0.00256898696534336,0.000238332970184274,-0.000841420202050358,0.00613001966848969,0.00353048415854573,-0.000462660798802972,0.00501714926213026
"12",0.00367435347288847,0.00825462117791176,-0.00872755330055952,0.00682858750224113,0.00461211567744613,-0.000923644634895027,0.00312515767291188,8.7865482782945e-05,0.00420868070796132,0.000469067803351209
"13",-0.00769907934591174,0.00600167224183679,0.000882215914316475,0.00224185106344521,-0.00723594287410378,-0.00604037242010236,0.000624414766207337,-0.00111513049341738,0.000466104946099222,-0.00798237044364214
"14",0.00599539279937744,-0.00342861795797944,-0.00607280153781176,-0.00345771224237978,0.00517655769363046,0.0117383999750018,0.00580632593482733,-0.000735455134417862,-0.00218292302452028,0.0034574163146317
"15",-0.00461453292518854,-0.00431593507528305,-0.00357355363667011,-0.000827808165922761,-0.00691646104678512,-0.0197841562330723,0.00599745009094477,0.000621974177192897,0.00435899896547198,-0.00562153337523341
"16",0.00112006394192576,0.0018332414329052,-0.00888635963201523,0.0076297465711832,0.00315691577270627,-0.00670837424695492,0.00353363482281566,0.00527058076113462,0.00109992909710854,0.000236190258874558
"17",-0.00249929679557681,-0.00456799659878016,-0.00344087020494044,-0.00610358873382211,-0.0102296555414796,-0.00238505844026804,0.00255178101360798,0.00552790751680732,-0.00113554706331342,-0.00988297443836927
"18",-0.00184038642328233,0.00469257915392518,-0.00966186728328466,0.000705116137396544,0.0107731251046062,-0.000293338001938537,-0.00380645040422678,0.0111545007675886,-0.00743491109460592,0.00503186043351889
"19",0.00264593213796616,0.00362791330553591,0.011768233962357,0.00624802056699991,-0.00104665581602603,0.00577351916581392,-0.00413838215172291,0.00074152194429189,-0.00385292572900653,-0.0104948095977306
"20",-0.0113994181156158,0.0046880622394383,-0.00191568315494806,0.00244962214492261,-0.00465392926707864,-0.000626732013188303,0.00421002740040421,0.00296414806507528,-0.000431008811574429,0.00483138719573617
"21",0.00564808025956154,0.0041562095284462,0.00120264035649598,0.00343977403827012,-0.00141159980557859,-0.00207311660051346,-0.00333535531535745,0.0105587048456073,-0.00237811892293394,-0.00533168995752931
