"","NKE","GS","RTX","IBM","CAT","MMM","AXP","WBA","DOW","TRV"
"1",-0.00122905406169593,0.00123117538169026,0.00796234700828791,0.00520045962184668,-0.00327426544390619,-0.00282490230165422,-0.00751982815563679,0.0225741099566221,0.0358368493616581,-0.0163769945502281
"2",0.0156869851052761,-0.00610735034570098,-0.031544853001833,-0.0165066625922918,-0.0165805872529745,0.0141795910894871,-0.0113097690045834,0.0115234535187483,0.0113629270344973,0.00152555573731661
"3",0.0154967866837978,0.0182756781578064,0.0157232973724604,-0.012160237878561,0.0075464635156095,0.00229262979701161,0.00995089206844568,0.0028544410597533,-0.0132383983582258,0.00232712714932859
"4",0.00292031955905259,-0.0110081220045686,0.0192375928163528,-0.00371159613132477,0.00422456208616495,-0.0101967537775636,0.0200981255620718,0.000552985817193985,0.0258524529635906,0.00834161322563887
"5",-0.00371994846500456,0.000472621206426993,-0.0034389712382108,0.00597397889941931,0.00256521091796458,-0.00174938933923841,0.0108197499066591,-0.00732095818966627,0.0107401739805937,0.00138345162849873
"6",0.00150687724817544,0.0137415109202266,0.0244479980319738,0.000438332965131849,-0.00664064334705472,0.00693780556321144,-0.029881689697504,0.00386566598899662,0.0163897834718227,-0.000919376616366208
"7",0.00752363773062825,0.00609933584928513,-0.0471289344131947,-0.0026761400513351,-0.00791008770465851,0.000225557261728682,-0.0158150270581245,0.000184259319212288,0.00816398113965988,-0.00562667287886143
"8",-0.00016733625670895,0.00397308357059956,0.0044287103228271,0.00537127768620849,-0.00482628447934985,0.00719017162919044,-0.00530766462907195,-0.00470841629430652,-0.0048962919972837,-0.00460213981568813
"9",-0.0065704295411706,0.00525926845148206,-0.0490257553756237,0.00456254882737994,0.00789140909910202,-0.00174477638211101,0.00622791470959783,-0.00549518223851919,0.0130074182525277,0.00433580856770277
"10",-0.0125883556902409,0.0113509278744459,0.00264543201774359,-0.0114851407706738,-0.00894803553819656,-0.00188816571608186,0.00127411261200905,-0.00726394215598702,0.00357196596451104,-0.000956590694840997
"11",-0.0030283008236438,0.00778048252686858,-0.05045161023736,-0.0117661086842418,0.00221654609777033,-0.00190301705151796,0.0182513147592545,-0.000500752532389015,-0.0114176971837878,-0.0131273902952671
"12",0.0115645248442888,0.00411952007561922,-0.0141071928665042,0.00852467864751816,0.00358640705235302,-0.00531660718843341,0.00708385789766908,-0.000771063263528049,0.0102273132652044,0.00305852456949651
"13",3.42669663950801e-05,0.00383984250947833,-0.0122166983783245,-0.00388426287099719,0.010577317327261,-0.00338962813839316,-0.0211698338389397,-0.00852847937494516,-0.0020847397390753,0.00285185663960874
"14",0.00219601090066135,-0.00395587086677551,-0.0329633392393589,0.00556212337687612,-0.00409465469419956,0.0105354366824031,0.00132331403438002,0.00236396677792072,0.00314169400371611,0.00258730631321669
"15",-0.0103931641206145,0.0033813847694546,0.00155590963549912,0.00646626343950629,0.000385437597287819,-0.00409738114103675,-0.0109993927180767,-0.00153936888091266,0.00878813862800598,-0.00419663172215223
"16",-0.00343164545483887,0.00527321314439178,-0.0647866502404213,0.00436739111319184,-0.0052416268736124,0.00166704913135618,0.00507977558299899,-0.006088568829,-0.00162582751363516,0.00571782141923904
"17",-0.000861512264236808,-0.00442304136231542,0.01427011936903,-0.000817827647551894,-0.0111838979646564,0.00267702247947454,0.00241065234877169,-0.0069199139252305,0.00518081011250615,0.00146389193832874
"18",0.0120984809473157,0.00057615980040282,-0.0972919687628746,0.0119034899398685,-0.0144106959924102,-0.00958670489490032,0.00876364484429359,-0.00720981135964394,0.000152787819388323,0.000104778380773496
"19",0.00636981008574367,0.00374079379253089,0.0274031814187765,-0.00247446889989078,0.00328693795017898,-0.00651523983106017,0.00397730246186256,-0.00274979392997921,-0.000195894841453992,-0.010546924546361
"20",-0.00361395557411015,-0.00215121870860457,-0.0494297295808792,-0.00184591731522232,5.58597675990313e-05,0.001766377245076,0.00514075998216867,-0.014568448998034,-0.00631163874641061,0.0013234477955848
"21",0.00431851763278246,0.0010424223728478,0.0128667941316962,0.00325281964614987,0.00693249702453613,-0.00552101014181972,-0.00178920978214592,-0.00452693877741694,-0.00640955707058311,7.38031985747511e-06
