"","BA","IBM","MCD","KO","CAT","DD","RTX","AXP","MMM","TRV"
"1",-1.08148776689632e-06,0.0058604646474123,0.00166777940467,0.00337642733938992,-0.00735962204635143,0.00433110911399126,-5.45762341062073e-05,-0.000248981377808377,0.00306019769050181,-0.000691473425831646
"2",0.00339374714531004,-0.000511952210217714,0.00176240701694041,0.00137511442881078,-0.00353815709240735,0.00778257520869374,-0.00132643082179129,-0.00335142924450338,0.00744337448850274,0.00368331698700786
"3",0.00457058753818274,-0.000949894252698869,0.00152786471880972,0.00151824078056961,0.00691031059250236,0.000443186581833288,-0.00314520578831434,-0.0039181113243103,0.000338793004630134,-0.00448034796863794
"4",0.00845941994339228,0.00157486996613443,0.00302827940322459,0.00230117444880307,-0.00578299956396222,-0.000351882190443575,0.000868811446707696,0.00203800271265209,-0.000615137279964983,-0.00441626412793994
"5",0.00774923805147409,-0.00164985307492316,0.00301735172979534,-0.00179305451456457,-0.00240015517920256,-0.00512980204075575,-0.00716949952766299,0.00065502425422892,0.00211316696368158,0.00267101521603763
"6",0.0051493882201612,-0.00375915714539587,-0.00189291907008737,0.0057293064892292,-0.00890791416168213,0.00296012661419809,-0.00355442077852786,0.00124840484932065,0.00216777110472322,-0.00270756054669619
"7",-0.00660772807896137,-0.00372442789375782,0.00121682684402913,0.00609811767935753,0.00411953125149012,-0.0085836099460721,0.00259095500223339,0.00356541201472282,0.00259493384510279,-0.00631600013002753
"8",-0.000276417937129736,0.00265500019304454,0.00271575665101409,0.00460221478715539,-0.00652359193190932,0.00441951397806406,-0.00321525405161083,0.00545588694512844,-0.00129924155771732,-0.00093943695537746
"9",-0.00213484070263803,0.00398906506597996,0.00162386998999864,-0.00120394711848348,0.00611316971480846,0.00364619214087725,0.00308413314633071,-0.000987056759186089,-0.00090571230975911,0.000811523583251983
"10",0.000631380535196513,-0.00422936631366611,0.00216421717777848,-0.00039098973502405,-0.00754476757720113,0.00718893855810165,-0.00311142788268626,-0.000969572167377919,-0.000333718926412985,-0.00492243468761444
"11",0.00106648018117994,-0.00609354907646775,0.00217114784754813,-0.000940505648031831,0.00229668500833213,0.000867677561473101,0.000866795424371958,-0.0013448134995997,-0.00135740824043751,-2.37136700889096e-05
"12",-0.00283241458237171,0.000568546238355339,-0.000805227959062904,0.000117302231956273,0.00071741861756891,-0.000909457739908248,0.000788359495345503,-0.00159114843700081,-0.0011255027493462,-0.00304092280566692
"13",0.000593873672187328,0.000523223599884659,0.00142705230973661,0.000906580942682922,-0.00749609433114529,-0.00402036309242249,-0.00215142173692584,-0.00733453175053,-0.000956007221248001,-0.000833841972053051
"14",0.000826598086860031,-0.00356778595596552,0.0042499010451138,0.00307846558280289,0.0122594907879829,-0.0023746092338115,0.00124982313718647,-0.00109820486977696,0.000916061108000576,-0.00192615308333188
"15",0.000550408556591719,-0.00187281204853207,0.00226066447794437,0.00177494052331895,0.00302690104581416,0.00659878412261605,-0.00972771551460028,-0.000892257899977267,-0.00262450822629035,-0.000861353648360819
"16",-0.000545973191037774,0.00212758500128984,6.20744613115676e-05,-0.000548162613995373,9.03252148418687e-05,-0.00466315867379308,-0.00311961560510099,0.00219414918683469,0.000536232255399227,-0.00270179961808026
"17",-0.00145505485124886,-0.000729856372345239,0.000845898466650397,0.00218736776150763,-0.0117173986509442,-0.00126896018628031,0.00846215430647135,0.00799061451107264,-0.00395700801163912,-0.00334136933088303
"18",-0.00703878747299314,-0.00570057472214103,0.0068119983188808,0.00149643165059388,-0.00128208287060261,0.00189675111323595,0.000908235611859709,0.0042294031009078,0.000642041850369424,-0.000100236255093478
"19",0.00471564987674356,-0.00632794434204698,-0.00019192328909412,0.00481032999232411,-0.00113037822302431,-0.0051545356400311,0.00371893052943051,0.00222554174251854,-0.0052236313931644,-0.00111188250593841
"20",-0.00136480014771223,0.00109889882151037,-0.00102330790832639,-0.00212983042001724,-0.00780402915552258,0.00660166889429092,-0.00263610342517495,0.00230058981105685,0.00561771495267749,-0.000233605707762763
"21",0.000978019321337342,-0.000853349338285625,0.00358978030271828,0.00517144380137324,0.00118603382725269,0.00108571501914412,-0.000631412549410015,0.00393281783908606,-0.00634165666997433,-0.00477325404062867
