"","GS","AMGN","IBM","HON","AXP","CAT","MMM","WBA","DOW","TRV"
"1",0.00109665829222649,0.0131010189652443,0.0114488014951348,0.0163734126836061,0.0167667046189308,0.00252724275924265,0.00875797029584646,0.0155326733365655,-0.00190741068217903,-0.0118879666551948
"2",-0.0276851058006287,-0.00375921651721001,0.00291705364361405,0.0175516251474619,0.0176289118826389,0.00829637609422207,0.00781551841646433,0.016154445707798,0.00369647541083395,0.0224936958402395
"3",0.00422127731144428,-0.00786388851702213,-0.0121545977890491,0.0159884355962276,0.000198739013285376,-3.36786288244184e-05,-0.0026970689650625,0.0168979596346617,0.00987445563077927,0.0159307848662138
"4",-0.00986358989030123,0.0107839871197939,-0.0092737739905715,-0.00518498662859201,-0.00607661623507738,0.00295444787479937,0.00280004669912159,-0.000222331014811061,-0.00390675058588386,0.0228123459964991
"5",0.00116291886661202,-0.0110379010438919,-0.0344319716095924,-0.0198538638651371,0.00710577890276909,0.00224309111945331,-0.00145503168459982,0.0326707251369953,-0.00172290275804698,-0.00404733791947365
"6",0.0105402274057269,-0.00667231762781739,-0.0300926193594933,-0.00140892143826932,0.00441697286441922,-0.00400836486369371,-0.00113917049020529,-0.00788213685154915,-9.41442776820622e-05,8.87620699359104e-05
"7",-0.00380477146245539,-0.00201867055147886,-0.0182312745600939,-0.00785189587622881,0.00975610688328743,-0.00271068280562758,0.00386875867843628,-0.00103946309536695,-0.0130224088206887,0.0103420242667198
"8",1.49323659570655e-05,0.00103615259286016,0.0407025627791882,-0.00463624857366085,-0.00748279271647334,0.00118653057143092,-4.69683582196012e-05,-0.0146880820393562,-0.00314499111846089,-0.0106121161952615
"9",0.00861288234591484,-0.00490245269611478,-0.00234274892136455,0.00135343568399549,0.0133766895160079,-0.00488064577803016,-0.000168968865182251,0.00147986900992692,0.0069731967523694,0.000873803277499974
"10",0.00155733339488506,0.00567207671701908,0.00459001818671823,0.00711142690852284,-0.00186992192175239,-1.73963708220981e-05,-0.00447160750627518,0.00139871926512569,-0.00316076772287488,-0.000734417117200792
"11",-0.00214943219907582,-0.00165375194046646,0.00208930252119899,-0.0074832565151155,0.00485321180894971,-0.007620042655617,0.00114157039206475,0.00305326259694993,-0.00231447862461209,0.00583342183381319
"12",0.0113248154520988,-0.00866483617573977,-0.00841483008116484,-0.00897200964391232,-0.00490597588941455,0.00243394472636282,0.00369030190631747,0.00277595920488238,0.0180163811892271,-0.0140349622815847
"13",-0.00158441008534282,-0.0122452974319458,-0.0282209627330303,0.0133174462243915,0.00453679449856281,0.00529469875618815,-0.00748372124508023,-0.00850720051676035,-0.00723517499864101,0.0161631386727095
"14",-0.00196437863633037,0.000824025832116604,-0.0174671318382025,0.00127875420730561,0.00724686915054917,0.000439634401118383,-0.00325485039502382,-9.92951463558711e-05,-0.000620855367742479,0.00659687910228968
"15",0.00442629726603627,-0.00662485044449568,0.0129835717380047,0.0019856751896441,0.00898393336683512,-0.00204518926329911,-0.00196142424829304,-0.01122588198632,-0.00388369616121054,-0.00301660597324371
"16",-0.00758675672113895,-0.00449054734781384,-0.0029603608418256,-0.00547311548143625,0.00502624409273267,-4.35963920608629e-05,-0.00517255160957575,-0.0102872177958488,-0.00667159678414464,-0.00538397580385208
"17",-0.0112306298688054,-6.94270565873012e-05,0.0124454190954566,0.0064561078324914,0.000976001843810081,0.00149873411282897,-0.00819562096148729,-0.00538036599755287,0.0018274902831763,0.00105598208028823
"18",0.00612012483179569,0.000351168593624607,0.0137892924249172,-0.00342131592333317,-0.00292397569864988,-0.00414100335910916,-0.011793402954936,-0.00781081849709153,0.0195838157087564,0.000141894561238587
"19",0.00717727839946747,-0.00690010190010071,-0.00429031951352954,-0.00339634297415614,0.00546183064579964,-0.00221585179679096,-0.00832858309149742,0.00642669992521405,-7.78399044065736e-05,-0.00403447868302464
"20",-0.00266838748939335,-0.00327714392915368,-0.00423856684938073,0.000355358555680141,-0.0032282245811075,0.00190200272481889,-0.0072422088123858,-0.00286375381983817,0.00222668470814824,0.00336430198512971
"21",0.00312042376026511,-0.00467236060649157,0.00132666248828173,-0.000434950110502541,0.0057420521043241,-0.00172604830004275,-0.00407115137204528,0.00231994781643152,-0.00576056214049459,-0.00335110863670707
