"","WMT","GS","CAT","AXP","RTX","DD","UNH","NKE","MMM","TRV"
"1",-0.00514019699767232,-0.000442820746684447,0.00177787407301366,-0.00494706863537431,0.00241402140818536,-0.00123445421922952,-0.00181198620703071,0.025993475690484,-0.00483900122344494,0.0022715067025274
"2",-0.00808240100741386,-0.0101059544831514,0.0132839614525437,0.00253029959276319,0.00332916970364749,0.0104212360456586,0.00310489744879305,0.00202834722585976,0.0123794954270124,0.00638665212318301
"3",-0.00564876990392804,-0.00631600199267268,-0.0117895128205419,-0.00270486413501203,0.00163588975556195,0.0039124614559114,0.00491323927417397,0.000674715091008693,-0.00767073687165976,-0.00400817953050137
"4",-0.00413311645388603,-0.00189629662781954,0.00349877611733973,-0.000655589625239372,-0.00526781100779772,0.0015317517099902,-0.000789674930274487,-0.00281459256075323,0.035943653434515,0.0023357211612165
"5",0.00473075313493609,-0.0028329030610621,-0.000653625000268221,-0.00903924461454153,-0.00360474199987948,-0.00345582934096456,-0.000449315586593002,0.00715099647641182,0.0193376298993826,-0.00120696355588734
"6",0.00216588540934026,0.000439129944425076,0.00176333624403924,0.00299832131713629,-0.00272564287297428,-0.00773154757916927,0.0100629813969135,0.00106787693221122,-0.00424902373924851,-0.00155687413644046
"7",-0.00191003130748868,0.00286909751594067,0.00451986771076918,0.00319155142642558,-0.00100216153077781,-0.00294294720515609,-0.0107106724753976,-0.000548746611457318,-0.000229119134019129,-0.0010731655638665
"8",0.00137382186949253,0.000903509557247162,-0.00265670125372708,0.00495570106431842,-0.00620911829173565,0.00143510347697884,-0.00673040840774775,-0.0103585449978709,-0.000505451112985611,-0.0024255292955786
"9",0.00571786286309361,0.00262276502326131,0.0111888376995921,0.00461270334199071,-0.00597180007025599,0.00571802165359259,-0.00144344998989254,0.00553123746067286,0.00119042000733316,-0.00134540523868054
"10",-0.00690625607967377,-0.00608337437734008,-0.00109298212919384,0.00042683444917202,0.00278329872526228,0.0093809999525547,0.00636758375912905,-0.000841564440634102,0.00368128740228713,0.000432344590080902
"11",0.000738751667086035,0.00281458254903555,-0.0080188000574708,0.000510794925503433,-0.00129528029356152,-0.00628430629149079,0.00879670958966017,-0.00337512255646288,-0.00318612647242844,2.45214159804164e-05
"12",-0.000746609235648066,-0.000351288850652054,0.00346434465609491,0.0046821478754282,-0.00403244374319911,-0.00244950619526207,0.00274841440841556,0.00224364292807877,0.00926395133137703,-0.00222880626097322
"13",-0.00769444042816758,0.00196663686074317,-0.0095324944704771,0.00622309790924191,-0.00783862732350826,-0.00132639973890036,0.00400003511458635,0.000936303753405809,-0.00234687863849103,-0.000771974271629006
"14",0.000134613103000447,-0.001206413959153,-0.00794162787497044,-0.00125925871543586,0.00331803993321955,-0.000944796658586711,-0.00274852174334228,-0.00153035088442266,0.00296833063475788,0.00152149249333888
"15",0.00455576507374644,0.00511451065540314,0.0022075274027884,-0.00106714095454663,0.000709481479134411,0.00301657756790519,0.00479374825954437,0.00354269612580538,0.000581203436013311,0.000622402061708272
"16",0.00061525555793196,-0.00242806202732027,0.00211518909782171,-0.00169468997046351,-0.00627620937302709,-0.00178049725946039,0.00371844181790948,-0.00205643009394407,0.00124765082728118,-0.000811027653981
"17",0.000873387849424034,0.00395783595740795,0.00430119782686234,-0.000113901165605057,-0.0029565840959549,0.00284352246671915,0.00383414351381361,-0.000255987572018057,-0.00286672217771411,0.00253174151293933
"18",0.00139647372998297,0.00329651264473796,-0.00173282460309565,-0.0047107539139688,-0.00106313161086291,0.00228033470921218,0.0090308953076601,-0.00714821927249432,0.000795154890511185,0.000441584707004949
"19",0.00611050985753536,0.000303845532471314,0.00430271122604609,-0.0137020172551274,0.000354305258952081,-0.00701390346512198,-0.00317176594398916,0.0100268861278892,-0.00181005254853517,-0.000819913111627102
"20",-0.0010666431626305,0.00198770640417933,0.00423661665990949,0.000452878448413685,-0.00206269905902445,-0.00332916295155883,-0.00306777749210596,0.00133705418556929,0.000837944506201893,0.00268528377637267
"21",0.00166603305842727,0.00148025259841233,-0.00118855037726462,-0.00613093143329024,-0.00510689010843635,0.00222765537910163,0.000906039495021105,-0.000561052642297,-0.00475576845929027,0.00476382207125425
