"","DIS","VZ","AXP","BA","RTX","AA","MMM","DD","MDLZ","TRV"
"1",0.00147190247662365,0.00434617837890983,0.00550889037549496,0.0018050690414384,0.00243881135247648,0.00994320400059223,0.00190675200428814,-0.0167318098247051,0.00463208602741361,0.00887635722756386
"2",0.00489406427368522,-0.00476328795775771,-0.00346008501946926,-0.0122401304543018,0.00553700095042586,0.0115707479417324,-0.000718773109838367,-0.0157316494733095,0.00212524621747434,-0.00359983998350799
"3",-0.00142143771518022,-0.00202872022055089,0.00438869185745716,-0.00190545816440135,-0.00270602968521416,-0.0557433068752289,-0.00641963817179203,-0.00890022423118353,0.00487812422215939,-0.00793103594332933
"4",-0.00340204359963536,0.00108977593481541,9.22746548894793e-05,0.00438816426321864,-0.00126736587844789,-0.00633992534130812,-0.00261752051301301,-0.0108409943059087,-0.00261081871576607,-0.0118527142331004
"5",0.00381168769672513,-0.00315112830139697,0.00232652341946959,-0.00262823002412915,-0.0160434767603874,-0.0144836148247123,-0.0134047949686646,-0.0127620026469231,0.00904836878180504,-0.00841282773762941
"6",-0.00168840924743563,-0.00119757687207311,0.0096457451581955,-0.00441763363778591,-0.00014737161109224,7.22063050488941e-05,0.00781571213155985,0.00248152366839349,-0.00126097782049328,-0.0023666734341532
"7",0.0108176246285439,0.00481264339759946,0.00374851701781154,-0.00189926777966321,0.00380746787413955,0.00115937856025994,0.0068185105919838,0.00799880176782608,-0.00364287407137454,0.00584103586152196
"8",0.00411457428708673,0.00828972086310387,0.00649517867714167,-0.00123312487266958,0.00322561850771308,-0.0122753148898482,0.00024136106367223,-0.00238850293681026,-0.00263397302478552,0.00925104413181543
"9",0.00596362072974443,0.00322100892663002,-0.00541391642764211,-0.000635802745819092,-0.00598694616928697,-0.00715099181979895,0.0113900611177087,-0.00585118820890784,0.00021936246776022,0.00232211407274008
"10",-0.00771586364135146,0.00280233356170356,0.000483160867588595,-0.00583800580352545,0.00170546083245426,-0.00213643815368414,-0.00421772757545114,-0.0113202203065157,-0.000301935884635895,0.000902255298569798
"11",0.00793895125389099,0.00452985661104321,-0.00390992965549231,-0.00077592144953087,0.00797975622117519,0.0295006725937128,0.0017358559416607,-0.014457699842751,-0.00757696758955717,0.00272718025371432
"12",-0.00112358946353197,-0.00131700385827571,-0.00405067577958107,-0.00795227568596601,0.00171540502924472,0.00471394369378686,0.00279082800261676,-0.0104161640629172,0.00233741221018136,0.00362304039299488
"13",0.00768909137696028,-0.00481843575835228,0.00635600462555885,-0.00459170760586858,-0.00732088973745704,-0.0124862547963858,-0.0054667261429131,-0.00922717712819576,0.00142819434404373,-0.0026183093432337
"14",-0.00236773211508989,0.000290422060061246,0.0021320260129869,-0.007350810803473,-0.00991818029433489,-0.0107321161776781,0.0053855343721807,-0.00387375219725072,0.000911266310140491,-0.00164664373733103
"15",0.0106536485254765,-0.00913756806403399,-0.0013048421824351,-0.00212018098682165,-0.00112877017818391,-0.0106526482850313,-0.00184829637873918,0.00296313292346895,0.0013200348475948,-0.00603759195655584
"16",0.00406603096053004,-0.00937477964907885,-0.000349330221069977,-0.0034328696783632,-0.00712294084951282,-0.00287301419302821,-0.00128713063895702,0.0104267783463001,9.73222486209124e-05,-0.00325921433977783
"17",0.001527797896415,0.00494148954749107,0.00312683754600585,7.06829014234245e-05,-0.00386898615397513,0.0118001494556665,-0.0035682967863977,0.00738827278837562,-0.00142800144385546,-0.00340787181630731
"18",0.00283562205731869,0.00554831931367517,-0.00577195314690471,-0.000977947609499097,-0.00635115569457412,-0.000287208298686892,0.000317990779876709,-0.00381869892589748,0.00174731772858649,-0.00139676849357784
"19",-0.00163740327116102,0.00667944783344865,-0.00192532362416387,-0.00671349698677659,0.00570485275238752,0.00233977008610964,-0.00531578389927745,-0.0146734928712249,-0.000381461402866989,0.0011607512133196
"20",0.00322476588189602,0.000161953765200451,-0.00619874056428671,-0.00632787402719259,0.0108188511803746,0.0052608959376812,-0.00385579862631857,-0.00537559436634183,0.000180677408934571,-0.0011591479415074
"21",-0.000910377420950681,0.00542894238606095,-0.00952276308089495,-0.00324320187792182,0.00713284825906157,0.00396233284845948,-0.0035241215955466,-0.00314311031252146,-0.00398832419887185,-0.00171394029166549
