"","VZ","CAT","MCD","UNH","AXP","RTX","MMM","NKE","DD","TRV"
"1",0.00144428957719356,-0.0051876762881875,-0.000824627873953432,-0.00286888284608722,-0.00170940416865051,-0.0113811641931534,0.00633692694827914,-0.00336734624579549,-0.00251304591074586,-0.00707427971065044
"2",0.00112991849891841,-0.00205591414123774,0.00531144207343459,0.00376444403082132,-0.000184596152394079,0.000863880210090429,0.00415407679975033,-0.0074337818659842,-0.0047858040779829,0.00466751446947455
"3",-0.00570813380181789,-0.005086331628263,-0.00136442482471466,0.000165161633049138,-0.00684120645746589,0.00366849382407963,0.000427149934694171,0.00120339589193463,-0.000204352079890668,0.0103651210665703
"4",-0.000998805509880185,0.00311850639991462,0.0020685454364866,0.00020608541672118,-0.00419974280521274,-0.00465768901631236,0.00201885541900992,0.00331874564290047,0.00142644380684942,0.00726510398089886
"5",-0.00395769812166691,0.00400709453970194,-0.00198332360014319,0.000256425119005144,-0.00566205102950335,-0.00434841820970178,0.00369503139518201,0.00409810896962881,-0.00266226241365075,-2.71434619207866e-05
"6",-0.000186695819138549,-0.00189016119111329,0.00399421155452728,0.00279940199106932,-0.00759200192987919,0.00201918790116906,0.00204706424847245,0.00142880924977362,-0.0058843232691288,0.00297584547661245
"7",0.000203631279873662,-0.00392059981822968,0.00322518381290138,-0.00339118158444762,0.00712542049586773,-0.00442075496539474,0.00195506308227777,-0.00179850670974702,0.00678172148764133,-0.0114830657839775
"8",-0.000461001269286498,-0.0042909225448966,0.00429107900708914,0.000181283234269358,-0.000233806742471643,-0.00400554994121194,0.00086925458163023,0.00216271029785275,0.00343306292779744,0.0029657834675163
"9",-0.00101442693267018,-0.00474247243255377,0.00167376291938126,-0.00236854027025402,-0.00041780192987062,0.0035574974026531,-0.000993260415270925,0.00167852977756411,0.000906238507013768,0.00776951806619763
"10",0.000444111006800085,-0.000386749423341826,0.00549189327284694,-0.00090949865989387,-0.00308423326350749,-0.00192013627383858,0.00306359212845564,-0.00384581461548805,0.000132126253447495,0.00067902693990618
"11",-0.00122440501581877,0.00616150395944715,0.00291491579264402,0.00106669624801725,-0.00291260378435254,-0.00106460019014776,0.00192952365614474,-0.00184720102697611,0.00029272201936692,-0.00105326971970499
"12",-0.00135514105204493,0.00220478535629809,-5.88687034905888e-05,-0.00396487629041076,0.00350071908906102,0.00367627362720668,-0.000617912737652659,0.00365378614515066,0.00224661407992244,0.00212836638092995
"13",-0.00127545685973018,-0.000167268226505257,-0.000373225630028173,-0.000670803943648934,-0.00169296632520854,0.00144578923936933,0.000761822622735053,-0.00169281125999987,0.000472522020572796,-0.000636851706076413
"14",0.000794863270130008,-0.00317697785794735,0.00078374712029472,0.00309853325597942,0.00187005556654185,-0.00287576904520392,0.00294455955736339,-0.00806440785527229,-0.00519077572971582,-0.000655988289508969
"15",-0.000868293864186853,-0.0032757930457592,0.00265772012062371,-0.00183239579200745,0.00318890484049916,0.00678321579471231,-0.000504384108353406,-0.0121747758239508,0.0025933135766536,0.00246020359918475
"16",-0.00330105540342629,-0.00142527953721583,0.000226286880206317,-0.00181496911682189,0.00121655000839382,0.0025445690844208,-0.00257631368003786,0.000718876312021166,0.00308902142569423,0.000425722566433251
"17",-0.00167567189782858,0.00108507717959583,0.00102823437191546,0.0043799290433526,0.000256591127254069,-0.00207825400866568,-0.00560525571927428,0.00351530266925693,-0.00615979917347431,-0.00211060512810946
"18",0.000722687633242458,-0.00263338792137802,-0.000618952675722539,-0.00235188286751509,0.00128495541866869,0.00484352558851242,-0.000337249657604843,-0.00164838938508183,0.00594779755920172,0.00294907297939062
"19",-0.000109264714410529,0.000424716592533514,0.00159087439533323,0.000991509528830647,0.00171245157252997,0.00396295078098774,0.00282074511051178,0.00382631970569491,-3.62298778782133e-05,0.000640371232293546
"20",-0.0017126799793914,-0.00136333040427417,0.00167670985683799,0.00116603856440634,-0.0011691270628944,-0.00119682389777154,-0.000428465689765289,0.00666902493685484,-0.000293195742415264,-0.00306229293346405
"21",-0.000378564203856513,-0.00429473305121064,-0.000204167328774929,-0.0125814853236079,-0.00175599032081664,-0.00362090836279094,-0.00152063544373959,-0.00488477991893888,0.00209492398425937,0.000967385363765061
