"","KO","MCD","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",-0.000691561668645591,-0.00208653346635401,-0.000826381670776755,-0.00108829000964761,-0.00228012190200388,-0.00775273982435465,0.0079639358446002,0.0105885453522205,-0.0115733416751027,-0.00771718472242355
"2",0.00808276236057281,-0.00448266742751002,-0.000818149070255458,0.00284938002005219,0.00709376344457269,-0.0135508039966226,3.99161617679056e-05,0.00777130015194416,0.0138158965855837,-0.0033273589797318
"3",0.00440039858222008,0.00586988124996424,-0.00167842651717365,0.00977011304348707,0.0054719764739275,0.00670120492577553,0.00152754026930779,0.000305194844258949,-0.00369779695756733,-0.0019113541347906
"4",-0.000359443976776674,0.00760022690519691,-0.00216180714778602,0.000284284964436665,-0.000228953023906797,0.0140255782753229,-0.00295713706873357,0.000900177692528814,-0.0048158997669816,0.00821008812636137
"5",0.000865541922394186,0.00467326352372766,0.000953950046095997,0.00510704796761274,-0.00867805257439613,-0.00356426811777055,0.00145564298145473,-0.000129202773678117,0.0261374618858099,-0.0111554730683565
"6",0.00696152448654175,0.00051234953571111,-0.000747315178159624,-0.0019254726357758,0.000370887137250975,0.00540816085413098,0.000656211574096233,0.00260242982767522,0.0173212978988886,0.000396527670091018
"7",-0.000120633798360359,-0.00625690910965204,0.000388163403840736,0.00348328473046422,-0.0186772607266903,-0.0075260610319674,-0.000177900510607287,-0.00164747284725308,-0.00606180960312486,0.000947285385336727
"8",-7.50221006455831e-05,0.00881659984588623,0.00423911679536104,-0.0056992145255208,0.00477713672444224,-0.0138672227039933,-0.00366860418580472,-0.0125944372266531,-0.0255824290215969,0.00137845485005528
"9",-0.000597745412960649,0.00472179101780057,6.36594777461141e-05,0.00384592148475349,0.00470495782792568,-0.00582502596080303,0.00381692452356219,-0.0287989005446434,-0.000864389294292778,-0.0145890209823847
"10",0.00230606435798109,-0.00470687774941325,-0.00332684558816254,-0.00352578377351165,-0.00259749684482813,-0.00365746207535267,0.00472501618787646,-0.00570302223786712,-0.00864810217171907,0.00769345089793205
"11",-0.00239404244348407,0.00195925589650869,0.00282080681063235,-0.00267826812341809,-0.0250795911997557,0.00481762317940593,0.00316460523754358,-0.0151754636317492,-0.00458771409466863,-0.00113323691766709
"12",-0.00513904867693782,0.00174772297032177,0.000696773524396122,0.0045072752982378,0.0201901569962502,0.014674280770123,0.00121706805657595,-0.0029943841509521,-0.00425074249505997,0.00734521402046084
"13",-0.015526638366282,0.00232023419812322,0.00601673824712634,0.000380291108740494,-0.00323902349919081,-0.005981570109725,0.00279603502713144,0.00254168827086687,0.00346819893456995,0.0069526806473732
"14",-0.00317506096325815,-0.00397726520895958,-0.00192578521091491,0.000594897428527474,-0.00238729664124548,0.00420760083943605,-0.000933946634177119,0.00476226676255465,-0.0101790307089686,-0.000770504644606262
"15",-0.00407173624262214,0.00321778282523155,0.00424279225990176,0.00464208144694567,-0.0133234178647399,0.00102645729202777,0.00181886577047408,0.00278697372414172,-0.0166342966258526,0.0011370952706784
"16",0.00347266811877489,0.00496729742735624,-2.93697412416805e-05,0.000548425829038024,-0.00716531276702881,4.51781706942711e-05,-0.00431581027805805,0.00144206860568374,0.00427096989005804,-0.00860939081758261
"17",0.00443718489259481,0.00333200488239527,-0.00228850007988513,-0.0073168259114027,0.00162863580044359,-0.00503934640437365,0.00115820800419897,-0.0055912546813488,0.00696706213057041,0.00177562283352017
"18",-0.00760915130376816,0.00171205936931074,-0.00051373871974647,0.00942320935428143,-0.0297245774418116,0.00446026585996151,0.00298194657079875,-0.00178074382711202,-0.0222563315182924,-0.00671540759503841
"19",-0.00201793247833848,0.000724304176401347,0.00282241078093648,-0.00630884477868676,-0.0172892138361931,0.0107787512242794,0.00931066460907459,0.00552400015294552,-0.0268697794526815,0.000847994582727551
"20",-0.00550446193665266,0.00376207777298987,-0.00105577358044684,-0.00194693717639893,0.00439833616837859,0.00919654220342636,0.00171447754837573,-0.00080879480810836,-0.00145026471000165,-0.0111561445519328
"21",-0.001208137255162,0.00277002924121916,0.0012290891027078,0.000713325687684119,0.0125806527212262,-0.00359475612640381,-0.000477094406960532,-0.000646040018182248,-0.00313685042783618,0.00341574242338538
