"","NKE","CAT","GS","IBM","MMM","RTX","AXP","WBA","DOW","TRV"
"1",-0.00890052504837513,-0.00718098506331444,-0.0075559108518064,-0.00407872814685106,-0.00754677643999457,-0.000914351607207209,0.00344176939688623,-0.00194762239698321,0.011876861564815,0.00215312861837447
"2",0.0100955702364445,0.0118040563538671,4.23385645262897e-05,0.00345265027135611,-0.000226342119276524,0.00304136518388987,0.00431726640090346,-0.0109572699293494,-0.00727582070976496,0.00271332170814276
"3",0.000611776718869805,0.0061891870573163,0.00104282365646213,0.00618938030675054,-0.0260073132812977,3.44453655998223e-05,-0.00123966508544981,-0.0097077339887619,-0.006317347753793,-0.00549550354480743
"4",-0.00380395050160587,0.000515405554324389,0.00508747342973948,0.00169844646006823,-0.0040833717212081,-0.00374361034482718,0.000692049623467028,-0.00389890209771693,-0.000897511199582368,0.00380423595197499
"5",0.00599208427593112,-0.00194947724230587,0.00084679399151355,0.0041458704508841,0.00227024452760816,-0.00310108950361609,0.000420264317654073,-0.00368284969590604,0.00958926510065794,-0.00124533451162279
"6",0.00178438553120941,0.00116241665091366,0.00104030931834131,0.000841040164232254,-0.000998065341264009,-0.00251787272281945,-0.00377558078616858,-0.0100308684632182,-0.0046226903796196,0.00433128885924816
"7",0.00254754791967571,-0.000454493216238916,0.00321441958658397,-0.00456760637462139,-0.00463375356048346,0.00144226965494454,0.00072731013642624,0.0122789982706308,-0.00652296468615532,0.00270267017185688
"8",-0.00784006342291832,0.00928789284080267,-0.00591608043760061,0.0106905708089471,-0.00995123852044344,-0.00177236052695662,0.00054723076755181,0.00221555284224451,-0.00558882299810648,-0.00339700444601476
"9",0.00574662815779448,-0.00881473533809185,-0.0109534133225679,0.00250796624459326,-0.0103984009474516,0.000591473828535527,0.00691010430455208,-0.00270487740635872,0.00346295232884586,0.00473643047735095
"10",-0.00350163737311959,-0.000863879162352532,0.00129145034588873,-0.0050573549233377,-0.0117036998271942,-0.000326874724123627,0.00422475300729275,-0.00291088805533946,0.0144664384424686,0.00246465997770429
"11",0.00659097358584404,0.00157521362416446,-0.000239109649555758,-0.000558896048460156,-0.0101076504215598,-0.00145285553298891,0.00441759126260877,0.00539630651473999,-0.00296232174150646,0.00229473179206252
"12",0.00189604156184942,0.00608150940388441,-0.00246320269070566,-0.00890027452260256,0.0093344934284687,-0.00257166428491473,0.0019833124242723,0.00518521573394537,-0.0176763981580734,-0.00455004954710603
"13",0.00242297328077257,-0.00206570024602115,-0.00495174806565046,-0.00143347785342485,-0.0106110321357846,-0.00331093277782202,0.00318474043160677,-0.00855537597090006,0.00359897990711033,0.00800052471458912
"14",0.00788293592631817,0.00235245935618877,-0.0032305798958987,0.00677659828215837,-0.00828850083053112,-0.00280251260846853,0.00201302929781377,-0.00479530449956656,-0.00611333968117833,-0.00316115049645305
"15",-0.0046149124391377,0.00409185653552413,0.0107370745390654,0.00313218543305993,-0.00472950376570225,-0.00481786485761404,0.00189456657972187,0.000545321905519813,0.00483687268570065,0.000600020226556808
"16",0.00593226728960872,-0.0010523070814088,0.000776344269979745,0.00156421086285263,-0.00791922025382519,-0.000562911794986576,0.00174233329016715,0.00708646979182959,0.0139164282009006,0.00233610207214952
"17",-0.00284375553019345,0.000886247667949647,-0.0046975202858448,-0.000401760858949274,-0.00544762471690774,-0.00129518262110651,0.00249429466202855,-0.00401656934991479,-0.0100657762959599,-0.000121363773359917
"18",-0.00348391942679882,0.00313849607482553,-0.00350063620135188,0.00154233444482088,-0.0014965069713071,0.00307787396013737,0.00348176225088537,-0.00809199549257755,-0.0145682506263256,0.00386572722345591
"19",0.00130029756110162,0.00190750113688409,-0.000795334228314459,-0.00638455059379339,-0.0022174627520144,-0.00308348773978651,0.00201321206986904,0.00121602951548994,-0.00215716543607414,-0.00689192628487945
"20",0.00209103315137327,0.00364103238098323,0.00847671739757061,0.00112044182606041,-0.00577808497473598,-0.00664114486426115,-0.000491255312226713,0.000468614947749302,-0.000108429965621326,0.00305146328173578
"21",0.00530729489400983,0.00727758090943098,-0.00963978655636311,-0.000692651141434908,-0.00990946497768164,-0.00347252562642097,0.00342118041589856,0.000353372626705095,0.00509324995800853,-0.00498929247260094
