"","CAT","MCD","IBM","AXP","HON","AMGN","MMM","DOW","WBA","TRV"
"1",-0.00407859589904547,-0.00110486673656851,0.00122644565999508,-0.00544463796541095,0.00220333295874298,0.00242988811805844,-0.00384760648012161,0.00814241264015436,0.00322192627936602,-0.0101155759766698
"2",-0.00784450117498636,0.00494079850614071,-8.23530808702344e-06,0.00314258015714586,-0.00169255211949348,-0.00788231007754803,0.00573994917795062,-0.000350286107277498,0.00691280560567975,0.00284284329973161
"3",-0.00795481353998184,-0.00181142764631659,-0.00072727509541437,-0.00271982373669744,-0.00258397636935115,0.00446242326870561,-0.00705360947176814,-0.00520853092893958,0.0096617080271244,-0.00267689255997539
"4",0.0122310314327478,-0.00662828516215086,-0.00274493941105902,-0.00429148972034454,-0.00413655769079924,0.00109375920146704,-0.00114846311043948,0.010610974393785,0.00453196698799729,0.00584460888057947
"5",0.00684950780123472,0.00907965842634439,-0.000523571507073939,-0.00315433903597295,0.00122835801448673,-0.0059147858992219,0.007661915384233,-0.00877025444060564,0.015632651746273,0.00326923048123717
"6",-0.00959782022982836,-0.00642231898382306,0.000975978909991682,-4.91221908305306e-05,-0.00353938760235906,-0.00784466415643692,-0.00495682982727885,-0.0060920175164938,0.00462973583489656,-0.0047036069445312
"7",-0.00507783843204379,-0.00443483190611005,-0.00490614073351026,-0.0160855408757925,-0.00274924957193434,-0.00261893286369741,-0.00873857364058495,-0.00101759820245206,0.00731893721967936,-0.0132648656144738
"8",0.00960262306034565,0.00256037409417331,0.00223805848509073,-0.00613786373287439,-0.00140437134541571,-0.00332384509965777,0.00269323075190187,-0.00696136709302664,-0.00310796988196671,0.0124511839821935
"9",0.00463743787258863,-0.00245794514194131,-0.00140660745091736,0.00745609402656555,-0.00345147284679115,0.00232253386639059,-0.00670389272272587,-0.0120372772216797,-0.012503300793469,-0.00744625134393573
"10",-0.00174616510048509,-0.00221665995195508,-0.00344733987003565,-0.00328336865641177,-0.00385737209580839,-0.0150760840624571,-0.0059716971591115,0.000188752877875231,0.0153039637953043,0.00121644407045096
"11",-0.00369335478171706,0.00118932302575558,0.0014892885228619,0.00911522656679153,-0.00315659050829709,-0.000874707824550569,0.000111670975456946,-0.00452433340251446,0.00485763419419527,-0.00447293929755688
"12",0.00272192806005478,-0.00205023237504065,0.000639910285826772,-0.00561952730640769,-0.00717321550473571,-0.00565666565671563,-0.00559827359393239,0.00729454541578889,0.00193407200276852,-0.00162939657457173
"13",-0.00618367409333587,-0.00390102807432413,0.00841335952281952,0.00110085832420737,-0.00663889339193702,0.00101980438921601,0.00527475448325276,-0.0087656257674098,-0.00151626206934452,-0.0108804404735565
"14",0.000220284928218462,0.00724071217700839,-0.00103400810621679,-0.0169671811163425,-0.00789669808000326,-0.00423151813447475,-0.00306544965133071,-0.014632023870945,0.0066918209195137,-0.00205713487230241
"15",-0.00632651336491108,-0.000404310878366232,0.00581656116992235,-0.00425478350371122,-0.00627080723643303,-0.00337624782696366,-0.00322355725802481,-0.00755629315972328,-0.0101817613467574,-0.0033824797719717
"16",-0.0145659008994699,-0.00186865706928074,0.00403635436668992,0.00371841876767576,-0.00353504437953234,-0.000969626358710229,0.00457950308918953,-0.0123240761458874,0.000246000243350863,-0.000567093433346599
"17",-0.00471991859376431,0.000175552093423903,-2.2363508833223e-05,-0.011592011898756,-0.00596660515293479,-0.0015530816745013,-0.00201178179122508,-0.0126470234245062,0.00155039131641388,-0.00399853382259607
"18",0.00564716150984168,0.00118506385479122,-0.00166873529087752,-0.00536870677024126,-0.00894065480679274,-0.00221678195521235,0.000474155385745689,-0.0109934462234378,0.000608495669439435,-0.00107233179733157
"19",-0.00467127747833729,-0.00447418028488755,0.00432707462459803,-0.00291720917448401,-0.0128536466509104,0.000314597418764606,-0.0049378857947886,-0.00899843871593475,-0.00215757009573281,-0.00897557940334082
"20",-0.00623393896967173,0.0025621943641454,-0.000171824038261548,-0.000263446097960696,0.00160434620920569,-0.00244773551821709,-0.00863233301788568,-0.0117821171879768,0.00768387829884887,-0.00290946778841317
"21",-0.00541090546175838,0.00288608158007264,0.00175065838266164,-0.0154473967850208,-4.27069098805077e-05,0.00396182155236602,0.000170429339050315,0.0058929705992341,-0.0125590693205595,-0.0111247301101685
