"","VZ","AXP","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.0100993486121297,0.00374796916730702,0.0356158688664436,0.014744427986443,0.00851771049201488,0.00690937461331487,0.00650922209024429,0.0228622071444988,-0.00603141216561198,0.00357781699858606
"2",0.00499256001785398,-0.0103784454986453,-0.0174507945775986,0.00876260735094547,0.00777026731520891,0.0117567591369152,0.00311184651218355,-0.014629477635026,0.00936768390238285,0.0045926789753139
"3",-0.00629588775336742,-0.0122893648222089,0.0141868991777301,0.00100942654535174,-0.00509177800267935,-0.00738450884819031,-0.00228560552932322,-0.0258962009102106,-0.00207187281921506,-0.00259095756337047
"4",0.0264684241265059,0.00932417903095484,0.00350228301249444,0.00136664928868413,0.00848907232284546,0.00580869382247329,-0.0107616102322936,0.0066686631180346,-0.00130971183534712,-0.00167292426340282
"5",0.00638001784682274,-0.00541087193414569,0.00152766611427069,0.00524347648024559,0.017072681337595,0.00649410206824541,0.00603352813050151,0.0201106164604425,0.00319980387575924,0.00439322600141168
"6",0.00465115252882242,0.00271712290123105,0.00213943375274539,-0.0109349237754941,-3.84281775041018e-05,-0.000364699953934178,-0.000800407724454999,-0.00966622866690159,-0.0108722830191255,-0.00428535928949714
"7",-0.0114000635221601,0.003797372803092,0.00802724715322256,-0.00437323609367013,-0.00330989342182875,0.00334551837295294,0.00652705365791917,-0.00331346783787012,0.00218159891664982,-0.00356268580071628
"8",0.00319965649396181,-0.00560850650072098,-0.00360551429912448,0.00296697719022632,0.0038758919108659,0.000352817733073607,-0.0020163229200989,0.00637674238532782,-0.00805624015629292,0.00203715497627854
"9",-0.000383782578865066,-0.0119664184749126,-0.00368854240514338,0.00111769500654191,-0.00224457681179047,0.005551818292588,0.00361725827679038,0.00418766075745225,-0.0027922245208174,0.00285819778218865
"10",-0.00657026236876845,-0.00586537830531597,0.00821064133197069,-0.00270182685926557,0.000454329216154292,-0.00330911483615637,-0.00275784404948354,0.0113968532532454,-0.00248802499845624,0.00198113801889122
"11",-0.00180532014928758,-0.000384036480681971,0.00266862008720636,0.00591338379308581,0.000175163280800916,0.000895112927537411,-0.000569601892493665,0.00999073404818773,-0.000605781795457006,0.0027580379974097
"12",0.00600470555946231,-0.0150061165913939,0.00869671255350113,-0.000601244042627513,-0.00305587984621525,0.000902630505152047,0.00134040310513228,0.00351829128339887,0.0074759884737432,0.000906005501747131
"13",0.00682563940063119,-0.000329682603478432,-0.00751527678221464,2.07939920073841e-05,-0.001661267131567,0.00103219086304307,0.002843999536708,-0.00406161276623607,-0.00184038211591542,-0.0023433961905539
"14",-0.00960999634116888,0.00505548529326916,-0.00535231688991189,-0.00187863712199032,-0.0128618413582444,-0.0020793171133846,0.0130572486668825,-0.00618828786537051,-0.00528548704460263,-0.00429119588807225
"15",0.00368776498362422,-0.00712340185418725,-0.0073556867428124,0.0028264585416764,-0.00237276870757341,0.00328629440627992,-0.00560367293655872,0.00558643089607358,-0.0100220404565334,-0.000828651536721736
"16",-4.14519818150438e-05,-0.00132578250486404,-0.00467867683619261,-0.00210987078025937,-0.00514278560876846,0.00248672650195658,0.00234266486950219,0.00222355546429753,-0.00624403962865472,0.00298478407785296
"17",-0.00709909433498979,-0.00281479512341321,0.00201061926782131,0.00311869778670371,-0.00483187707141042,-0.000248030992224813,-0.00106844631955028,-0.00491279317066073,-0.00215452117845416,-0.00301384530030191
"18",-0.00260423659346998,-0.000658122589811683,0.00689074257388711,-0.00543019408360124,-0.00852141808718443,0.0015279115177691,-0.00284035759977996,-0.006679383572191,-0.00321667711250484,-0.00343647412955761
"19",0.000145521786180325,0.00924275349825621,0.00305970385670662,-0.0028847842477262,-0.00628219451755285,0.000731017207726836,-0.00214226730167866,0.00507647823542356,0.00370696163736284,0.000287585076875985
"20",0.0110864527523518,0.0040338197723031,-0.00516680721193552,0.00213706912472844,-0.00834659393876791,-0.00100891944020987,0.00527687184512615,0.00404201494529843,-0.00733953155577183,0.00134533725213259
"21",-0.00944340042769909,0.0164951980113983,-0.00598305184394121,-0.00134929199703038,0.00960666872560978,0.000954922405071557,0.00146197224967182,-0.00281399581581354,-0.000565682421438396,0.00185259035788476
