"","KO","T","MCD","VZ","RTX","MMM","HON","DD","MO"
"1",0.00867550075054169,-0.000587637186981738,0.00459687132388353,0.000636169337667525,0.00600657053291798,0.00611346354708076,0.00366044836118817,-0.00505396071821451,0.000323736312566325
"2",0.00309646152891219,-0.00387344998307526,0.00994613859802485,0.0105903865769506,0.00537981046363711,-0.00454906094819307,-0.00373726058751345,0.0133865661919117,-0.00209923554211855
"3",0.00178467109799385,0.00458370661363006,0.00201867264695466,-0.00544400233775377,0.0110948737710714,-0.000803774397354573,0.00456938706338406,-0.0137190278619528,-0.000694952788762748
"4",-0.00586500158533454,0.00273659871891141,0.0068200035020709,0.0075055374763906,0.000652006652671844,0.00613706931471825,-0.00348069192841649,-0.00225422973744571,0.00137113104574382
"5",-0.00544421747326851,0.00448360946029425,0.00848810188472271,0.00156509969383478,0.0035872005391866,-0.00459690904244781,0.0100789088755846,0.0030448583420366,0.00309530226513743
"6",-0.000963171070907265,0.0026057199575007,-0.00151485856622458,0.00206914218142629,0.000575912592466921,0.000601181702222675,-0.00316329812631011,0.0129724182188511,-0.00174297392368317
"7",-0.00329797784797847,0.0153698138892651,-0.00980020128190517,-0.00597135303542018,0.00687226234003901,-0.0032534571364522,-0.00296562560833991,0.000400315067963675,-0.00403183978050947
"8",-0.00562051963061094,0.0106413327157497,-0.000623394676949829,0.00613076193258166,0.0105958422645926,0.00458753248676658,-0.00761594390496612,-0.0020929800812155,-0.002376988530159
"9",0.0018795405048877,0.00102083827368915,0.00588181102648377,0.00560670718550682,0.000992114190012217,0.000803128175903112,-0.00283795734867454,0.00457924837246537,-0.00909743923693895
"10",-0.00182539771776646,-0.00419816421344876,-0.00104961649049073,0.00386792304925621,-0.00171191606204957,-0.00166842131875455,-0.00756435794755816,-0.00314722047187388,0.000130418018670753
"11",-0.00186946045141667,-0.00139525707345456,0.001756816287525,0.00402322085574269,-0.0147121893242002,0.00283318804576993,0.00573955336585641,0.00457313237711787,-0.0017964307917282
"12",-0.000154069202835672,0.00403850385919213,-0.00198859954252839,0.00478563643991947,0.0061133480630815,-0.002439048839733,0.00100685050711036,-0.00304117752239108,0.00201506400480866
"13",0.00140252837445587,-0.0040409667417407,0.00610883953049779,0.00321659538894892,0.00274872407317162,-0.000397097232053056,0.00939632393419743,0.00646337075158954,0.00409957068040967
"14",-0.00115141191054136,0.00121744908392429,-0.00112269970122725,0.00631204852834344,-0.00185131654143333,-0.00158215302508324,0.00233311019837856,-0.000975127972196788,0.00117875018622726
"15",-0.00251169479452074,0.0069513083435595,-0.00204293080605567,0.00731182610616088,-0.00595524813979864,-0.00397051451727748,0.00930011924356222,0.00248058629222214,0.00418040947988629
"16",0.00138645153492689,0.00666004372760653,0.000659512996207923,0.00492963427677751,-0.00247149239294231,-0.00188337068539113,0.0160813219845295,0.00171029311604798,0.00302253640256822
"17",0.00303125171922147,0.0011805291287601,-0.00453195115551353,0.00530114769935608,0.00194515532348305,-0.000600798928644508,-0.000123537261970341,-0.00297143519856036,0.00471483217552304
"18",0.00207525352016091,0.00129924120847136,-0.00373721355572343,0.00544733740389347,0.00318847573362291,0.00196030153892934,-0.00266714720055461,-0.000153859728015959,0.00481902621686459
"19",0.000717969494871795,-0.00527690630406141,0.000684237864334136,0.00661431485787034,0.00176866736728698,0.00162266159895808,-0.00443839421495795,0.00180240790359676,-0.00185592658817768
"20",-0.00194105261471123,0.00158959697000682,0.00537865841761231,0.00604588538408279,-0.00336035154759884,-0.00117224501445889,-0.00157161545939744,-3.69838744518347e-05,0.00194847129750997
"21",-0.000534345046617091,0.00300937239080667,0.00266180490143597,0.00476936250925064,0.00500268908217549,-0.000718480325303972,-0.0131046520546079,0.00116622110363096,-0.00119456520769745
