"","CAT","AA","BA","T","VZ","RTX","MMM","DD","MDLZ"
"1",0.0486707426607609,0.0922925248742104,-0.0220888443291187,-0.00497527373954654,-0.00858309492468834,-0.00949566718190908,-0.000822418427560478,0.00374873587861657,0.0134424548596144
"2",-0.0189071986824274,-0.0847705900669098,0.00967083591967821,-0.0282982215285301,0.0127200884744525,-0.00886813644319773,-0.000819276843685657,-0.0052627706900239,-0.00850662402808666
"3",-0.000565664027817547,0.0343479476869106,-0.0299440175294876,-0.00575908785685897,0.00217184890061617,0.0299805849790573,-0.00336118275299668,-0.0267067328095436,-0.00178784038871527
"4",0.0314141549170017,0.0608587004244328,0.00203814031556249,0.00660239206627011,0.00323237082920969,-0.00321234739385545,-0.010822338052094,0.016042796894908,0.0153464460745454
"5",-0.0369379967451096,0.0165744945406914,0.00543864164501429,-0.00540434662252665,-0.00421126000583172,0.00252758874557912,0.00561600737273693,0.0165200270712376,-0.0163654331117868
"6",0.0675290822982788,-0.0228194482624531,0.0166219957172871,-0.0185206793248653,0.00279555912129581,0.011535283178091,-0.000520720728673041,-0.00597609486430883,0.00125170347746462
"7",-0.022839393466711,-0.0388870611786842,0.00143196189310402,-0.00489138578996062,0.00341815943829715,-0.0306014586240053,0.00441165035590529,-0.00544531503692269,0.000135715934447944
"8",-0.0507239103317261,-0.0451834686100483,0.00428495462983847,0.00345261883921921,0.00234894105233252,0.00973292253911495,-0.0174282565712929,-0.00649299379438162,-0.00936562195420265
"9",0.00713083334267139,-0.0271917656064034,0.00262554106302559,-0.000265364273218438,-0.00998130440711975,-0.00865207053720951,0.000353755720425397,-0.0376865081489086,-0.0123029183596373
"10",-0.00147513288538903,0.00716791860759258,-0.00485094450414181,-0.0111076449975371,-0.00502676516771317,0.0153963500633836,0.0218495558947325,-0.010242335498333,0.00172136211767793
"11",-0.00559555226936936,0.0294213965535164,0.00262799253687263,0.00928432215005159,0.00275475182570517,-0.0116522051393986,-0.0122088976204395,-4.03660269512329e-05,0.00193262659013271
"12",-0.0259156543761492,0.00342975836247206,0.00628233607858419,0.0150135774165392,-0.00314324768260121,-0.00148792192339897,-0.00665198499336839,-0.00110349396709353,0.00891638919711113
"13",-0.0105766616761684,-0.00972408894449472,-0.00487541686743498,0.000450567662483081,-0.00910831987857819,0.0129501195624471,0.00133635592646897,-0.0301847979426384,-0.00334350671619177
"14",-0.00218642456457019,-0.0103221051394939,-0.0135521162301302,-0.00609698193147779,-0.00499923760071397,-0.0126919401809573,-0.00141143833752722,-0.00467279460281134,0.00204687868244946
"15",-0.00336325657553971,0.00091146124759689,0.00024798369850032,-0.00185468257404864,-0.00450437283143401,-0.0102499490603805,0.0021615931764245,-0.0217501781880856,-0.00690109841525555
"16",-0.00177355122286826,-0.0255896151065826,-0.00256208563223481,0.00666680512949824,0.00278076063841581,0.00126409064978361,0.00963898096233606,0.00243388162925839,-0.00766517966985703
"17",-0.00850274413824081,0.0126217324286699,-0.00728446943685412,-0.0013146618148312,-0.0101550556719303,-0.00242646690458059,-0.00915630627423525,-0.00194281945005059,0.00499834353104234
"18",-0.00679627154022455,0.00892180390655994,-0.00481714354828,-0.00911951716989279,0.0110588883981109,-0.00534741906449199,0.000164242504979484,-0.0176761951297522,0.00252939155325294
"19",0.00628867652267218,0.00316096120513976,-0.000340826023602858,0.00446667987853289,-0.000251747493166476,-0.00254563591443002,0.00355044775642455,0.0060529806651175,-0.00631717685610056
"20",-0.0163765512406826,-0.00303393346257508,-0.0157250799238682,0.0102884620428085,-0.00284125492908061,3.89603992516641e-05,0.00658545223996043,0.000740012212190777,-0.000514027487952262
"21",-0.00406319834291935,-0.0192618872970343,-0.00632060226052999,-0.00429494818672538,0.00387577479705215,0.00345601374283433,-0.00584849342703819,0.0090626971796155,-0.000617072742898017
