"","MRK","DIS","T","VZ","RTX","BA","MMM","DD","TRV","MDLZ"
"1",0.0122540611773729,0.00472781155258417,0.0115941083058715,-0.0106777995824814,-0.00150880217552185,0.0109644131734967,-0.00672017363831401,-0.0281667839735746,0.00612869113683701,0.00724682863801718
"2",0.0151496538892388,0.00583637319505215,-0.00414068158715963,0.00304183247499168,0.00282273581251502,0.00817109365016222,0.00297030154615641,-0.030344046652317,-0.00252960994839668,0.0135728204622865
"3",-0.00558724673464894,0.00317235616967082,0.00390330911614001,-0.0102066611871123,0.0107897827401757,0.000895136676263064,-0.00130701833404601,-0.0293098706752062,-0.00803210400044918,0.00251393206417561
"4",-0.00273919384926558,0.000728470040485263,0.00248596142046154,0.00106639333534986,0.000897261430509388,0.00133714196272194,0.00467756809666753,-0.00826903153210878,0.0082598514854908,-0.00144073460251093
"5",-0.00302074407227337,0.00300790416076779,-0.00934339035302401,-0.00255283853039145,0.00574106303974986,-0.0200623124837875,-0.00355489924550056,-0.0109002999961376,0.0191880110651255,0.00455183489248157
"6",0.00579325249418616,0.00570383807644248,0.00816925242543221,0.00205424707382917,-0.0115456897765398,-0.0253842435777187,0.00299598695710301,-0.0446062982082367,0.00677092978730798,0.00463382015004754
"7",-0.00146704202052206,0.000867704511620104,0.00354093057103455,-0.00148136506322771,0.00418587168678641,-0.0178412143141031,-0.0137938344851136,-0.0117571586742997,0.00294824340380728,-0.00277850148268044
"8",0.000739886017981917,0.000612048839684576,-0.00295180035755038,0.00801896676421165,-0.0150350062176585,0.0161778014153242,-0.000561262888368219,-2.7379697712604e-05,0.00509529653936625,0.0031553185544908
"9",0.00884262844920158,-0.0162594728171825,0.0052252858877182,-0.000244833383476362,-0.00498089380562305,0.0216197613626719,-0.00736736319959164,-0.00461373711004853,0.0027527657803148,0.00242106337100267
"10",0.00222587981261313,-0.00935524981468916,0.0068551111035049,-0.00319451536051929,-0.0187908113002777,0.0284055825322866,0.0022465807851404,-0.0219446793198586,-0.0015955725684762,0.00161456025671214
"11",0.00541337998583913,-0.0156557857990265,0.00316316448152065,0.00756080728024244,0.00387662905268371,0.00203997129574418,-0.00632339017465711,-0.0636504665017128,-0.00114599172957242,-0.000125625403597951
"12",0.01177001837641,0.00392979476600885,0.00953605212271214,-0.00396499037742615,-0.00740327965468168,0.001693966682069,0.0161619763821363,-0.0286748260259628,-0.00415834598243237,0.000745928904507309
"13",0.00575073063373566,-0.0152765270322561,0.00468612089753151,-0.00260109850205481,-0.00399176822975278,0.00202259724028409,-0.00325209158472717,-0.0320365875959396,0.00696928333491087,0.00392153114080429
"14",0.00440122652798891,-0.00453911349177361,-0.00032844755332917,0.00939140375703573,-0.00238058064132929,-0.0008336883620359,0.016286950558424,-0.0136298881843686,-0.00591792119666934,0.00516579858958721
"15",0.00944910664111376,0.00112751265987754,0.0042365612462163,0.00446089264005423,0.00223088054917753,0.00445740623399615,0.000161679621669464,0.0223222952336073,0.00347359897568822,-0.00316493608988822
"16",0.00357953901402652,0.00626999465748668,0.00281392363831401,-0.0138271050527692,0.00864686723798513,0.000659180688671768,0.00857334211468697,-0.0725090652704239,-0.00100182904861867,0.000373396265786141
"17",-0.00236039515584707,0.0105957901105285,-0.00154204340651631,0.0068290545605123,0.000247731048148125,-0.00323413661681116,-0.0108454972505569,-0.0158985201269388,-1.18906727948342e-05,-0.00202624150551856
"18",-0.00175962038338184,0.00609217863529921,0.0018451283685863,0.00286644068546593,0.00102093408349901,0.00402344297617674,0.00250252266414464,-0.0162099711596966,-0.000633377814665437,-0.00243643624708056
"19",-0.0058068661019206,0.0149248316884041,-0.00172872329130769,-0.0132008139044046,-0.00887953210622072,0.00366309005767107,-0.00780817260965705,-0.00724360859021544,-0.000941338832490146,-0.00145999738015234
"20",-0.00660007772967219,-0.00164045859128237,0.00639086496084929,0.0101983081549406,-0.000701444747392088,0.000159085087943822,0.000787921482697129,-0.0133098708465695,0.00478877080604434,0.00148303143214434
"21",-0.0023144253063947,-0.00430257199332118,0.00437940843403339,0.00173951545730233,-0.00752418814226985,0.00720355659723282,-0.00669631035998464,-0.0252720788121223,0.0125499051064253,-0.000369242596207187
