"","KO","MRK","IBM","UNH","RTX","CAT","DD","AXP","MMM","TRV"
"1",-0.00159409362822771,0.00573133863508701,-0.00306009012274444,-0.00328016327694058,-0.00342626590281725,-0.00358902616426349,0.00177404331043363,-0.000152189037180506,-0.00362898921594024,-0.00344361737370491
"2",-0.00100020517129451,0.0161037910729647,-0.00338298617862165,0.00781854707747698,-0.00265216315165162,0.00225895084440708,0.00151991692837328,-0.00451119523495436,0.00621016323566437,-0.00313464412465692
"3",0.00352203706279397,-0.00560832303017378,-0.000404980732128024,0.000299614359391853,0.00647450005635619,-0.00738663924857974,-0.00990673154592514,-0.00503077171742916,-0.000148135208291933,-0.00179153052158654
"4",-0.00497769191861153,0.00632054731249809,-0.00248288735747337,0.00481712352484465,0.00461693340912461,-0.00397012475878,-0.0038177736569196,-0.00165123981423676,0.00123292405623943,-0.00624604988843203
"5",-0.000925934116821736,-0.00489457091316581,-0.00229324609972537,0.00197181245312095,-0.00285185780376196,0.000581136555410922,0.00481662852689624,0.000627955130767077,0.00661867344751954,0.00505027128383517
"6",0.00210795621387661,0.0154221123084426,-7.26190992281772e-05,0.00489024538546801,-0.000346161337802187,-0.000397542462451383,0.00597456749528646,5.04834060848225e-05,0.000582483073230833,0.000616004166658968
"7",-0.000468957616249099,0.00469840969890356,-0.00032843230292201,0.00516594853252172,0.00362760503776371,0.00381390331313014,0.000636141281574965,0.00241649756208062,-0.00468378514051437,0.00282582058571279
"8",0.00187510019168258,-0.00107873184606433,-0.000904890650417656,0.00832791067659855,-0.00785802863538265,-0.0196597576141357,0.00154003640636802,0.00410075997933745,0.000555985956452787,-0.00427128607407212
"9",-0.00843233149498701,0.00772283226251602,-0.00282052741385996,0.00586364232003689,-0.00362149556167424,0.000799519009888172,0.00358514254912734,-0.00354707613587379,-0.00338590750470757,-0.00425386242568493
"10",0.00631146784871817,-6.76169875077903e-05,-0.00189256551675498,-0.00395790627226233,0.000445882702479139,-0.0117515968158841,-0.00782913621515036,-0.00678030075505376,-0.00122990668751299,0.00688722124323249
"11",-0.00122052477672696,-0.00298404088243842,0.00218734983354807,0.00241096341051161,0.000643511477392167,-0.000902475789189339,-0.000624549516942352,-0.00398767227306962,0.000761179137043655,-0.00215807417407632
"12",-0.00371258612722158,0.0070981914177537,-0.0070187421515584,-2.21681384573458e-05,-0.0015298540238291,-0.0182093102484941,0.00304832239635289,0.00112040864769369,-0.00135059701278806,0.00693848263472319
"13",-0.00148385239299387,-0.00339712155982852,-0.00604710355401039,-0.00202445988543332,-0.000258317624684423,-0.00558345345780253,0.00678444979712367,-0.00712441792711616,-0.000247439747909084,-0.00159153714776039
"14",-0.000558344589080662,0.00213287537917495,0.000330072653014213,-0.000158125316374935,-0.00306294090114534,-0.0112680215388536,-0.00499121611937881,0.000574463803786784,0.00320991082116961,-0.000629368762020022
"15",0.00250198179855943,0.00415267515927553,0.0029372472781688,0.000487536017317325,-0.00445450143888593,0.000277047685813159,0.0025637426879257,0.00970651023089886,-0.00172201485838741,0.0045655146241188
"16",-0.00340594095177948,-0.00695156818255782,-0.00526875676587224,-0.000933635805267841,-0.000317253899993375,-0.00921167992055416,0.00367357139475644,0.00260629644617438,-0.000563438690733165,-0.00762907462194562
"17",0.002436543116346,-0.00546020595356822,-0.00405389117076993,-0.00172791292425245,-0.00273448089137673,0.00484879268333316,-0.00811790768057108,-0.00263726385310292,0.00179080956149846,0.00193967134691775
"18",-0.0018491157097742,0.0149812595918775,-0.00168065633624792,-0.000126081708003767,0.0024626050144434,-0.00451934384182096,0.00314755248837173,-0.00120185001287609,-0.0019836078863591,-0.0078411353752017
"19",-0.000148289138451219,0.00496791722252965,0.000779640977270901,0.000365837709978223,-0.00697656767442822,0.00367533694952726,0.00784028135240078,0.000703167577739805,0.000283545203274116,-0.000276566366665065
"20",-0.00078196485992521,-0.0069394800812006,-0.000900687882676721,-0.00283332471735775,-0.00282785715535283,-0.00329626770690084,-0.0136036835610867,0.00117740547284484,0.00445837387815118,-0.000534200749825686
"21",-0.00357712479308248,0.0116895530372858,0.00648344680666924,-0.00519997766241431,0.00553160812705755,0.00146822491660714,0.00525572104379535,-0.00469613075256348,0.0041216854006052,-0.0017860810039565
