"","NKE","GS","CAT","MMM","IBM","RTX","AXP","WBA","DOW","TRV"
"1",0.00132100062910467,0.000253733654972166,-0.00613779807463288,-0.00664695259183645,-0.0045345644466579,0.00177214329596609,0.00620000995695591,0.0058135143481195,-0.000931019254494458,0.00301784183830023
"2",-0.00527896825224161,0.00599466264247894,0.000872554141096771,-0.00163998047355562,0.00509083969518542,1.62242588430672e-06,-0.00209979643113911,0.0116529231891036,-0.0257051791995764,0.0111090000718832
"3",0.00531468633562326,-0.00256211613304913,-0.00567780993878841,0.00124659400898963,0.00732099078595638,-0.0021838815882802,0.0111125996336341,-0.0138285988941789,0.0105710299685597,-0.00277866190299392
"4",0.000974101945757866,-0.0039613931439817,0.0189089775085449,-0.0118246292695403,0.0038079428486526,-0.00843091774731874,-0.001922398339957,0.00108827254734933,-0.00801540538668633,0.00291701662354171
"5",0.00525950035080314,0.00887387245893478,-0.00629959441721439,-0.0209702290594578,0.00387816550210118,6.61007215967402e-05,-0.00750255677849054,0.0077269715256989,-0.00353310140781105,-0.00162975932471454
"6",-0.00392284011468291,0.00414170417934656,-0.00436972221359611,0.0027344492264092,0.0114980386570096,0.00669556949287653,-0.00172188284341246,0.000836781109683216,0.00507029099389911,0.0104395868256688
"7",0.00510302139446139,0.00843345560133457,0.00396370282396674,0.00962621625512838,-0.00264357379637659,-0.00188773777335882,-0.000187316705705598,0.00130152376368642,0.00133874686434865,-0.0170124396681786
"8",0.00114188785664737,0.0060602705925703,0.00696752686053514,0.0144292078912258,-0.00991478469222784,-0.00217453530058265,0.000613843207247555,-0.00343116652220488,0.0070456457324326,0.0133662046864629
"9",-0.00123567937407643,0.00311924843117595,-0.00893748179078102,0.00673530716449022,-0.00728919543325901,-0.00368651072494686,0.0032428321428597,0.00758942728862166,0.00317040737718344,-0.00789057463407516
"10",-0.00268460507504642,0.00727589149028063,-0.00388340139761567,-0.00347038637846708,0.0113833360373974,-0.000464278331492096,0.00202328921295702,-0.00743488455191255,0.0107342582195997,0.00258707231841981
"11",0.000937051721848547,0.00815772078931332,-0.0098790442571044,-0.006230803206563,-0.00585804786533117,-0.00660512363538146,-0.00148955383338034,-0.00935538299381733,-0.014903306029737,-0.0169287659227848
"12",0.00329452170990407,-0.000954632530920208,0.00237830774858594,-0.00304331374354661,0.00121825246606022,-0.00149951956700534,0.0029925312846899,-0.00134797289501876,-0.0175177305936813,0.00153259641956538
"13",0.0069452035240829,-0.000654084433335811,-0.00661706272512674,0.00117195956408978,0.00542298890650272,0.00440278276801109,-0.00394219113513827,-0.00187434768304229,0.00226459698751569,0.0047776778228581
"14",-0.000497009546961635,0.00562485959380865,-0.00148474180605263,0.00349642825312912,0.00826339889317751,0.00133825861848891,-0.00251842802390456,-0.00301323761232197,-0.00394608825445175,-0.00469501782208681
"15",0.000784090254455805,-0.00662799784913659,-0.00433211587369442,0.00624168757349253,0.00539942691102624,0.00714012607932091,0.00423894170671701,0.0041950885206461,-0.0120466770604253,0.00875698029994965
"16",0.00207047513686121,-0.0055986805818975,-0.00965057965368032,0.00995431374758482,0.00758643262088299,-0.00484267761930823,0.000169416394783184,-0.00334857637062669,0.00386412348598242,-0.00120247970335186
"17",0.00730426236987114,-0.00158559868577868,-0.00370459631085396,0.00129701918922365,-0.00462722312659025,0.000430416694143787,0.000926227425225079,0.000391963665606454,-0.00275204819627106,0.00100551592186093
"18",-0.000816733110696077,-0.000525425595697016,0.00606279168277979,-0.0105256661772728,0.00520921032875776,0.00234979554079473,0.00134222290944308,-0.00735078053548932,0.00563519494608045,-0.00811150949448347
"19",-0.0113223716616631,0.0059029976837337,-0.00895391963422298,-0.0011970626655966,-0.00429400848224759,-0.000366907945135608,0.00158153043594211,-0.0132356025278568,0.0061508915387094,0.00232787849381566
"20",-0.0102224284783006,0.00594751816242933,0.00527128437533975,0.00153490470256656,-0.000355974916601554,-0.00167551951017231,0.000161730320542119,-0.0032338579185307,3.82512880605645e-05,0.00118498527444899
"21",-0.00450210319831967,-0.00169882294721901,-0.0127432560548186,0.0015622244682163,-0.00546870147809386,-0.00207131216302514,0.000727728591300547,-0.0141388876363635,-0.0124056320637465,0.00254739122465253
