"","VZ","T","HD","AXP","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00212283059954643,-0.00681187631562352,-0.000213177234400064,0.0062371320091188,-0.00339607568457723,-8.82190797710791e-05,-0.00969886593520641,-0.0153597062453628,0.00770818116143346,-0.00642512226477265
"2",-0.00265850638970733,0.00534598156809807,-0.000668105320073664,-0.00597375072538853,-0.00333045818842947,0.000750107865314931,-0.00518821459263563,-0.00678944960236549,-0.00273973681032658,-0.00538595393300056
"3",-0.000464770564576611,-0.00231592589989305,-0.00503818644210696,0.00762364966794848,-0.00815734174102545,0.00178401044104248,-0.000930446432903409,-0.00984396412968636,-0.00891281291842461,-0.00129239214584231
"4",0.00040814618114382,-0.00333375972695649,0.00323915458284318,-0.00662729050964117,0.00895590987056494,-0.00453241728246212,-0.00900859758257866,0.0122127551585436,0.0114901568740606,0.00487282685935497
"5",-0.00529640680179,-0.00129521626513451,0.000673254835419357,0.00218706950545311,0.0084630586206913,-0.000416960829170421,-0.0107159614562988,-0.00671858759596944,-0.00344698899425566,-0.00557847274467349
"6",-6.91318491590209e-05,0.00260408176109195,-0.000554554164409637,0.00857553351670504,0.00303584616631269,0.00319089647382498,-0.00177967792842537,0.00368079799227417,0.00272665196098387,0.000621534767560661
"7",-0.0026669092476368,0.00416376627981663,0.0045503550209105,-0.000198122710571624,-0.00142111990135163,-0.00549992127344012,-0.0168371796607971,-0.022343460470438,-0.00451336707919836,0.00419436488300562
"8",-0.000186170102097094,0.00481914263218641,0.00104070792440325,0.00819501653313637,-0.00187038478907198,-0.00577036011964083,0.00469647813588381,-0.0123910838738084,-0.00436787400394678,-0.00437614973634481
"9",-0.00444485200569034,-0.00440131081268191,-0.0119993006810546,-0.00300122774206102,-0.0026161945424974,-0.005083201918751,-0.0129372961819172,0.00496659241616726,0.00622121850028634,0.00290048914030194
"10",0.00331342592835426,-0.00686385668814182,-0.00175412371754646,0.00602314667776227,0.000356507516698912,-0.000808325421530753,-0.00691107427701354,0.0072827129624784,-0.00651952577754855,0.00181419122964144
"11",0.00879819691181183,-0.00557947065681219,0.00297610345296562,0.00125883088912815,-0.00310345250181854,-0.0101724397391081,-0.000529322715010494,0.000782025803346187,0.00389740755781531,0.000165071993251331
"12",-0.00782861467450857,-0.00178654573392123,0.00150358118116856,0.00357653270475566,-0.00146460370160639,0.000230726451263763,0.00366174941882491,-0.00666403211653233,-0.00551594607532024,0.00157959363423288
"13",0.00285608600825071,0.00189262302592397,-7.23235352779739e-05,0.00136644311714917,-0.00328029994852841,0.000724934914615005,0.00492499303072691,-0.00352453533560038,-0.00314925611019135,0.000887317582964897
"14",-0.000687299354467541,-0.000311138050165027,-0.00257832324132323,0.000385284598451108,0.00367834744974971,-0.0034412166569382,-0.00404355581849813,0.0111946715041995,0.00621871976181865,-0.00241607706993818
"15",0.00304547674022615,0.000344037252943963,0.000354119169060141,0.0211817361414433,-0.00917614810168743,-0.00091173208784312,-0.0117317000404,0.0100394347682595,-0.00514144590124488,-0.000850701006129384
"16",-0.00160112825687975,-0.000502769602462649,0.0032624714076519,-0.00209974008612335,-0.00141146848909557,0.00355650973506272,-0.011759071610868,0.00714473053812981,0.00206075422465801,-0.000573953206185251
"17",0.00124706246424466,0.00218031764961779,0.000435611320426688,0.00685040978714824,-0.00236839288845658,0.010214626789093,-0.0111649464815855,0.0074242721311748,-0.00248647015541792,-0.000989349326118827
"18",0.0056600789539516,-0.00324722682125866,-0.00328319799154997,-0.00136328267399222,-0.00295861926861107,-0.00277113146148622,-0.00358851067721844,0.00243990635499358,0.00231788214296103,0.000959676457569003
"19",-0.00802674144506454,0.000959534547291696,0.00292260316200554,0.00363089796155691,-0.00509949820116162,0.00086269126040861,-0.00385958910919726,0.00325231463648379,-0.00486260000616312,-0.00136353028938174
"20",0.00446862587705255,-0.00176510598976165,0.000863411754835397,-0.00370019860565662,-0.00520658539608121,0.00981990527361631,-0.0105609307065606,0.00649296259507537,0.00185002444777638,0.00302363350056112
"21",-0.00656228279694915,0.00139100139494985,-0.00487493444234133,-0.0013828162336722,0.0047849016264081,-0.00295435031875968,-0.011540281586349,-0.000711236731149256,0.00730055710300803,0.00308844237588346
