"","VZ","HPQ","BA","UNH","AXP","RTX","DD","MMM","AA","TRV"
"1",-0.00128511560615152,-0.0600924976170063,-0.00713582755997777,0.000697193259838969,-0.00606365315616131,0.00625681551173329,-0.00204811384901404,0.00027812976622954,-0.00209098542109132,0.0125039666891098
"2",-8.39396234368905e-05,-0.00606035953387618,-0.00444407574832439,0.00714429002255201,-0.0039529032073915,-0.00119120313320309,-0.00333380303345621,-0.00266403798013926,-0.00352007593028247,-0.00288371369242668
"3",0.00645771343261003,0.018635842949152,0.00417973753064871,-0.00621592439711094,0.00611917022615671,0.00570001779124141,0.0027659279294312,0.00334090483374894,0.000267080205958337,0.000620418344624341
"4",-0.00414551701396704,0.0109263779595494,-0.000999846728518605,-9.30390669964254e-05,-0.00910672824829817,-0.00153278687503189,-0.00246358592994511,-0.00763033051043749,0.00109357351902872,0.00786961615085602
"5",-4.92379222123418e-05,0.000699202937539667,0.00434262305498123,0.00221753236837685,0.00508975749835372,-0.00487593933939934,-0.00701482407748699,-0.00461892876774073,0.00157680932898074,-0.000302156870020553
"6",0.00177370477467775,0.00455389451235533,0.00324578280560672,0.00241142744198442,-0.00192651606630534,-0.00567352585494518,-0.00646065454930067,-0.00354913342744112,-0.0020957391243428,-0.00339192617684603
"7",0.00946972891688347,-0.0124652655795217,-0.00574947241693735,-0.00248735607601702,0.00498006632551551,0.00375128374435008,-0.00855442881584167,0.000209176301723346,-0.000523014867212623,0.00153872661758214
"8",0.0119516039267182,0.000758162059355527,-0.00310522131621838,0.00226759165525436,-0.00474449899047613,-0.00422452436760068,-0.00541603937745094,0.00386148691177368,0.00217166938818991,-0.000618125428445637
"9",-0.00150805059820414,-0.020816620439291,-0.000758561189286411,-0.00493551464751363,-0.00461888499557972,-0.00555690564215183,-0.00604426162317395,0.0115546183660626,0.00122408906463534,0.0036096409894526
"10",-0.00195508450269699,0.00847820285707712,-0.00193973246496171,-0.00291039678268135,0.00912224408239126,0.00196042004972696,0.00467259995639324,0.000851837394293398,-0.00188779854215682,0.00319124362431467
"11",-0.00418251240625978,-0.0298347566276789,0.00449320254847407,0.00415454898029566,-0.0060863527469337,-0.000255596707575023,0.00213529611937702,-0.00294360145926476,0.00371708418242633,0.0101551758125424
"12",-0.00614508986473083,-0.00747906696051359,0.00512599386274815,0.00270932936109602,-0.0069599743001163,-0.00221295724622905,0.00243143900297582,-0.00225734408013523,0.00390479620546103,0.00279387924820185
"13",-0.00152200006414205,0.00778642622753978,0.00265685305930674,0.00744835240766406,0.00684413081035018,0.000456221983768046,0.00164330832194537,-0.0070746373385191,0.000312295480398461,0.00355934072285891
"14",-0.000512939237523824,-0.0111548313871026,0.000432250264566392,0.00115804886445403,0.00268162367865443,-0.00287975836545229,-0.000850953627377748,-0.00447928439825773,0.0002962113940157,0.00424956856295466
"15",-0.00110529130324721,-0.00117436167784035,-0.00120709184557199,0.00132125744130462,-0.0063396836631,-0.00529477000236511,-0.00305387191474438,-0.00519575504586101,0.00592797668650746,0.00138591625727713
"16",0.00382582331076264,0.00265129539184272,-0.00161277374718338,0.00422204053029418,-0.0123564107343554,0.00635686609894037,-0.00825505051761866,-0.00351658882573247,0.00161389075219631,-0.00362511025741696
"17",0.00168309698347002,-0.00981175247579813,0.000862670072820038,-0.000351793481968343,-0.000272454519290477,0.00915105734020472,-0.00617511104792356,0.00123450334649533,0.00122770585585386,0.00174866197630763
"18",-0.00124693580437452,0.00439401669427752,-1.02725307442597e-05,0.00574307236820459,-0.0141718732193112,0.0014948194148019,-0.00448895525187254,-0.0019295698730275,-0.00438406830653548,-0.00249754870310426
"19",-0.00295333913527429,-0.00165669538546354,0.00174361106473953,0.00446982402354479,0.00312747480347753,-9.83969584922306e-06,-0.00929227005690336,-0.000659877608995885,0.00266613508574665,-0.00379360979422927
"20",0.00231177476234734,-0.0346136093139648,0.0031803441233933,0.000530749151948839,0.00414986489340663,0.00221440009772778,0.00373131316155195,-0.000439790077507496,0.00113109452649951,0.00364319607615471
"21",-0.000364192033885047,-0.0246333908289671,0.0018873552326113,0.00630584638565779,0.00373434624634683,-0.00412760674953461,-0.00213621114380658,-0.00350068346597254,0.00289483182132244,-0.000223486786126159
