"","VZ","CAT","MCD","AXP","UNH","RTX","DD","MMM","NKE","TRV"
"1",0.00112136709503829,0.0215677972882986,-0.000145563273690641,0.00454395171254873,0.0221695061773062,0.00230776914395392,-0.0102802896872163,0.0104327788576484,0.00885787233710289,0.00209443434141576
"2",0.00101817469112575,-0.00589326769113541,-0.00237548770383,-0.0103463269770145,-0.00897927675396204,-0.00392722710967064,0.00962970964610577,-0.00225122994743288,-0.00595849007368088,-0.00069088616874069
"3",-0.000486121338326484,0.00172882759943604,0.0023085477296263,0.0108837094157934,-0.000142038654303178,0.0110092172399163,0.0188574623316526,0.000941018224693835,0.0014203074388206,0.00145466160029173
"4",-0.00614297948777676,0.00666868453845382,0.00688365893438458,0.000900899467524141,0.012313524261117,-0.00984430965036154,0.00659478362649679,0.00917562749236822,0.00768552115187049,-0.010086502879858
"5",-0.00536510581150651,0.00222205091267824,0.00106361252255738,0.00877995137125254,0.00248196627944708,0.0108848148956895,0.0161962490528822,0.0109569747000933,0.00152824551332742,0.00297148199751973
"6",-0.00297551648691297,0.000621375977061689,-0.00527411419898272,0.0103007890284061,0.00881099980324507,0.00319355633109808,0.0101872598752379,0.00598415173590183,0.0123459184542298,-0.000573037192225456
"7",-0.00335086532868445,0.00555922836065292,0.00257951067760587,0.00628479057922959,0.00495252199470997,0.00235410919412971,-0.00659421365708113,-0.00375809753313661,-0.0127689782530069,-0.0016254442743957
"8",-0.0053099668584764,0.00458273896947503,0.00221732049249113,0.00632505351677537,0.00563809694722295,-0.0038374993018806,0.00659767678007483,0.00534930499270558,-0.000642712693661451,0.000800420006271452
"9",0.00171071279328316,-0.00494952592998743,-0.00286943628452718,0.00827926117926836,0.0014013983309269,0.0039473120123148,-0.00523020979017019,0.000865979003719985,-2.4445846065646e-05,0.00171325402334332
"10",-0.0060022259131074,0.00219595688395202,-0.00512382481247187,-0.00337204826064408,-0.0024640872143209,-0.00173560355324298,0.00450338236987591,-0.00505585363134742,0.00764417974278331,-0.00376892508938909
"11",-0.00397747987881303,-0.00504092732444406,0.00242914096452296,0.0043976129963994,0.00152126245666295,-0.00146499462425709,-0.00413291621953249,-0.00111685099545866,-0.00359604530967772,-0.00375256384722888
"12",-0.00455452082678676,-0.00426939781755209,0.00425225356593728,0.00107719062361866,-0.00470781745389104,-0.00162393611390144,0.00319067528471351,0.00433065928518772,0.000675232033245265,-0.00061584374634549
"13",0.000297931052045897,-0.00261308322660625,0.00279653468169272,0.0127997817471623,0.00524709653109312,0.00801131688058376,-0.00674625998362899,-0.000246329291258007,-0.00257904455065727,0.00123956764582545
"14",-0.00199304497800767,-0.000909008842427284,-0.00767859537154436,-0.000525451905559748,-0.00308969593606889,-0.00165421946439892,0.00699374545365572,0.00234434963203967,-0.00781519804149866,-0.00285871233791113
"15",-0.00479229120537639,0.000372701120795682,0.00166257610544562,-0.000957620039116591,0.0106801399961114,0.00933007709681988,-0.00452226866036654,-0.00444192951545119,-0.000126370243378915,-0.00452238786965609
"16",0.0016680711414665,-0.00542893446981907,0.00508850160986185,0.0014265498612076,-0.00147785583976656,-0.00638563837856054,0.0123287411406636,-0.00742575293406844,0.000144151970744133,0.00304269162006676
"17",-0.00430771196261048,-0.00501853134483099,-0.00260913628153503,-0.000606258341576904,-0.00262481067329645,-0.000168681915965863,-0.0104748271405697,0.000169707171153277,0.000892901152838022,0.00124440528452396
"18",-0.00136324611958116,-0.00276782107539475,0.000353290262864903,-0.00143426586873829,0.00218291115015745,-0.00514264591038227,0.0040684137493372,-0.00316689256578684,-0.00145938189234585,0.00382962985895574
"19",-0.00484894029796124,-0.00220079231075943,0.00173726957291365,-0.00346158188767731,0.00498901261016726,0.00366502068936825,-0.00287970993667841,-0.00662565045058727,-0.0123607823625207,0.000539676169864833
"20",0.00487924972549081,-0.00106803060043603,-0.001143041648902,-0.00459371600300074,-0.00057056057266891,0.00064912298694253,0.00802116189152002,0.00639303959906101,0.00417136866599321,0.00438673887401819
"21",-0.00349152437411249,-0.00954657886177301,-0.00077961926581338,0.0123626226559281,0.00257473811507225,0.00707972794771194,-0.0119515918195248,0.00570819061249495,-0.00136594742070884,-0.000294222176307812
