"","HD","VZ","AXP","BA","RTX","AA","MMM","DD","MDLZ","TRV"
"1",0.00674189813435078,0.0022121777292341,-0.0178790055215359,0.00703536160290241,-0.0151566890999675,-0.0109331896528602,-0.00499437190592289,-0.00718526914715767,-0.00349051575176418,-0.00874229241162539
"2",-0.00108955090399832,-0.00527845369651914,0.00415200181305408,0.000112395508040208,0.00748023670166731,0.00100932864006609,0.00603105407208204,-0.00309903454035521,-1.60085619427264e-05,0.00265144440345466
"3",-0.00628306996077299,0.000665558036416769,0.00311513361521065,0.00474193040281534,-0.0075834053568542,-0.0353121235966682,-0.00236099539324641,0.00438058376312256,0.00100694643333554,0.000795877305790782
"4",0.00846787262707949,-0.00101619656197727,0.00129278528038412,0.00708199199289083,-0.00762406270951033,0.00220769667066634,5.54497601115145e-05,0.0114045180380344,-0.00190629262942821,0.00127930019516498
"5",0.00180449441540986,-0.0036817982327193,0.0183987803757191,-0.00356131861917675,-0.00684174755588174,-0.0174096766859293,-0.0032990500330925,-0.0036553842946887,-0.00710633769631386,-0.00383836682885885
"6",-0.00503733940422535,-0.00154512166045606,0.00230776099488139,-0.00350996991619468,-0.0043449061922729,-0.00198866869322956,-5.44571557838935e-05,-0.000806212716270238,0.000338750425726175,-0.000760844559408724
"7",0.0054385494440794,0.00494009256362915,0.00359647930599749,-0.00726283574476838,0.0051418081857264,0.0084887882694602,0.00602093059569597,0.00147779751569033,0.00132437702268362,-0.00843004044145346
"8",-0.00196559051983058,0.000101029196230229,0.00740728806704283,-0.0033129844814539,-0.0107302013784647,-0.0166038889437914,-0.00737051852047443,0.00932091940194368,0.00196684617549181,0.00500604743137956
"9",-0.00638918625190854,0.000809779274277389,-0.00542412465438247,-0.00419304193928838,0.000725791906006634,-0.00121240422595292,-0.00166647043079138,-0.00561496708542109,-0.00124918622896075,-0.0102067245170474
"10",0.00529323844239116,0.00318880029954016,0.00274523557163775,0.00771057512611151,-0.00684499042108655,-0.0130192395299673,-0.00689717382192612,-0.00974790845066309,-0.00190327735617757,0.00209017237648368
"11",0.00321422889828682,0.00403678417205811,-0.0085600670427084,-0.00645552203059196,-0.00102280615828931,0.010224211961031,-0.000830289151053876,0.000293483171844855,-0.00228612567298114,-0.00868751015514135
"12",-0.00769264716655016,0.000512461643666029,-0.00355775374919176,0.00236903061158955,-0.00420747976750135,-0.00210090330801904,-0.000770303478930146,-0.0157105568796396,-0.00424132030457258,0.000655820476822555
"13",0.00753440521657467,-0.00590896746143699,0.00822176691144705,0.00178838148713112,-0.00052109087118879,-0.00950290728360415,0.00268001505173743,0.00328458636067808,-0.00668583624064922,-0.0097211841493845
"14",-0.00288647133857012,0.000340777885867283,-0.000254636892350391,0.00174849980976433,-0.00815205182880163,0.00191631144843996,-0.0113786105066538,-0.0247028768062592,-0.00275728851556778,0.00462961802259088
"15",-0.00211983127519488,-0.00370733090676367,-0.00386741710826755,-0.00158719997853041,-0.0128131816163659,-0.0143649568781257,0.00110084482003003,-0.0100015085190535,-0.00681074941530824,-0.00364083866588771
"16",0.00758772529661655,-0.00723428884521127,-0.00707613956183195,-0.00295418757013977,-0.00702251493930817,0.00914002303034067,-0.00325400638394058,-0.00522026279941201,0.00259468844160438,0.00150604557711631
"17",0.00417902786284685,0.00134124339092523,0.00402983836829662,-0.00729850959032774,-0.0119620561599731,-0.00767746660858393,0.00215224805288017,0.00145558919757605,-0.00178283068817109,-0.00287261116318405
"18",-0.00276684714481235,-0.000753016211092472,0.000648547196760774,-0.00984518323093653,0.000208517245482653,-0.0114663597196341,0.000521433772519231,-0.000666027888655663,0.00386932725086808,-0.00281108659692109
"19",0.00231953547336161,-0.00451291166245937,-0.00377359660342336,-0.00952794402837753,-0.00852916296571493,-0.0014983267756179,0.000271746917860582,0.000212897677556612,0.00390367372892797,-0.0156695432960987
"20",2.20970487134764e-05,0.00401532230898738,-0.0023174446541816,-0.0019680883269757,-0.00498061766847968,-0.00315825245343149,-0.00859509315341711,0.000267190771410242,-0.00194021069910377,-0.00146759033668786
"21",-0.00966067332774401,0.00546037266030908,-0.0134999565780163,0.000550194643437862,-0.0111233433708549,0.004585275426507,-0.0060506584122777,-0.00925824791193008,-0.00149405491538346,-0.0130382254719734
