"","MCD","GS","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",0.00174310174770653,-0.000235610248637386,0.00856002885848284,-0.00133875745814294,0.00946894008666277,-0.00363708543591201,-0.00322559988126159,0.00281983660534024,-0.018099719658494,0.00151178787928075
"2",0.00091899442486465,0.0023379628546536,-0.00273148040287197,-0.00220398046076298,-0.00357182929292321,-0.0025123730301857,0.000754350039642304,0.000181462179170921,0.0162315294146538,0.00213317223824561
"3",0.00264527043327689,0.00639176974073052,0.00176368386019021,-0.00660269893705845,-0.00746846338734031,-0.00570899713784456,-0.026155661791563,0.00208744942210615,0.00600139470770955,0.000943441293202341
"4",-0.00778586370870471,-0.0155129600316286,0.0179091915488243,0.00745129911229014,0.00872282311320305,-0.0215612761676311,0.00378829101100564,-0.0223540272563696,-0.0211197007447481,0.00668975804001093
"5",0.00216783187352121,0.0126181012019515,0.0042207445949316,0.00190954748541117,-0.00592609075829387,-0.00849370285868645,-0.00389795587398112,-0.00374426692724228,-0.00661865854635835,0.00109203835017979
"6",0.00694206822663546,-0.0154844140633941,0.00139195588417351,0.00244311522692442,0.00359723623842001,0.0076706656254828,-0.00687713781371713,0.00520883640274405,-0.00768313137814403,-0.00852008257061243
"7",-0.00219196500256658,0.00302593689411879,0.0115225957706571,0.000964844773989171,0.0103671066462994,0.00678486609831452,0.00206898665055633,0.000414099980844185,-0.00449399929493666,0.000269629090325907
"8",-0.0020061768591404,-0.00683510303497314,0.00149575213436037,-0.00473829545080662,0.00482618296518922,0.00881903246045113,0.00111838732846081,-0.00504764402285218,-0.00037235178751871,0.00367621774785221
"9",0.00178633374162018,-0.00483801541849971,-0.00233740266412497,-0.00529091153293848,0.00648530852049589,0.00263008964248002,0.00107071362435818,-0.0116028366610408,0.00305922608822584,0.00170610623899847
"10",-0.00340019236318767,-0.00874852109700441,-0.00128435157239437,0.00630209827795625,0.00107995432335883,0.00204925099387765,-0.000869351904839277,-0.00236866064369678,-0.0183579567819834,-7.13042536517605e-05
"11",-0.0033346472773701,0.00738959340378642,-0.00333531224168837,0.00883047375828028,-0.00218747602775693,-0.00394578091800213,0.00603890791535378,-0.0140342535451055,-0.0237507242709398,0.00989642739295959
"12",0.00518624158576131,-0.00498981634154916,-0.00284778233617544,-0.00218004384078085,-0.00400676345452666,-0.00663190335035324,0.00691788364201784,-0.0202010422945023,0.00546901952475309,0.00209401128813624
"13",0.00570855848491192,-0.00162730528973043,0.000540686887688935,-0.000688050931785256,-0.00646780896931887,-0.00376677443273365,0.00477829854935408,-0.00285321520641446,0.00594250857830048,0.00418443279340863
"14",0.000313432246912271,-0.00291380845010281,0.00182072329334915,-0.00976985413581133,-0.00434293504804373,-0.00611483585089445,-0.00917413551360369,0.00177829794120044,0.00695731304585934,0.00307466671802104
"15",0.00109057885129005,-0.00172579858917743,0.00974574871361256,0.00440783146768808,-2.92280510620913e-05,-0.00354318716563284,0.00438047759234905,0.00137521070428193,-0.0247893575578928,0.0035360383335501
"16",0.000556357845198363,-0.00468556210398674,0.00202626641839743,0.00943069998174906,-0.00877124071121216,0.00697222445160151,-0.00298534939065576,0.00848319660872221,-0.0301966369152069,-0.00312916235998273
"17",0.00227057212032378,-0.014266274869442,0.00625843787565827,0.00514958333224058,-0.00390758691355586,0.00646819826215506,0.00816971715539694,0.00894463434815407,-0.0155724724754691,-0.00390117708593607
"18",0.000332429859554395,-0.00399274285882711,-0.000902818981558084,0.00384263810701668,-0.0143336681649089,0.00217981589958072,-0.00208982150070369,-0.00354476412758231,-0.00291583361104131,0.00449706148356199
"19",0.00414434820413589,-0.00131689885165542,-0.0029921589884907,-0.0038947663269937,0.000421799661125988,0.00371157564222813,0.00334471045061946,-0.0210819952189922,-0.000404368853196502,0.00301632005721331
"20",-0.00191801437176764,0.0016143285902217,-0.00373212690465152,0.00368156051263213,-0.00463309558108449,-0.00129794329404831,-0.000584802066441625,-0.00261392304673791,0.0185987986624241,0.00167957646772265
"21",0.00208331202156842,-0.00233432254754007,0.000509866455104202,0.00323837948963046,-0.00663272850215435,0.000902039464563131,0.00211105798371136,-0.0041111852042377,-0.00204348261468112,0.000106110455817543
