"","DIS","MCD","VZ","T","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.00838360283523798,0.00133900146465749,-0.0119202630594373,0.000435049936641008,-0.0078054666519165,0.00260892324149609,-0.00366781814955175,-0.00198934762738645,-0.00297423801384866,-0.00852504838258028
"2",-0.00754131749272346,0.00300216628238559,-0.000494027161039412,-0.00517357932403684,0.000835435697808862,-0.00632520578801632,0.00222474220208824,0.00860942993313074,0.00263988133519888,0.00457945093512535
"3",0.00510158762335777,-0.000489559839479625,0.00535891996696591,-0.00496192974969745,0.00201523676514626,0.000509643345139921,-0.00226205284707248,0.00147392298094928,-0.00934199616312981,0.00483304727822542
"4",0.0029980733525008,-0.00510335294529796,0.00395474210381508,-0.00200482620857656,0.00437319185584784,-0.00296137505210936,0.00728992884978652,0.0246657468378544,0.00157747103367001,0.00806174241006374
"5",-0.000315074052195996,0.00321149663068354,-0.00443565146997571,-0.00183487683534622,-0.000179253591340967,-0.0135104525834322,-0.00264228391461074,0.0112566621974111,0.00243039685301483,-0.00255546509288251
"6",0.00113482296001166,-0.000494511856231838,1.89444399438798e-05,-0.00468079373240471,0.00839188136160374,-0.0117131220176816,0.00967993214726448,-0.0154263721778989,-0.000162432334036566,0.00134949444327503
"7",0.000837323605082929,-0.00368976453319192,-0.00367864267900586,0.000812441692687571,0.000964773294981569,-0.00499208923429251,-0.0020943689160049,-0.00334482593461871,-0.000833481433801353,0.00142375472933054
"8",-0.00901916064321995,-0.00547350896522403,0.00368178286589682,-0.00839940179139376,-0.0056989393197,-0.00273441034369171,0.0024961840827018,-0.000909898139070719,0.00132223765831441,-0.00625688210129738
"9",0.00636224634945393,0.005698645953089,-0.00398296164348722,-0.00557909719645977,-0.00226094713434577,-0.00660107471048832,-0.00261419359594584,0.00272669363766909,-0.00173686782363802,-0.00736979674547911
"10",0.00839737616479397,-0.00333057437092066,0.00638682674616575,-0.000846696260850877,-0.000590053619816899,-0.00943044666200876,-0.00222800206393003,-0.003163599409163,0.000831943703815341,-0.00515455892309546
"11",0.000894907396286726,-0.0016366196796298,-0.00256689894013107,0.00167833978775889,0.0138002661988139,0.00174100114963949,-0.0027461692225188,-0.00795673951506615,-0.000559671490918845,0.00512481713667512
"12",0.0015760863898322,0.00232155318371952,-0.0050699869170785,-0.00319507624953985,0.000619405822362751,-0.0047258548438549,-0.0034994394518435,0.0032202647998929,0.00177624507341534,-0.00636322842910886
"13",0.0164446737617254,0.00443837838247418,0.00619705952703953,-0.00368576496839523,-0.00436404580250382,-0.00211995281279087,0.00281570828519762,-0.0177133586257696,0.00120160391088575,0.00280022737570107
"14",-0.00191895733587444,-0.000136002418003045,0.00152313360013068,-0.000294618628686294,-0.00234983442351222,0.00393236801028252,-0.00155725108925253,-0.00382374878972769,0.00328273675404489,-0.00672261836007237
"15",-0.00511151645332575,0.00340295885689557,-0.00349191203713417,-0.00279586249962449,0.00198503793217242,0.00683598360046744,0.00274759158492088,-0.016986571252346,0.00405189348384738,0.00130791938863695
"16",0.000981328310444951,0.00677408324554563,-0.00443855300545692,0.00298411026597023,0.00155472150072455,-0.0106117259711027,-1.6971969671431e-05,-0.00779606681317091,0.00192132988013327,-0.0050821271724999
"17",-0.00124918471556157,-0.00215101987123489,0.0040688025765121,-0.00128964346367866,-0.00660685868933797,-0.0030916309915483,0.00202240794897079,0.0081359576433897,0.000531862489879131,-0.00332919252105057
"18",0.00489035621285439,-0.00116160756442696,0.00479873828589916,0.00415812479332089,0.00198941305279732,0.00206998060457408,-0.00360434642061591,0.00293242814950645,0.00129838474094868,0.00666981097310781
"19",0.0114314500242472,0.00204079248942435,-0.00144080026075244,-0.00145423540379852,-0.00432784901931882,0.00480246916413307,0.00200409442186356,0.00175067852251232,0.00114680186379701,-0.00754461716860533
"20",0.00138136663008481,0.00412562675774097,-0.00372366863302886,0.000364152598194778,-0.0122861806303263,0.00877585355192423,-0.00121573335491121,-0.0251279193907976,0.00326505652628839,-0.000181572089786641
"21",-0.000468934449600056,-0.00730342464521527,0.0045893550850451,0.00405316194519401,0.00831349845975637,-0.00542227923870087,-0.00031443900661543,0.000366814434528351,0.00586486561223865,-0.0105782086029649
