"","MRK","CVX","MCD","KO","CAT","DD","MMM","RTX","AXP","TRV"
"1",-0.00310322968289256,0.00283496524207294,0.00408076168969274,-0.00131218112073839,-0.00151914556045085,0.00334497331641614,-0.00188585033174604,-0.000996304675936699,-0.00460404995828867,0.00636954512447119
"2",0.00307089556008577,0.000648625136818737,-0.000918066769372672,0.00341911497525871,0.00725571159273386,-0.00258110626600683,0.00127647863700986,0.00148415542207658,0.00153791299089789,0.000796696287579834
"3",-0.00337760359980166,-0.00266950693912804,0.00532932067289948,0.000751818646676838,0.00462981220334768,0.00361458514817059,0.00389764225110412,-0.000550868455320597,-0.00396939646452665,0.00137178029399365
"4",0.00200443621724844,0.000744570046663284,-0.00154582166578621,-0.00361058628186584,0.0013704786542803,0.00255348137579858,0.00202776794321835,-0.00122619292233139,-0.00112932128831744,-0.000528843433130533
"5",-0.000334793701767921,-0.00426843296736479,0.00493524316698313,0.00160088646225631,0.00194548279978335,-7.2078786615748e-05,-0.00349861360155046,0.0058470880612731,0.000581816653721035,0.00345509452745318
"6",-0.0070002912543714,0.000380543060600758,0.00424344511702657,0.00654267333447933,0.00206010835245252,0.00195760210044682,-0.00326324580237269,-0.000795196334365755,0.00376682821661234,0.00158635748084635
"7",-0.000281893357168883,-0.00423119170591235,0.00079147977521643,-0.0027260712813586,-0.00330030987970531,0.00566267129033804,0.00217121071182191,0.00289081176742911,0.000908723333850503,0.00272032036446035
"8",-0.00181049457751215,-1.26758470742061e-06,-0.00238533341325819,0.000367830274626613,0.00522425025701523,0.00326051749289036,0.00407127290964127,0.00580398039892316,0.00202877796255052,0.0033601950854063
"9",0.00154254352673888,-0.003281180979684,0.00327684497460723,0.00355499307624996,0.00381010887213051,-0.00150819087866694,0.00429761316627264,-0.00149036943912506,0.00467078760266304,0.00355550367385149
"10",0.00662292214110494,0.00119758187793195,0.00331963528878987,0.0013507924741134,-0.00104737293440849,0.00132162682712078,0.000308623595628887,0.00311678927391768,-0.00120570871513337,0.00321426847949624
"11",-0.0011706817895174,-0.000166532961884513,-0.00177883286960423,0.00233975984156132,-0.00429273024201393,6.12882940913551e-05,4.87302313558757e-05,-0.000206116907065734,0.000706890656147152,0.000924291205592453
"12",-0.0017250309465453,0.00151163968257606,0.00414352444931865,4.67221798317041e-05,-0.00525084510445595,0.00200466206297278,0.000493286817800254,6.42054292256944e-05,0.00276707741431892,-0.00171813601627946
"13",-0.00220599281601608,0.0029531167820096,-0.00551086943596601,0.00262033636681736,0.00336093083024025,0.00189555960241705,-0.000692391244228929,-0.000449680374003947,-0.00721429847180843,0.00191315379925072
"14",-0.00163562968373299,0.00828864239156246,-0.00186511385254562,-0.00199493602849543,0.00672930665314198,0.00401833280920982,0.00211510434746742,0.00456385547295213,0.000851437449455261,0.00385349942371249
"15",-0.00214345031417906,-0.000835221435409039,-0.000553516088984907,0.00277886935509741,0.0108070662245154,0.00617442326620221,0.000268244068138301,-0.00309210550040007,0.00171735975891352,-0.00036163956974633
"16",-0.00387454614974558,-0.00323429610580206,0.000162360389367677,0.000658191798720509,0.000256900617387146,-0.00248267338611186,-0.00434242840856314,1.56856367539149e-05,-0.00446931272745132,0.00209940341301262
"17",-0.000898603815585375,0.000765969743952155,-0.00214643473736942,0.00320724537596107,0.00655792932957411,-0.00393582228571177,-0.00489561725407839,0.00382288033142686,0.00111842609476298,0.0017449768492952
"18",-0.00290486868470907,0.00302815460599959,0.0028074742294848,0.00061414809897542,-0.00852868147194386,0.00339502398855984,-0.00526712276041508,-0.00100909126922488,0.00123649707529694,0.00386821269057691
"19",-0.00141902803443372,0.0014110499760136,0.0045305653475225,0.00288460683077574,0.00270477100275457,0.000706599152181298,0.00426550302654505,0.00358851696364582,-0.00280951522290707,0.00274161668494344
"20",0.00170677015557885,0.0026539780665189,-0.0018442664295435,0.00270532350987196,0.00145273737143725,0.00447048991918564,0.0105887120589614,-0.0033898635301739,0.00506628071889281,-0.00110074726399034
"21",-0.00207904074341059,0.00227368553169072,0.00292457547038794,0.00232238392345607,0.000787226017564535,0.00523006916046143,0.00383176747709513,0.00100091146305203,-0.000172602391103283,0.00149137596599758
