"","WMT","MCD","CAT","DD","UNH","RTX","AXP","MMM","NKE","TRV"
"1",0.000503621064126492,-0.00158953631762415,0.0219791680574417,0.00445360969752073,0.0142910974100232,0.00354502722620964,-0.00474912812933326,-0.000772511411923915,-0.000193645304534584,-0.00461724633350968
"2",-0.00415173685178161,0.0028364232275635,0.00597304059192538,0.0165338683873415,0.00153202377259731,-0.00841381214559078,0.0127940345555544,-0.00206992123275995,0.00751089351251721,-0.00135839497670531
"3",-0.00575678702443838,0.00726399617269635,-0.00392517959699035,0.00711527466773987,-0.00265041878446937,0.012638914398849,-0.00276560662314296,0.00275869853794575,-0.00134976673871279,0.00384308304637671
"4",-0.00128530990332365,0.0106253689154983,0.0041459035128355,0.0107938731089234,0.0134774465113878,-0.00419086730107665,0.00576984137296677,-0.00375730497762561,0.0054872203618288,-0.000741144467610866
"5",-0.000120091230201069,-0.00935071054846048,-0.00520890578627586,0.0125234602019191,0.00696073891595006,-0.000890658877324313,0.00181882316246629,0.00341888354159892,0.00647244369611144,-0.00405963789671659
"6",-0.00311457132920623,0.000500343798194081,-0.00407106149941683,-0.0100909611210227,-0.00481375586241484,0.00360500998795033,0.00240186764858663,-0.0189650487154722,-0.000965903396718204,0.00325732654891908
"7",-0.00571618508547544,0.00125725893303752,0.00367806456051767,0.00200171791948378,0.00325600546784699,-0.000157762275193818,0.00158457551151514,0.000657974393106997,-0.000251082179602236,-0.00216598366387188
"8",-0.00911702867597342,0.00156713789328933,-0.000268519303062931,0.00458470452576876,0.0037874155677855,-0.00244656973518431,-0.00323202926665545,-0.00751643581315875,5.32758785993792e-05,-0.00329858809709549
"9",0.00259453128091991,0.00270279636606574,-0.000828978314530104,0.00103993911761791,0.00225607352331281,-0.000834134349133819,-0.00195286085363477,0.00312996422871947,0.000613256357610226,0.00299508078023791
"10",0.000827497977297753,0.00217474345117807,-0.00609145825728774,-0.00964586809277534,0.00318828225135803,-0.00150775630027056,0.00218729418702424,-0.00355145917274058,0.00164127070456743,-0.000636606244370341
"11",0.0117361824959517,0.00330867734737694,0.00655395723879337,0.00291173066943884,-0.00268657342530787,-0.00308484514243901,0.0067176828160882,0.000564734102226794,-0.0100623043254018,-0.00359155237674713
"12",0.00559314386919141,-0.00313128205016255,0.00221553607843816,-0.00651586661115289,-0.00551931839436293,0.000355739728547633,0.00279632350429893,-0.0237472094595432,0.00291560357436538,-0.00286793056875467
"13",0.000233001585002057,2.18802360905102e-05,0.00214366987347603,0.00297329644672573,-0.000157505375682376,0.00413462007418275,-0.00476565165445209,-0.00293100601993501,1.82001556936484e-07,0.00134738208726048
"14",-0.00208923988975585,0.00384405301883817,0.00242597609758377,-0.0058641554787755,-0.00115668412763625,0.000217586697544903,0.000714552879799157,-0.00427365954965353,-0.00171527953352779,-0.00205448805354536
"15",6.79909499012865e-05,0.000280864798696712,0.00169972074218094,0.0035327582154423,-2.67937994067324e-05,0.0017997327959165,-0.00128396588843316,0.00149735203012824,-0.000488563848193735,-0.00676887715235353
"16",-0.00227459659799933,-0.00928865093737841,-0.00213646772317588,0.000981598626822233,-0.00243533961474895,-0.00129802129231393,0.00269069196656346,-0.00357309356331825,-0.000467889884021133,0.00398343289270997
"17",-0.00621710531413555,0.00129063474014401,-0.0010627368465066,0.00581935327500105,-0.000881744257640094,-0.00312747992575169,-0.00256214081309736,0.00211753882467747,-0.000250342767685652,0.00246123457327485
"18",-0.00495096668601036,0.00264697335660458,-0.00128387019503862,0.00503038475289941,-0.00738686975091696,0.00381500669755042,0.00113116845022887,-0.0199824869632721,-0.00104757375083864,-0.00147840427234769
"19",0.00357517693191767,-0.00237292726524174,-0.00466398429125547,0.0124884117394686,-0.00140707590617239,0.00651525240391493,0.000946317682974041,0.00627701357007027,-0.00392166525125504,-0.00132823234889656
"20",-0.00329301925376058,-0.000817468273453414,-0.000185509954462759,-0.00231452682055533,0.00835617911070585,0.00197479128837585,0.00140633655246347,-0.00516017014160752,-0.00335197290405631,-0.00135346699971706
"21",0.00201426004059613,-0.00176441238727421,-0.0020371254067868,-0.000970857217907906,0.00269790086895227,-0.00119717209599912,0.00535908853635192,0.00484086619690061,-0.000447031197836623,0.00287313060835004
